case,step,burnup_MWd_kgHM_global,TH232_CAPT_value,TH232_CAPT_rel_err,TH232_CAPT_fraction,TH232_CAPT_fraction_rel_err,U235_FISS_value,U235_FISS_rel_err,U235_FISS_fraction,U235_FISS_fraction_rel_err,U238_FISS_value,U238_FISS_rel_err,U238_FISS_fraction,U238_FISS_fraction_rel_err,PU239_FISS_value,PU239_FISS_rel_err,PU239_FISS_fraction,PU239_FISS_fraction_rel_err,PU240_FISS_value,PU240_FISS_rel_err,PU240_FISS_fraction,PU240_FISS_fraction_rel_err,PU241_FISS_value,PU241_FISS_rel_err,PU241_FISS_fraction,PU241_FISS_fraction_rel_err,U235_CAPT_value,U235_CAPT_rel_err,U235_CAPT_fraction,U235_CAPT_fraction_rel_err,U238_CAPT_value,U238_CAPT_rel_err,U238_CAPT_fraction,U238_CAPT_fraction_rel_err,PU239_CAPT_value,PU239_CAPT_rel_err,PU239_CAPT_fraction,PU239_CAPT_fraction_rel_err,PU240_CAPT_value,PU240_CAPT_rel_err,PU240_CAPT_fraction,PU240_CAPT_fraction_rel_err,PU241_CAPT_value,PU241_CAPT_rel_err,PU241_CAPT_fraction,PU241_CAPT_fraction_rel_err,XE135_CAPT_value,XE135_CAPT_rel_err,XE135_CAPT_fraction,XE135_CAPT_fraction_rel_err,XE135M_CAPT_value,XE135M_CAPT_rel_err,XE135M_CAPT_fraction,XE135M_CAPT_fraction_rel_err
M70-30,18,16.0,179430000000000.0,0.00072,0.0681798,0.00068,31028200000000.0,0.00168,0.0211166,0.00167,99720500000000.0,0.001,0.0678655,0.00095,947015000000000.0,0.00026,0.644503,0.00019,10717300000000.0,0.00309,0.00729376,0.00308,324925000000000.0,0.00053,0.221132,0.00048,9905260000000.0,0.0034,0.00376377,0.00338,714125000000000.0,0.00041,0.271353,0.00033,525070000000000.0,0.00045,0.199516,0.0004,532170000000000.0,0.00043,0.202214,0.00037,111232000000000.0,0.00097,0.0422661,0.00098,46795000000000.0,0.00132,0.0175798,0.00129,,,,
M70-30,19,18.0,180905000000000.0,0.00079,0.0679621,0.00077,30559600000000.0,0.00184,0.0207922,0.00181,100189000000000.0,0.00094,0.068167,0.00089,933437000000000.0,0.00031,0.635098,0.00021,10718800000000.0,0.00308,0.0072929,0.00306,332971000000000.0,0.00054,0.22655,0.00051,9753360000000.0,0.00329,0.00366409,0.00327,719545000000000.0,0.00042,0.270316,0.00031,517185000000000.0,0.0004,0.194296,0.00039,535181000000000.0,0.00045,0.201055,0.00038,114279000000000.0,0.00097,0.0429322,0.00094,47401100000000.0,0.00139,0.0176081,0.0014,,,,
M70-30,20,20.0,182465000000000.0,0.00076,0.0677793,0.00071,30130500000000.0,0.0018,0.0205035,0.00181,100967000000000.0,0.00108,0.0687056,0.00101,918708000000000.0,0.0003,0.625168,0.00021,10787800000000.0,0.0032,0.00734099,0.0032,341230000000000.0,0.00053,0.232203,0.0005,9472660000000.0,0.00353,0.00351877,0.00352,724258000000000.0,0.00044,0.269037,0.00034,509669000000000.0,0.00044,0.189326,0.00043,537981000000000.0,0.00046,0.199842,0.00042,117215000000000.0,0.00101,0.0435413,0.00099,48323900000000.0,0.00154,0.0175594,0.00151,,,,
M70-30,21,24.0,185490000000000.0,0.0008,0.0674013,0.00075,29128800000000.0,0.00194,0.0198238,0.00194,101811000000000.0,0.00105,0.0692875,0.001,891955000000000.0,0.00031,0.607022,0.00022,10876600000000.0,0.00323,0.00740205,0.00321,356046000000000.0,0.00047,0.242308,0.00044,9140160000000.0,0.00312,0.00332127,0.00312,734505000000000.0,0.0004,0.266896,0.00031,495887000000000.0,0.00043,0.180191,0.00044,542929000000000.0,0.00045,0.197284,0.00041,122909000000000.0,0.0009,0.0446616,0.0009,49335600000000.0,0.00141,0.0175588,0.00143,,,,
M70-30,22,28.0,188321000000000.0,0.00082,0.0670232,0.00077,28226000000000.0,0.00202,0.0192096,0.00204,102878000000000.0,0.00108,0.0700134,0.00102,866290000000000.0,0.00031,0.589559,0.00023,10842300000000.0,0.0032,0.00737876,0.00319,370235000000000.0,0.00055,0.251966,0.00052,8787110000000.0,0.00352,0.00312731,0.0035,744432000000000.0,0.00042,0.264943,0.00032,482209000000000.0,0.00043,0.171619,0.00042,546723000000000.0,0.00043,0.194579,0.00039,127599000000000.0,0.00083,0.0454127,0.00081,50975200000000.0,0.0016,0.0175958,0.00163,,,,
M70-30,23,34.0,193143000000000.0,0.00082,0.0666689,0.0008,26840900000000.0,0.00205,0.0182636,0.00204,104438000000000.0,0.00114,0.071063,0.00107,831064000000000.0,0.00032,0.565487,0.00023,10799900000000.0,0.00329,0.00734871,0.00329,388352000000000.0,0.00054,0.264249,0.00047,8327430000000.0,0.00362,0.00287447,0.00363,758721000000000.0,0.00038,0.261894,0.00032,463030000000000.0,0.00043,0.159828,0.00041,551882000000000.0,0.00044,0.190498,0.00037,134345000000000.0,0.00092,0.046373,0.00091,53063000000000.0,0.0014,0.0176236,0.00137,,,,
M70-30,24,42.0,198758000000000.0,0.00077,0.0660126,0.00072,24994900000000.0,0.00215,0.0169965,0.00209,106252000000000.0,0.00107,0.0722524,0.00103,789289000000000.0,0.00036,0.536726,0.00026,10610000000000.0,0.00332,0.00721492,0.00331,409072000000000.0,0.00049,0.278175,0.00044,7641070000000.0,0.00365,0.00253778,0.00364,778478000000000.0,0.00043,0.258553,0.00034,440099000000000.0,0.00055,0.146169,0.00053,554868000000000.0,0.00048,0.184287,0.00044,142043000000000.0,0.00091,0.0471766,0.00091,55277600000000.0,0.00142,0.0177079,0.00141,,,,
M70-30,25,50.0,204572000000000.0,0.0008,0.0655333,0.00074,23389700000000.0,0.00208,0.015905,0.00207,108095000000000.0,0.00104,0.0735041,0.00098,753218000000000.0,0.00031,0.51219,0.00025,10311300000000.0,0.00341,0.00701165,0.00339,423857000000000.0,0.0005,0.288223,0.00043,7039190000000.0,0.00395,0.00225494,0.00393,797489000000000.0,0.0004,0.255471,0.00031,420313000000000.0,0.0005,0.134646,0.00051,555100000000000.0,0.00049,0.177823,0.00044,147631000000000.0,0.00083,0.0472933,0.00085,,,,,,,,
M70-5,0,0.0,46902000000000.0,0.00131,0.0213419,0.00128,34991500000000.0,0.00166,0.0238251,0.00166,104743000000000.0,0.00102,0.071317,0.00095,1065290000000000.0,0.00025,0.725335,0.00015,9344040000000.0,0.003,0.00636219,0.003,249049000000000.0,0.00061,0.169573,0.00057,11260000000000.0,0.00307,0.00512363,0.00305,713225000000000.0,0.0004,0.324539,0.00029,584524000000000.0,0.00039,0.265978,0.00036,487164000000000.0,0.00045,0.221675,0.00038,84612000000000.0,0.00106,0.0385012,0.00105,42406300000000.0,0.00146,0.0187104,0.00146,0.0,0.0,0.0,0.0
M70-5,1,0.1,47767300000000.0,0.00127,0.0210757,0.00125,34900200000000.0,0.00153,0.0237721,0.0015,106766000000000.0,0.00095,0.0727225,0.00088,1062390000000000.0,0.00025,0.723648,0.00016,9578240000000.0,0.00307,0.00652412,0.00305,248973000000000.0,0.00055,0.169588,0.00053,11367700000000.0,0.00302,0.00501561,0.00301,724753000000000.0,0.00043,0.319771,0.0003,584883000000000.0,0.00034,0.25806,0.00033,493736000000000.0,0.00041,0.217844,0.00035,84782900000000.0,0.00093,0.0374078,0.00094,42715500000000.0,0.00138,0.0187306,0.00141,,,,
M70-5,2,0.4,47784200000000.0,0.00136,0.020953,0.00134,34813200000000.0,0.00165,0.0237013,0.00166,107327000000000.0,0.00105,0.073069,0.00098,1060810000000000.0,0.00026,0.722209,0.00016,9578820000000.0,0.0031,0.00652141,0.0031,250617000000000.0,0.00059,0.170623,0.00056,11344100000000.0,0.00297,0.00497422,0.00293,728325000000000.0,0.00038,0.319364,0.00027,583356000000000.0,0.00039,0.255798,0.00037,495398000000000.0,0.00045,0.217228,0.00037,85232900000000.0,0.00107,0.0373739,0.00103,42755300000000.0,0.00146,0.0186485,0.00147,,,,
M70-5,3,0.7,48137400000000.0,0.0015,0.0209956,0.00145,34771700000000.0,0.00154,0.0236697,0.00153,107482000000000.0,0.00092,0.0731649,0.0009,1058870000000000.0,0.00024,0.72079,0.00015,9697010000000.0,0.00309,0.00660084,0.00306,252352000000000.0,0.00061,0.17178,0.00056,11313600000000.0,0.00305,0.0049345,0.00302,730338000000000.0,0.00042,0.318546,0.00031,582789000000000.0,0.00037,0.254192,0.00034,496985000000000.0,0.00046,0.216766,0.00038,85696300000000.0,0.001,0.0373778,0.001,42766000000000.0,0.0015,0.0185861,0.00149,,,,
M70-5,4,1.0,48068000000000.0,0.00137,0.0208902,0.00134,34757700000000.0,0.00149,0.0236642,0.00148,107525000000000.0,0.0009,0.0732065,0.00086,1056820000000000.0,0.00027,0.719515,0.00017,9672990000000.0,0.00313,0.00658563,0.00311,253869000000000.0,0.00067,0.172842,0.00061,11296400000000.0,0.00307,0.00490937,0.00306,731823000000000.0,0.0004,0.318048,0.0003,581966000000000.0,0.00035,0.252922,0.00034,497617000000000.0,0.00045,0.216263,0.00039,86341900000000.0,0.00101,0.0375241,0.00101,42843200000000.0,0.00143,0.0185409,0.00141,,,,
M70-5,5,1.3,48225900000000.0,0.00139,0.0208704,0.00137,34607800000000.0,0.00153,0.0235598,0.00153,107900000000000.0,0.00109,0.0734537,0.00103,1055310000000000.0,0.00024,0.718418,0.00016,9725520000000.0,0.00335,0.00662066,0.00332,255100000000000.0,0.00061,0.173662,0.00057,11339600000000.0,0.00296,0.00490743,0.00298,733641000000000.0,0.00041,0.317492,0.00031,580929000000000.0,0.00034,0.251406,0.00034,499215000000000.0,0.00045,0.216041,0.00038,86652700000000.0,0.00095,0.0375003,0.00095,42799200000000.0,0.00149,0.0184575,0.00148,,,,
M70-5,6,1.6,48341100000000.0,0.00143,0.0208474,0.00139,34579100000000.0,0.00176,0.0235305,0.00174,108275000000000.0,0.00094,0.0736791,0.00089,1053530000000000.0,0.00025,0.716911,0.00017,9745780000000.0,0.00305,0.0066319,0.00305,256800000000000.0,0.00064,0.174748,0.00059,11243700000000.0,0.00284,0.00484892,0.00283,735178000000000.0,0.00041,0.317051,0.0003,580175000000000.0,0.00039,0.250206,0.00035,500046000000000.0,0.00044,0.215649,0.0004,87313600000000.0,0.00095,0.0376548,0.00095,42983000000000.0,0.00149,0.018464,0.00148,,,,
M70-5,7,2.0,48626100000000.0,0.00138,0.0208879,0.00136,34572400000000.0,0.00177,0.0235495,0.00176,108311000000000.0,0.00095,0.0737768,0.00089,1050020000000000.0,0.00027,0.715234,0.00017,9730150000000.0,0.00285,0.00662781,0.00284,258498000000000.0,0.00061,0.176079,0.00058,11187800000000.0,0.00319,0.00480583,0.00317,736057000000000.0,0.00036,0.316184,0.00028,578966000000000.0,0.00037,0.248704,0.00035,501390000000000.0,0.00047,0.215379,0.00041,88069300000000.0,0.00104,0.0378316,0.00104,43079800000000.0,0.00145,0.0184045,0.00146,,,,
M70-5,8,2.5,48713000000000.0,0.0014,0.0208108,0.00136,34420000000000.0,0.00164,0.0234403,0.00164,108623000000000.0,0.00092,0.073973,0.00087,1047190000000000.0,0.00025,0.713144,0.00016,9806480000000.0,0.00285,0.00667835,0.00286,260968000000000.0,0.00062,0.177721,0.00057,11158700000000.0,0.0028,0.00476709,0.00277,739221000000000.0,0.0004,0.315805,0.00031,577422000000000.0,0.00039,0.246684,0.00037,503202000000000.0,0.00043,0.214975,0.00036,88840700000000.0,0.00098,0.037954,0.00096,43128500000000.0,0.0015,0.0183483,0.00148,,,,
M70-5,9,3.0,48667300000000.0,0.00143,0.0207048,0.00142,34295600000000.0,0.00171,0.0233485,0.00169,108701000000000.0,0.00097,0.0740039,0.00092,1044410000000000.0,0.00024,0.711042,0.00015,9846570000000.0,0.0032,0.00670349,0.00317,263648000000000.0,0.00055,0.179493,0.00052,11116100000000.0,0.00284,0.00472913,0.00282,741236000000000.0,0.00041,0.315347,0.00032,575434000000000.0,0.00036,0.24481,0.00035,504744000000000.0,0.00045,0.214735,0.00038,89735100000000.0,0.00096,0.0381766,0.00097,43410900000000.0,0.00149,0.0183222,0.00149,,,,
M70-5,10,4.0,49011400000000.0,0.00161,0.0206859,0.00159,33963600000000.0,0.00168,0.0231293,0.00165,109268000000000.0,0.001,0.0744119,0.00095,1037660000000000.0,0.00024,0.706657,0.00017,9895580000000.0,0.00335,0.00673892,0.00333,268653000000000.0,0.00055,0.182954,0.00052,11061500000000.0,0.00326,0.00466864,0.00324,744058000000000.0,0.00041,0.314039,0.00029,572573000000000.0,0.00034,0.241663,0.00033,506900000000000.0,0.00044,0.213944,0.00038,91545300000000.0,0.00094,0.038638,0.00092,43779000000000.0,0.00153,0.0183297,0.00153,,,,
M70-5,11,5.0,49179600000000.0,0.0014,0.0205907,0.00137,33796100000000.0,0.00162,0.0230177,0.0016,109494000000000.0,0.00091,0.0745732,0.00086,1031300000000000.0,0.00026,0.702396,0.00018,9987440000000.0,0.00335,0.00680211,0.00332,273607000000000.0,0.00062,0.186348,0.00059,10972000000000.0,0.00305,0.00459382,0.00304,747444000000000.0,0.00038,0.312944,0.0003,569231000000000.0,0.00036,0.23833,0.00035,509866000000000.0,0.0004,0.213474,0.00035,93320000000000.0,0.00114,0.0390717,0.00111,43928600000000.0,0.00149,0.0182593,0.0015,,,,
M70-5,12,6.0,49421700000000.0,0.00161,0.0205423,0.00158,33531100000000.0,0.00168,0.0228354,0.00166,110044000000000.0,0.00094,0.074942,0.00089,1025080000000000.0,0.00025,0.698104,0.00016,10067000000000.0,0.00301,0.00685576,0.00298,278491000000000.0,0.00058,0.189658,0.00054,10890600000000.0,0.00317,0.00452673,0.00316,750556000000000.0,0.00038,0.311973,0.00031,565935000000000.0,0.00037,0.235235,0.00037,512031000000000.0,0.00047,0.212828,0.00039,94945500000000.0,0.00098,0.039465,0.00101,44309100000000.0,0.00155,0.0182829,0.00154,,,,
M70-5,13,7.0,49628800000000.0,0.00141,0.0204777,0.00136,33461600000000.0,0.00179,0.0227821,0.00176,110673000000000.0,0.00097,0.075351,0.00092,1018960000000000.0,0.00026,0.693755,0.00016,10082800000000.0,0.00293,0.00686486,0.00293,283310000000000.0,0.00057,0.192891,0.00051,10762400000000.0,0.00258,0.00444075,0.00256,753840000000000.0,0.00039,0.311051,0.0003,562467000000000.0,0.00037,0.232087,0.00037,514653000000000.0,0.0005,0.212356,0.00041,96682300000000.0,0.00095,0.0398935,0.00096,44349900000000.0,0.00146,0.0181731,0.00148,,,,
M70-5,14,8.0,49841100000000.0,0.0014,0.0204229,0.00136,33103200000000.0,0.00171,0.0225445,0.00168,110632000000000.0,0.0009,0.0753447,0.00085,1013050000000000.0,0.00027,0.689929,0.00018,10190300000000.0,0.00302,0.00693999,0.003,287981000000000.0,0.0006,0.196127,0.00056,10667400000000.0,0.00304,0.00437112,0.00304,757124000000000.0,0.00041,0.31024,0.0003,559319000000000.0,0.00044,0.229189,0.00042,516765000000000.0,0.00042,0.211751,0.00036,98345000000000.0,0.00097,0.0402982,0.00096,44960100000000.0,0.00147,0.0181607,0.00145,,,,
M70-5,15,10.0,50229200000000.0,0.00155,0.020289,0.00153,32454700000000.0,0.00166,0.0221065,0.00164,111759000000000.0,0.00092,0.0761245,0.00087,1000810000000000.0,0.00027,0.681702,0.00017,10336200000000.0,0.00314,0.0070405,0.00313,297271000000000.0,0.00058,0.202487,0.00053,10494900000000.0,0.00315,0.00423923,0.00314,764108000000000.0,0.00044,0.308645,0.00032,552959000000000.0,0.00037,0.223358,0.00036,521664000000000.0,0.00045,0.210716,0.00039,101616000000000.0,0.00094,0.0410458,0.00093,45518400000000.0,0.00124,0.0181523,0.00126,,,,
M70-5,16,12.0,50629900000000.0,0.00154,0.0201903,0.0015,32054500000000.0,0.0017,0.0218298,0.00167,112537000000000.0,0.00091,0.0766404,0.00087,989354000000000.0,0.00026,0.673778,0.00018,10390300000000.0,0.00315,0.00707601,0.00313,306381000000000.0,0.00058,0.208654,0.00054,10347100000000.0,0.00317,0.00412622,0.00315,769589000000000.0,0.00044,0.3069,0.00032,546521000000000.0,0.00039,0.217946,0.00038,525341000000000.0,0.00045,0.209499,0.00038,104800000000000.0,0.00095,0.0417931,0.00096,45857600000000.0,0.00137,0.0180365,0.00136,,,,
M70-5,17,14.0,50819400000000.0,0.00136,0.0199881,0.00135,31576600000000.0,0.00179,0.0215033,0.00174,113130000000000.0,0.00091,0.077041,0.00087,977417000000000.0,0.00027,0.665617,0.00017,10496000000000.0,0.00323,0.00714765,0.0032,316046000000000.0,0.00049,0.215226,0.00045,10115800000000.0,0.00301,0.00397873,0.00302,775940000000000.0,0.0004,0.305189,0.00031,540421000000000.0,0.00039,0.212557,0.00039,530632000000000.0,0.00044,0.208706,0.00039,108359000000000.0,0.00099,0.0426195,0.00099,46549700000000.0,0.00144,0.0180616,0.00143,,,,
M70-5,18,16.0,51469400000000.0,0.00142,0.0199705,0.00141,31146200000000.0,0.00174,0.0212158,0.00172,114000000000000.0,0.00087,0.0776533,0.00083,965612000000000.0,0.00029,0.657747,0.0002,10591400000000.0,0.00295,0.00721461,0.00295,324896000000000.0,0.00055,0.22131,0.0005,9927390000000.0,0.00316,0.00385188,0.00315,782526000000000.0,0.0004,0.303625,0.0003,534920000000000.0,0.00042,0.207553,0.00039,534611000000000.0,0.00043,0.207433,0.00037,111451000000000.0,0.00097,0.0432437,0.00094,47325400000000.0,0.0014,0.018132,0.00139,,,,
M70-5,19,18.0,51792000000000.0,0.00135,0.0198432,0.00132,30651300000000.0,0.00181,0.0208812,0.0018,114589000000000.0,0.00096,0.0780633,0.00091,954792000000000.0,0.00029,0.650449,0.00018,10561200000000.0,0.0031,0.00719471,0.00307,333517000000000.0,0.00052,0.227207,0.00045,9703620000000.0,0.00328,0.00371774,0.00326,789043000000000.0,0.00038,0.302309,0.00029,528799000000000.0,0.00042,0.202602,0.00041,538510000000000.0,0.00048,0.206321,0.00039,114418000000000.0,0.00094,0.0438376,0.00094,47997400000000.0,0.00148,0.0181516,0.00147,,,,
M70-5,20,20.0,52268200000000.0,0.00136,0.0197667,0.00134,30234600000000.0,0.00174,0.0205954,0.00174,115120000000000.0,0.0009,0.0784176,0.00086,943613000000000.0,0.00028,0.642773,0.00019,10723200000000.0,0.00297,0.00730449,0.00296,342391000000000.0,0.00049,0.233231,0.00045,9516510000000.0,0.00333,0.00359892,0.00332,795845000000000.0,0.00039,0.300971,0.0003,522943000000000.0,0.0004,0.197767,0.00038,542665000000000.0,0.00044,0.205225,0.0004,117491000000000.0,0.00091,0.0444325,0.00088,48805000000000.0,0.00151,0.0180123,0.00152,,,,
M70-5,21,24.0,52991000000000.0,0.00135,0.019557,0.00132,29232200000000.0,0.00192,0.019918,0.0019,116673000000000.0,0.00094,0.0794973,0.00088,922637000000000.0,0.00029,0.628659,0.00021,10755100000000.0,0.00296,0.00732808,0.00292,358212000000000.0,0.00054,0.244076,0.00048,9143650000000.0,0.00372,0.00337456,0.0037,808659000000000.0,0.00043,0.298446,0.00031,511779000000000.0,0.0004,0.18888,0.0004,549287000000000.0,0.00042,0.202722,0.00035,123218000000000.0,0.00092,0.0454756,0.00092,49999500000000.0,0.00156,0.0180177,0.00155,,,,
M70-5,22,28.0,53886000000000.0,0.00158,0.0194182,0.00156,28286700000000.0,0.00196,0.0192781,0.00193,118165000000000.0,0.00101,0.0805324,0.00097,902040000000000.0,0.00027,0.614769,0.00022,10924200000000.0,0.00321,0.00744514,0.0032,373454000000000.0,0.00052,0.25452,0.00046,8806900000000.0,0.00365,0.00317356,0.00361,820611000000000.0,0.00041,0.295712,0.00031,501173000000000.0,0.00042,0.180602,0.0004,555682000000000.0,0.00044,0.200244,0.00038,129005000000000.0,0.00085,0.0464878,0.00083,51629700000000.0,0.00135,0.0179726,0.00134,,,,
M70-5,23,34.0,54877000000000.0,0.00154,0.0191029,0.00152,26609300000000.0,0.00203,0.0181399,0.00203,120200000000000.0,0.00097,0.0819404,0.00091,874154000000000.0,0.00028,0.595916,0.0002,10875700000000.0,0.00315,0.00741389,0.00312,394112000000000.0,0.00048,0.268667,0.00042,8218900000000.0,0.00343,0.00286102,0.00341,840242000000000.0,0.00035,0.292491,0.00026,485763000000000.0,0.00047,0.169097,0.00046,564266000000000.0,0.00045,0.196423,0.00038,136732000000000.0,0.00087,0.047597,0.00086,53882700000000.0,0.00144,0.0179638,0.00142,,,,
M70-5,24,42.0,56339600000000.0,0.00136,0.0187831,0.00137,24729100000000.0,0.00213,0.0168577,0.00209,122658000000000.0,0.00098,0.0836156,0.00093,841008000000000.0,0.00033,0.573318,0.00024,10762200000000.0,0.00306,0.00733668,0.00306,417751000000000.0,0.00049,0.284783,0.00046,7515600000000.0,0.00364,0.00250555,0.0036,864905000000000.0,0.00038,0.288348,0.0003,467430000000000.0,0.00043,0.155836,0.00043,571754000000000.0,0.00048,0.190616,0.00043,144933000000000.0,0.00089,0.048319,0.00089,56300800000000.0,0.00142,0.0179987,0.0014,,,,
M70-5,25,50.0,57768500000000.0,0.00129,0.0184679,0.00128,22662000000000.0,0.00238,0.0154458,0.00235,125489000000000.0,0.00087,0.0855303,0.00083,812964000000000.0,0.00032,0.554098,0.00026,10559300000000.0,0.00325,0.00719689,0.00322,436229000000000.0,0.00053,0.297322,0.00043,6806040000000.0,0.00421,0.0021758,0.0042,890954000000000.0,0.00038,0.284827,0.00029,452910000000000.0,0.00047,0.14479,0.00044,576322000000000.0,0.00045,0.184243,0.00037,151948000000000.0,0.00084,0.0485761,0.00084,,,,,,,,
M87-10,0,0.0,39678100000000.0,0.00147,0.0181074,0.00145,35147900000000.0,0.00166,0.0239296,0.00163,104276000000000.0,0.0009,0.0709938,0.00084,1065860000000000.0,0.00025,0.725666,0.00015,9313100000000.0,0.0033,0.0063406,0.00329,248840000000000.0,0.0006,0.169418,0.00055,11321500000000.0,0.00281,0.00516668,0.00281,713675000000000.0,0.00038,0.325691,0.00029,584632000000000.0,0.00039,0.266803,0.00037,487034000000000.0,0.00043,0.222262,0.00035,84400900000000.0,0.00108,0.0385171,0.00108,42256700000000.0,0.00153,0.0187057,0.00151,0.0,0.0,0.0,0.0
M87-10,1,0.1,40380500000000.0,0.00148,0.0178751,0.00146,34965900000000.0,0.00152,0.0238036,0.00151,106201000000000.0,0.00101,0.0722972,0.00095,1063620000000000.0,0.00024,0.724078,0.00016,9560880000000.0,0.00313,0.00650853,0.00308,248994000000000.0,0.00059,0.169506,0.00056,11422400000000.0,0.00286,0.00505626,0.00283,725145000000000.0,0.00037,0.320998,0.00029,584588000000000.0,0.00038,0.25878,0.00038,493412000000000.0,0.00049,0.218417,0.0004,84875900000000.0,0.00106,0.0375721,0.00106,42742100000000.0,0.00142,0.0187997,0.00141,,,,
M87-10,2,0.4,40490200000000.0,0.00152,0.0178093,0.00153,34846100000000.0,0.00162,0.0237299,0.0016,106590000000000.0,0.00096,0.0725869,0.00091,1061020000000000.0,0.00023,0.72255,0.00016,9523780000000.0,0.00345,0.00648554,0.00342,250742000000000.0,0.00058,0.170753,0.00054,11330400000000.0,0.00267,0.00498359,0.00267,727492000000000.0,0.00038,0.31998,0.00029,584202000000000.0,0.00036,0.256957,0.00035,495400000000000.0,0.00049,0.217896,0.0004,85341500000000.0,0.00106,0.0375368,0.00106,42915800000000.0,0.00141,0.0187811,0.0014,,,,
M87-10,3,0.7,40646000000000.0,0.00161,0.0177876,0.00158,34909100000000.0,0.00173,0.0237691,0.00169,107005000000000.0,0.00099,0.0728583,0.00092,1059300000000000.0,0.00024,0.72127,0.00016,9584920000000.0,0.00303,0.00652622,0.00301,251983000000000.0,0.0006,0.171573,0.00055,11284500000000.0,0.00258,0.00493832,0.00256,729795000000000.0,0.0004,0.319375,0.00031,583124000000000.0,0.00035,0.25519,0.00035,497124000000000.0,0.00045,0.217553,0.00037,85702600000000.0,0.00091,0.0375058,0.00093,42884200000000.0,0.00148,0.0186994,0.00147,,,,
M87-10,4,1.0,40607700000000.0,0.00145,0.0177066,0.00142,34811400000000.0,0.00169,0.0237052,0.00166,106986000000000.0,0.001,0.072853,0.00093,1056950000000000.0,0.00023,0.719747,0.00015,9705550000000.0,0.00314,0.00660904,0.00311,253965000000000.0,0.00056,0.172941,0.00052,11284300000000.0,0.00299,0.00492043,0.00298,730779000000000.0,0.00039,0.318651,0.0003,582278000000000.0,0.00034,0.253899,0.00033,497680000000000.0,0.00045,0.217009,0.00037,86264800000000.0,0.00112,0.0376151,0.00109,42906400000000.0,0.00156,0.0186236,0.00154,,,,
M87-10,5,1.3,40816100000000.0,0.00157,0.0177163,0.00155,34660600000000.0,0.00176,0.0236069,0.00174,107384000000000.0,0.00098,0.0731375,0.00091,1055100000000000.0,0.00024,0.718615,0.00016,9718960000000.0,0.00305,0.00661935,0.00302,255107000000000.0,0.00053,0.17375,0.0005,11262000000000.0,0.0029,0.00488828,0.00289,733307000000000.0,0.00041,0.318292,0.0003,581451000000000.0,0.00038,0.252381,0.00037,499301000000000.0,0.00049,0.216722,0.0004,86726800000000.0,0.00105,0.0376442,0.00106,42922200000000.0,0.00141,0.0185677,0.00145,,,,
M87-10,6,1.6,40780800000000.0,0.00161,0.0176411,0.00159,34600900000000.0,0.00167,0.0235505,0.00165,107614000000000.0,0.00092,0.0732452,0.00086,1053990000000000.0,0.00023,0.717382,0.00015,9732280000000.0,0.00319,0.00662405,0.00317,256739000000000.0,0.00058,0.174744,0.00052,11243400000000.0,0.00283,0.0048637,0.00281,734853000000000.0,0.00039,0.317885,0.00029,580255000000000.0,0.00035,0.25101,0.00032,500502000000000.0,0.00046,0.216509,0.00039,87489000000000.0,0.00107,0.0378464,0.00106,43060200000000.0,0.00144,0.0185497,0.00146,,,,
M87-10,7,2.0,40982700000000.0,0.00157,0.0176545,0.00154,34509200000000.0,0.0016,0.0235006,0.00159,107862000000000.0,0.00096,0.0734532,0.00091,1050980000000000.0,0.00025,0.715708,0.00015,9742340000000.0,0.00342,0.00663437,0.00339,258553000000000.0,0.00057,0.176073,0.00053,11233400000000.0,0.0028,0.00483908,0.00277,736271000000000.0,0.00037,0.317171,0.00026,578875000000000.0,0.00037,0.249369,0.00034,501896000000000.0,0.00044,0.216207,0.00038,88203000000000.0,0.00105,0.0379962,0.00103,43099800000000.0,0.00149,0.0184791,0.00148,,,,
M87-10,8,2.5,40983700000000.0,0.00156,0.0175717,0.00153,34388200000000.0,0.00173,0.0234193,0.00174,108048000000000.0,0.00093,0.073583,0.00087,1047860000000000.0,0.00027,0.71362,0.00016,9782940000000.0,0.0031,0.00666244,0.0031,261121000000000.0,0.00053,0.17783,0.00051,11220800000000.0,0.00278,0.00481099,0.00278,738509000000000.0,0.00036,0.316637,0.00029,577515000000000.0,0.00043,0.247611,0.00041,503075000000000.0,0.00045,0.215694,0.00037,88965900000000.0,0.00103,0.0381443,0.00101,43268200000000.0,0.0015,0.0184762,0.00148,,,,
M87-10,9,3.0,41134300000000.0,0.00165,0.0175648,0.00161,34240500000000.0,0.0017,0.0233184,0.00168,108204000000000.0,0.00092,0.0736885,0.00086,1044840000000000.0,0.00025,0.711557,0.00015,9811400000000.0,0.00295,0.00668171,0.00293,263604000000000.0,0.00057,0.179519,0.00052,11166600000000.0,0.00279,0.00476836,0.0028,739642000000000.0,0.00039,0.315839,0.00031,575767000000000.0,0.0004,0.245862,0.00037,504623000000000.0,0.00045,0.215482,0.00038,89862500000000.0,0.00106,0.0383727,0.00103,43456900000000.0,0.00158,0.0183967,0.00159,,,,
