case,step,burnup_MWd_kgHM_global,TH232_CAPT_value,TH232_CAPT_rel_err,TH232_CAPT_fraction,TH232_CAPT_fraction_rel_err,U235_FISS_value,U235_FISS_rel_err,U235_FISS_fraction,U235_FISS_fraction_rel_err,U238_FISS_value,U238_FISS_rel_err,U238_FISS_fraction,U238_FISS_fraction_rel_err,PU239_FISS_value,PU239_FISS_rel_err,PU239_FISS_fraction,PU239_FISS_fraction_rel_err,PU240_FISS_value,PU240_FISS_rel_err,PU240_FISS_fraction,PU240_FISS_fraction_rel_err,PU241_FISS_value,PU241_FISS_rel_err,PU241_FISS_fraction,PU241_FISS_fraction_rel_err,U235_CAPT_value,U235_CAPT_rel_err,U235_CAPT_fraction,U235_CAPT_fraction_rel_err,U238_CAPT_value,U238_CAPT_rel_err,U238_CAPT_fraction,U238_CAPT_fraction_rel_err,PU239_CAPT_value,PU239_CAPT_rel_err,PU239_CAPT_fraction,PU239_CAPT_fraction_rel_err,PU240_CAPT_value,PU240_CAPT_rel_err,PU240_CAPT_fraction,PU240_CAPT_fraction_rel_err,PU241_CAPT_value,PU241_CAPT_rel_err,PU241_CAPT_fraction,PU241_CAPT_fraction_rel_err,XE135_CAPT_value,XE135_CAPT_rel_err,XE135_CAPT_fraction,XE135_CAPT_fraction_rel_err,XE135M_CAPT_value,XE135M_CAPT_rel_err,XE135M_CAPT_fraction,XE135M_CAPT_fraction_rel_err
M87-10,10,4.0,41364400000000.0,0.00138,0.0175109,0.00139,34088900000000.0,0.00187,0.0232222,0.00186,108683000000000.0,0.00103,0.0740369,0.00094,1038170000000000.0,0.00022,0.707226,0.00016,9867390000000.0,0.00304,0.00672203,0.00306,268625000000000.0,0.00057,0.182994,0.00051,11076900000000.0,0.0029,0.00468919,0.0029,743658000000000.0,0.00041,0.314812,0.00029,572623000000000.0,0.00038,0.24241,0.00038,507791000000000.0,0.00043,0.214963,0.00036,91485100000000.0,0.00096,0.0387283,0.00093,43746200000000.0,0.00148,0.0183656,0.00149,,,,
M87-10,11,5.0,41550800000000.0,0.0015,0.0174437,0.00147,33827800000000.0,0.00154,0.0230432,0.00153,109097000000000.0,0.0009,0.0743153,0.00085,1031960000000000.0,0.00024,0.702961,0.00016,9935130000000.0,0.00329,0.00676762,0.00326,273765000000000.0,0.0006,0.186486,0.00057,11016600000000.0,0.00281,0.00462496,0.00279,747849000000000.0,0.00041,0.31396,0.0003,569477000000000.0,0.00039,0.239078,0.00037,510453000000000.0,0.00048,0.214298,0.00043,93248900000000.0,0.00103,0.0391475,0.001,44107200000000.0,0.00146,0.018387,0.00145,,,,
M87-10,12,6.0,41900100000000.0,0.00158,0.0174669,0.00156,33616500000000.0,0.00174,0.0228935,0.00173,109725000000000.0,0.00095,0.0747249,0.00092,1026040000000000.0,0.00024,0.698751,0.00015,10033100000000.0,0.00336,0.00683264,0.00334,278636000000000.0,0.00057,0.189756,0.00052,10831500000000.0,0.00315,0.0045153,0.00314,750527000000000.0,0.0004,0.312871,0.0003,566267000000000.0,0.00038,0.23606,0.00037,512320000000000.0,0.0005,0.21357,0.00044,95016500000000.0,0.00103,0.0396095,0.00101,44238200000000.0,0.00152,0.0183031,0.00154,,,,
M87-10,13,7.0,41938000000000.0,0.00159,0.0173514,0.00159,33290100000000.0,0.00177,0.022679,0.00175,109963000000000.0,0.001,0.074912,0.00095,1019680000000000.0,0.00026,0.694662,0.00017,10066500000000.0,0.00305,0.00685782,0.00304,283672000000000.0,0.00056,0.193253,0.00055,10750300000000.0,0.00289,0.0044478,0.00288,753798000000000.0,0.00039,0.311873,0.00029,563371000000000.0,0.00035,0.233088,0.00035,515057000000000.0,0.00044,0.213097,0.00037,96851000000000.0,0.00097,0.0400708,0.00095,44550400000000.0,0.00153,0.0182921,0.00151,,,,
M87-10,14,8.0,42112900000000.0,0.00148,0.0172912,0.00145,33083600000000.0,0.00182,0.022533,0.00178,110485000000000.0,0.00092,0.0752507,0.00087,1013900000000000.0,0.00025,0.690564,0.00018,10165600000000.0,0.00343,0.00692358,0.00338,288500000000000.0,0.00059,0.196496,0.00054,10707800000000.0,0.00301,0.00439655,0.003,757346000000000.0,0.00036,0.310961,0.00028,560038000000000.0,0.00038,0.229948,0.00036,517861000000000.0,0.00044,0.21263,0.00038,98499700000000.0,0.00091,0.0404433,0.00088,44980600000000.0,0.00141,0.0182131,0.0014,,,,
M87-10,15,10.0,42468200000000.0,0.0016,0.0171957,0.00156,32628800000000.0,0.00167,0.0222275,0.00167,111183000000000.0,0.00102,0.0757397,0.00097,1002000000000000.0,0.00027,0.682586,0.00018,10297200000000.0,0.00284,0.00701455,0.0028,298012000000000.0,0.00054,0.203012,0.00052,10450600000000.0,0.00285,0.00423163,0.00286,763656000000000.0,0.0004,0.309212,0.00032,554317000000000.0,0.00038,0.224449,0.00035,522009000000000.0,0.0004,0.211367,0.00035,101964000000000.0,0.00097,0.0412864,0.00096,45622000000000.0,0.00151,0.0182133,0.00147,,,,
M87-10,16,12.0,43010900000000.0,0.00139,0.017171,0.00137,32172300000000.0,0.00172,0.0219117,0.00173,112241000000000.0,0.00102,0.0764433,0.00096,990679000000000.0,0.00027,0.674721,0.00017,10358000000000.0,0.00282,0.00705445,0.00279,307243000000000.0,0.0005,0.209254,0.00045,10301400000000.0,0.00332,0.00411253,0.00329,770337000000000.0,0.0004,0.307538,0.0003,547720000000000.0,0.00039,0.218664,0.00038,527254000000000.0,0.00046,0.210494,0.00042,105191000000000.0,0.00096,0.0419949,0.00096,46197900000000.0,0.00141,0.0181997,0.00143,,,,
M87-10,17,14.0,43238600000000.0,0.0016,0.0170336,0.00158,31693400000000.0,0.00164,0.0215902,0.00163,112767000000000.0,0.00105,0.0768184,0.001,978989000000000.0,0.00025,0.666907,0.00019,10428900000000.0,0.00312,0.00710435,0.00311,316728000000000.0,0.00053,0.215761,0.00048,10065600000000.0,0.00333,0.00396524,0.0033,776795000000000.0,0.00042,0.306014,0.00032,541698000000000.0,0.0004,0.2134,0.00039,531159000000000.0,0.00047,0.209247,0.0004,108461000000000.0,0.00089,0.0427282,0.00089,46770200000000.0,0.00145,0.0181752,0.00149,,,,
M87-10,18,16.0,43575500000000.0,0.00156,0.0169335,0.00155,31353600000000.0,0.00167,0.0213546,0.00167,113703000000000.0,0.00098,0.0774412,0.00093,967833000000000.0,0.00027,0.659178,0.00018,10560800000000.0,0.0033,0.00719275,0.00329,325692000000000.0,0.00053,0.221824,0.00048,9965490000000.0,0.00308,0.00387266,0.0031,783668000000000.0,0.0004,0.304532,0.00029,536005000000000.0,0.0004,0.208292,0.00038,535613000000000.0,0.00046,0.208139,0.00038,111819000000000.0,0.001,0.0434526,0.00095,47444100000000.0,0.00161,0.0182023,0.0016,,,,
M87-10,19,18.0,44050700000000.0,0.00157,0.0169004,0.00156,30733900000000.0,0.00192,0.0209378,0.00191,114210000000000.0,0.00094,0.0778065,0.00089,956933000000000.0,0.00028,0.651921,0.0002,10635900000000.0,0.00326,0.00724589,0.00326,334536000000000.0,0.00057,0.227905,0.00049,9735630000000.0,0.00316,0.00373513,0.00314,789881000000000.0,0.00036,0.303043,0.00027,529993000000000.0,0.00038,0.203336,0.00036,539561000000000.0,0.00047,0.207006,0.0004,114789000000000.0,0.00092,0.0440395,0.00089,47930900000000.0,0.0015,0.0181493,0.00149,,,,
M87-10,20,20.0,44440700000000.0,0.0014,0.0168276,0.00137,30238300000000.0,0.00193,0.0206078,0.00194,114957000000000.0,0.00093,0.0783434,0.00084,945562000000000.0,0.00029,0.644409,0.0002,10708300000000.0,0.00317,0.00729772,0.00314,343260000000000.0,0.00054,0.233934,0.00046,9568240000000.0,0.00305,0.00362308,0.00305,796740000000000.0,0.00039,0.301688,0.00029,524202000000000.0,0.00043,0.198492,0.0004,543983000000000.0,0.00045,0.205981,0.0004,117898000000000.0,0.00102,0.0446426,0.00099,48971800000000.0,0.00128,0.0180965,0.00129,,,,
M87-10,21,24.0,45152500000000.0,0.00166,0.016685,0.00164,29301100000000.0,0.00199,0.0199715,0.002,116565000000000.0,0.00102,0.0794482,0.00095,924983000000000.0,0.00028,0.630456,0.00021,10776600000000.0,0.00309,0.00734507,0.00306,359377000000000.0,0.00052,0.244947,0.00048,9181310000000.0,0.00322,0.00339274,0.00321,808763000000000.0,0.00039,0.298858,0.00029,513572000000000.0,0.00042,0.189779,0.00039,550681000000000.0,0.00045,0.203491,0.00038,123832000000000.0,0.0009,0.0457594,0.00091,50142000000000.0,0.00146,0.0180797,0.00148,,,,
M87-10,22,28.0,45971500000000.0,0.00155,0.0165758,0.00152,28307800000000.0,0.00185,0.0192878,0.00182,117915000000000.0,0.0009,0.0803427,0.00085,905470000000000.0,0.00031,0.616954,0.0002,10861300000000.0,0.00294,0.00740038,0.00291,375232000000000.0,0.00047,0.25567,0.00046,8782460000000.0,0.00355,0.00316666,0.00354,822321000000000.0,0.00041,0.296501,0.0003,502207000000000.0,0.00044,0.18108,0.00043,557810000000000.0,0.00046,0.201127,0.00038,129325000000000.0,0.00087,0.0466306,0.00087,51815100000000.0,0.00134,0.0180357,0.00137,,,,
M87-10,23,34.0,46847900000000.0,0.00147,0.0163065,0.00145,26713000000000.0,0.00205,0.0182024,0.00205,120039000000000.0,0.00102,0.081794,0.00095,877549000000000.0,0.00031,0.597964,0.00023,10882800000000.0,0.00306,0.00741549,0.00303,396739000000000.0,0.00052,0.270338,0.00044,8259820000000.0,0.00376,0.00287499,0.00374,842101000000000.0,0.00041,0.293112,0.00032,487524000000000.0,0.00045,0.169695,0.00046,566053000000000.0,0.00047,0.197028,0.0004,137193000000000.0,0.00088,0.0477533,0.00087,54163300000000.0,0.00145,0.0180337,0.00142,,,,
M87-10,24,42.0,48426900000000.0,0.00163,0.0161237,0.00161,24649800000000.0,0.00231,0.0168095,0.0023,122562000000000.0,0.00105,0.0835784,0.00096,844155000000000.0,0.00034,0.575657,0.00024,10758500000000.0,0.00323,0.00733664,0.00323,420556000000000.0,0.00044,0.286792,0.0004,7478760000000.0,0.00353,0.00249011,0.00355,868089000000000.0,0.00043,0.289029,0.00031,470147000000000.0,0.00039,0.156536,0.00039,574002000000000.0,0.00047,0.191114,0.00038,146138000000000.0,0.00079,0.0486569,0.00077,56747100000000.0,0.00141,0.0181174,0.00141,,,,
M87-10,25,50.0,49770600000000.0,0.00152,0.01589,0.00152,22563300000000.0,0.00238,0.0153886,0.00233,125210000000000.0,0.00104,0.0853963,0.00094,816619000000000.0,0.00036,0.55696,0.00028,10597500000000.0,0.00336,0.00722779,0.00334,438952000000000.0,0.00051,0.299379,0.00046,6789260000000.0,0.00398,0.00216757,0.00398,893575000000000.0,0.00039,0.285286,0.0003,455116000000000.0,0.00044,0.145303,0.00043,579230000000000.0,0.00045,0.184927,0.00038,153068000000000.0,0.00076,0.0488693,0.00077,,,,,,,,
M87-15,0,0.0,52239100000000.0,0.00136,0.0237582,0.00135,35059900000000.0,0.00158,0.0238754,0.00154,102958000000000.0,0.00097,0.0701132,0.00092,1066330000000000.0,0.00024,0.726167,0.00015,9367400000000.0,0.00313,0.0063791,0.00311,248972000000000.0,0.00059,0.169549,0.00056,11263400000000.0,0.00271,0.00512249,0.00269,707427000000000.0,0.00042,0.321733,0.00031,584703000000000.0,0.00038,0.265921,0.00037,487785000000000.0,0.00041,0.221843,0.00038,84716500000000.0,0.00095,0.0385289,0.00094,42342900000000.0,0.00144,0.0186794,0.00142,0.0,0.0,0.0,0.0
M87-15,1,0.1,52965500000000.0,0.00129,0.0233656,0.00128,34974400000000.0,0.00149,0.023809,0.00144,104762000000000.0,0.00094,0.0713171,0.00088,1064430000000000.0,0.00026,0.72462,0.00017,9533430000000.0,0.00325,0.00648995,0.00323,249312000000000.0,0.00061,0.169723,0.0006,11385300000000.0,0.00291,0.00502259,0.0029,719227000000000.0,0.00043,0.317283,0.00031,585175000000000.0,0.00037,0.258149,0.00036,494192000000000.0,0.00048,0.218011,0.00041,84748700000000.0,0.00104,0.0373866,0.00102,42847500000000.0,0.00139,0.0187815,0.00137,,,,
M87-15,2,0.4,53169400000000.0,0.00141,0.0233059,0.00137,34868400000000.0,0.00162,0.0237414,0.00159,105274000000000.0,0.00091,0.0716798,0.00089,1062000000000000.0,0.00023,0.723108,0.00016,9604720000000.0,0.00302,0.00653977,0.00302,250783000000000.0,0.00064,0.170755,0.00059,11323600000000.0,0.00277,0.00496355,0.00277,721732000000000.0,0.0004,0.316359,0.0003,584184000000000.0,0.00037,0.256068,0.00033,495819000000000.0,0.00041,0.217335,0.00035,85227900000000.0,0.00107,0.0373583,0.00105,42815400000000.0,0.00142,0.018679,0.00142,,,,
M87-15,3,0.7,53395900000000.0,0.00138,0.023295,0.00138,34859000000000.0,0.00151,0.0237264,0.00152,105486000000000.0,0.00094,0.0717972,0.00088,1060310000000000.0,0.00026,0.721685,0.00016,9684600000000.0,0.00352,0.00659158,0.00349,252577000000000.0,0.00062,0.171912,0.00056,11351600000000.0,0.0028,0.0049523,0.00279,723802000000000.0,0.00039,0.31577,0.00029,582957000000000.0,0.00036,0.254326,0.00035,497024000000000.0,0.00049,0.216835,0.00041,85740400000000.0,0.00098,0.0374058,0.00098,42914600000000.0,0.00145,0.0186369,0.00143,,,,
M87-15,4,1.0,53514800000000.0,0.00135,0.0232403,0.00133,34764500000000.0,0.00167,0.0236702,0.00163,105912000000000.0,0.00092,0.0721127,0.00086,1057860000000000.0,0.00025,0.720272,0.00015,9642040000000.0,0.00308,0.00656501,0.00306,254054000000000.0,0.00057,0.172979,0.00052,11324500000000.0,0.0029,0.00491793,0.00288,725646000000000.0,0.00042,0.315132,0.00033,582151000000000.0,0.00039,0.252817,0.0004,498561000000000.0,0.00045,0.216514,0.00039,86494000000000.0,0.00109,0.0375626,0.00108,42963000000000.0,0.00148,0.018574,0.00147,,,,
M87-15,5,1.3,53597500000000.0,0.00131,0.0231714,0.00128,34769400000000.0,0.00167,0.0236743,0.00164,106148000000000.0,0.00099,0.0722753,0.00091,1055780000000000.0,0.00026,0.71888,0.00017,9637550000000.0,0.00316,0.00656223,0.00316,255531000000000.0,0.00063,0.173991,0.00061,11277400000000.0,0.00304,0.00487549,0.00304,727808000000000.0,0.00039,0.314649,0.00028,581824000000000.0,0.00039,0.251538,0.00037,499839000000000.0,0.00044,0.216092,0.00036,86928000000000.0,0.00107,0.0375811,0.00105,43048200000000.0,0.00152,0.0185625,0.0015,,,,
M87-15,6,1.6,53695800000000.0,0.00137,0.0231536,0.00131,34666400000000.0,0.00156,0.0236019,0.00154,106266000000000.0,0.00086,0.0723488,0.00082,1054280000000000.0,0.00023,0.717788,0.00015,9709180000000.0,0.00304,0.00661027,0.00302,256843000000000.0,0.00057,0.174866,0.00053,11327200000000.0,0.00282,0.00488435,0.00281,728311000000000.0,0.00038,0.314049,0.00029,580314000000000.0,0.00036,0.250234,0.00036,500693000000000.0,0.00044,0.2159,0.00037,87534800000000.0,0.00106,0.0377453,0.00104,43042100000000.0,0.00147,0.0184774,0.00146,,,,
M87-15,7,2.0,53808700000000.0,0.00137,0.0230994,0.00137,34671700000000.0,0.00155,0.023609,0.00154,106397000000000.0,0.00097,0.0724485,0.00091,1051470000000000.0,0.00025,0.715975,0.00018,9746300000000.0,0.00316,0.00663661,0.00317,258932000000000.0,0.00062,0.176314,0.00057,11259800000000.0,0.00273,0.00483366,0.00272,730482000000000.0,0.00039,0.313584,0.00028,579539000000000.0,0.00038,0.248788,0.00036,501859000000000.0,0.00044,0.21544,0.00039,88188400000000.0,0.00095,0.0378582,0.00095,43093300000000.0,0.00149,0.0184088,0.00153,,,,
M87-15,8,2.5,53891200000000.0,0.00132,0.0230211,0.00128,34491200000000.0,0.00169,0.0234845,0.00169,106674000000000.0,0.00092,0.0726322,0.00088,1048590000000000.0,0.00024,0.713961,0.00016,9757970000000.0,0.00323,0.00664402,0.00323,261287000000000.0,0.0006,0.177905,0.00055,11174700000000.0,0.00277,0.00477361,0.00277,732781000000000.0,0.00042,0.313028,0.00031,577610000000000.0,0.00039,0.246744,0.00036,503759000000000.0,0.00041,0.215196,0.00035,88987000000000.0,0.00102,0.0380134,0.00098,43336300000000.0,0.00138,0.0184303,0.00139,,,,
M87-15,9,3.0,54203900000000.0,0.00137,0.023052,0.00135,34272500000000.0,0.00161,0.0233332,0.00159,107047000000000.0,0.00094,0.0728787,0.0009,1045270000000000.0,0.00023,0.711639,0.00017,9818600000000.0,0.00305,0.00668465,0.00304,263958000000000.0,0.00059,0.179706,0.00053,11119200000000.0,0.00287,0.00472882,0.00286,734313000000000.0,0.00043,0.31229,0.00033,576134000000000.0,0.00039,0.245021,0.00038,505135000000000.0,0.00047,0.214825,0.00041,89765200000000.0,0.00098,0.0381758,0.00097,43523400000000.0,0.00147,0.0183617,0.00144,,,,
M87-15,10,4.0,54423500000000.0,0.00136,0.0229603,0.00135,34000200000000.0,0.00179,0.0231504,0.00176,107649000000000.0,0.00096,0.0732973,0.00092,1038660000000000.0,0.00025,0.70722,0.00015,9964060000000.0,0.00304,0.00678454,0.00305,268904000000000.0,0.00054,0.183095,0.00051,11059200000000.0,0.00288,0.00466569,0.00288,737853000000000.0,0.00038,0.311287,0.0003,572628000000000.0,0.0004,0.241583,0.00039,507658000000000.0,0.00046,0.214171,0.00037,91645700000000.0,0.00101,0.0386639,0.00103,43887100000000.0,0.00152,0.0183677,0.00153,,,,
M87-15,11,5.0,54705100000000.0,0.00134,0.022895,0.00131,33905800000000.0,0.00177,0.02309,0.00174,107962000000000.0,0.00093,0.0735228,0.00089,1031970000000000.0,0.00026,0.702784,0.00016,9998830000000.0,0.00307,0.00680933,0.00307,273988000000000.0,0.00057,0.186589,0.00054,10948300000000.0,0.00283,0.00458204,0.00282,741358000000000.0,0.00038,0.310272,0.00029,569420000000000.0,0.00037,0.238313,0.00036,510442000000000.0,0.00043,0.213629,0.00035,93432500000000.0,0.00097,0.0391033,0.00095,43913700000000.0,0.00133,0.0182437,0.00131,,,,
M87-15,12,6.0,55064900000000.0,0.00133,0.0228763,0.0013,33604600000000.0,0.00156,0.0228735,0.00156,108319000000000.0,0.00099,0.0737278,0.00092,1026410000000000.0,0.00027,0.698635,0.00017,10092700000000.0,0.00331,0.00686964,0.00328,278955000000000.0,0.00058,0.189873,0.00053,10859300000000.0,0.00294,0.00451144,0.00294,744364000000000.0,0.0004,0.309241,0.0003,566058000000000.0,0.00036,0.235166,0.00036,513145000000000.0,0.00043,0.213183,0.00037,95056300000000.0,0.00101,0.0394904,0.00097,44267500000000.0,0.00146,0.0182568,0.00143,,,,
M87-15,13,7.0,55125200000000.0,0.00135,0.0227348,0.00133,33421000000000.0,0.00166,0.0227633,0.00166,108668000000000.0,0.00094,0.0740138,0.0009,1019580000000000.0,0.00025,0.694445,0.00017,10122000000000.0,0.00315,0.00689407,0.00312,283693000000000.0,0.00052,0.193225,0.00048,10824100000000.0,0.0029,0.00446405,0.00288,747656000000000.0,0.00043,0.308348,0.00032,562846000000000.0,0.00037,0.23213,0.00034,515275000000000.0,0.00043,0.212511,0.0004,96842600000000.0,0.00103,0.0399402,0.00105,44602500000000.0,0.00146,0.0182602,0.00146,,,,
M87-15,14,8.0,55521500000000.0,0.00121,0.0227302,0.00119,33147100000000.0,0.00168,0.0225742,0.00167,108931000000000.0,0.00096,0.0741849,0.0009,1013590000000000.0,0.00026,0.690289,0.00019,10155000000000.0,0.00286,0.0069158,0.00283,288655000000000.0,0.0006,0.196583,0.00055,10705800000000.0,0.00318,0.00438297,0.00319,750673000000000.0,0.00036,0.307322,0.00027,560034000000000.0,0.00038,0.229276,0.00037,517665000000000.0,0.00047,0.211929,0.0004,98501500000000.0,0.00104,0.0403262,0.00103,45044000000000.0,0.00156,0.0181795,0.00154,,,,
M87-15,15,10.0,56112400000000.0,0.00144,0.0226467,0.00142,32736100000000.0,0.00175,0.0222906,0.00171,109780000000000.0,0.00101,0.0747509,0.0009,1001520000000000.0,0.00023,0.681961,0.00017,10296800000000.0,0.00352,0.00701122,0.00348,298268000000000.0,0.00057,0.203098,0.0005,10503600000000.0,0.00282,0.00423922,0.00282,757570000000000.0,0.00039,0.305752,0.00033,553385000000000.0,0.0004,0.223344,0.00038,522449000000000.0,0.00046,0.210858,0.0004,101773000000000.0,0.00093,0.041075,0.00093,45672200000000.0,0.00148,0.0181811,0.00149,,,,
M87-15,16,12.0,56448600000000.0,0.00131,0.0224706,0.00127,32251200000000.0,0.00175,0.0219677,0.00173,110543000000000.0,0.00091,0.0752956,0.00087,989305000000000.0,0.00028,0.673858,0.00019,10409200000000.0,0.0032,0.00709016,0.0032,307442000000000.0,0.00058,0.209411,0.00051,10327300000000.0,0.00327,0.00411108,0.00328,764240000000000.0,0.00044,0.304222,0.00031,546970000000000.0,0.00043,0.217735,0.00042,526784000000000.0,0.0004,0.209699,0.00035,105306000000000.0,0.001,0.0419197,0.00099,46159900000000.0,0.0014,0.0181345,0.0014,,,,
M87-15,17,14.0,57022900000000.0,0.0013,0.022402,0.00127,31679400000000.0,0.00169,0.0215839,0.0017,111218000000000.0,0.00086,0.0757751,0.00085,977450000000000.0,0.00026,0.665954,0.00019,10456800000000.0,0.00321,0.00712434,0.0032,316641000000000.0,0.0006,0.215732,0.00052,10211100000000.0,0.00309,0.00401153,0.00308,770225000000000.0,0.00041,0.30259,0.0003,540827000000000.0,0.00044,0.21247,0.00041,531223000000000.0,0.00047,0.208696,0.00039,108384000000000.0,0.00089,0.0425798,0.00089,46813500000000.0,0.0014,0.0181471,0.0014,,,,
M87-15,18,16.0,57497300000000.0,0.00137,0.0222885,0.00135,31229500000000.0,0.00177,0.0212729,0.00175,112124000000000.0,0.00095,0.0763766,0.00092,966104000000000.0,0.00026,0.658093,0.00018,10545700000000.0,0.00316,0.00718349,0.00315,325625000000000.0,0.00051,0.22181,0.00047,9868150000000.0,0.00305,0.00382536,0.00305,776822000000000.0,0.0004,0.30113,0.0003,535150000000000.0,0.00039,0.207448,0.00037,535406000000000.0,0.00041,0.207547,0.00037,111743000000000.0,0.00099,0.0433167,0.001,47463700000000.0,0.00135,0.0181664,0.00133,,,,
M87-15,19,18.0,58023000000000.0,0.00132,0.0222079,0.00132,30695400000000.0,0.00177,0.0209174,0.00177,112670000000000.0,0.00088,0.0767786,0.00084,954288000000000.0,0.00027,0.650298,0.00018,10648300000000.0,0.00305,0.00725615,0.00303,334434000000000.0,0.0005,0.227899,0.00045,9757000000000.0,0.00326,0.00373442,0.00326,783254000000000.0,0.00039,0.299784,0.0003,528643000000000.0,0.00037,0.202335,0.00037,539338000000000.0,0.00043,0.206427,0.00036,114771000000000.0,0.00093,0.043928,0.00093,47907500000000.0,0.00149,0.0181044,0.00151,,,,
M87-15,20,20.0,58374200000000.0,0.00133,0.0220596,0.00132,30248900000000.0,0.00195,0.0206079,0.00192,113262000000000.0,0.00096,0.0771628,0.00092,943891000000000.0,0.0003,0.643055,0.00021,10733000000000.0,0.00322,0.00731209,0.00319,342935000000000.0,0.00053,0.233635,0.00049,9527180000000.0,0.00323,0.00360029,0.00322,788797000000000.0,0.00038,0.298085,0.0003,523452000000000.0,0.0004,0.197812,0.00039,543468000000000.0,0.0005,0.205375,0.00042,117698000000000.0,0.00088,0.0444777,0.00085,48997100000000.0,0.00141,0.0180735,0.00141,,,,
M87-15,21,24.0,59443800000000.0,0.00139,0.021927,0.00139,29202700000000.0,0.00186,0.019899,0.00183,114800000000000.0,0.00093,0.0782263,0.00088,922098000000000.0,0.0003,0.628331,0.00023,10795500000000.0,0.00312,0.00735616,0.0031,359538000000000.0,0.00054,0.244994,0.00048,9202670000000.0,0.00314,0.00339452,0.00311,801654000000000.0,0.00042,0.295704,0.00033,511338000000000.0,0.00044,0.188617,0.00042,549516000000000.0,0.00046,0.202699,0.0004,123758000000000.0,0.00096,0.0456506,0.00096,50142600000000.0,0.0014,0.0180491,0.00138,,,,
M87-15,22,28.0,60517600000000.0,0.00139,0.0217837,0.00137,28369200000000.0,0.00196,0.019323,0.00193,116327000000000.0,0.00086,0.0792338,0.00081,902086000000000.0,0.00028,0.614438,0.00019,10902200000000.0,0.00285,0.0074258,0.00284,374927000000000.0,0.00047,0.255375,0.00044,8857900000000.0,0.00347,0.00318851,0.00349,814305000000000.0,0.00038,0.293114,0.00029,500611000000000.0,0.00045,0.180199,0.00044,556830000000000.0,0.00043,0.200434,0.00037,129321000000000.0,0.00088,0.04655,0.00086,51866100000000.0,0.00151,0.0180328,0.00153,,,,
M87-15,23,34.0,61955900000000.0,0.00128,0.0215406,0.00126,26691200000000.0,0.00204,0.018193,0.00204,118161000000000.0,0.001,0.0805393,0.00094,873386000000000.0,0.00031,0.595307,0.00022,10898800000000.0,0.00286,0.00742872,0.00285,395558000000000.0,0.00053,0.269615,0.00046,8286390000000.0,0.00354,0.00288104,0.00356,833834000000000.0,0.00038,0.289904,0.0003,485332000000000.0,0.00042,0.168739,0.0004,564718000000000.0,0.00047,0.196339,0.00041,136920000000000.0,0.00088,0.0476039,0.00086,54036700000000.0,0.00138,0.0179798,0.00137,,,,
M87-15,24,42.0,63842400000000.0,0.00127,0.0212425,0.00126,24708300000000.0,0.00213,0.0168374,0.00211,120831000000000.0,0.00101,0.0823398,0.00096,840140000000000.0,0.00032,0.572513,0.00023,10740700000000.0,0.00305,0.00731923,0.00304,419264000000000.0,0.0005,0.285708,0.00046,7540970000000.0,0.00397,0.00250916,0.00399,859246000000000.0,0.00042,0.285898,0.00032,466944000000000.0,0.00048,0.155368,0.00047,572671000000000.0,0.00048,0.190546,0.00042,145563000000000.0,0.00083,0.0484338,0.00084,56537000000000.0,0.00143,0.0180495,0.00146,,,,
