case,material,step,isotope,mdens_g_per_cm3
M87-20,mox43,8,U234,9.89962e-06
M87-20,mox43,9,U234,1.18186e-05
M87-20,mox43,10,U234,1.56025e-05
M87-20,mox43,11,U234,1.93179e-05
M87-20,mox43,12,U234,2.29703e-05
M87-20,mox43,13,U234,2.65674e-05
M87-20,mox43,14,U234,3.01108e-05
M87-20,mox43,15,U234,3.70517e-05
M87-20,mox43,16,U234,4.38261e-05
M87-20,mox43,17,U234,5.04536e-05
M87-20,mox43,18,U234,5.69451e-05
M87-20,mox43,19,U234,6.33257e-05
M87-20,mox43,20,U234,6.96022e-05
M87-20,mox43,21,U234,8.18676e-05
M87-20,mox43,22,U234,9.38208e-05
M87-20,mox43,23,U234,0.000111248
M87-20,mox43,24,U234,0.000133628
M87-20,mox43,25,U234,0.000155077
M87-20,mox43,0,U235,0.0206281
M87-20,mox43,1,U235,0.0205951
M87-20,mox43,2,U235,0.0204963
M87-20,mox43,3,U235,0.0203977
M87-20,mox43,4,U235,0.0202994
M87-20,mox43,5,U235,0.0202014
M87-20,mox43,6,U235,0.0201035
M87-20,mox43,7,U235,0.0199736
M87-20,mox43,8,U235,0.0198118
M87-20,mox43,9,U235,0.0196508
M87-20,mox43,10,U235,0.0193311
M87-20,mox43,11,U235,0.0190143
M87-20,mox43,12,U235,0.0187006
M87-20,mox43,13,U235,0.0183901
M87-20,mox43,14,U235,0.0180825
M87-20,mox43,15,U235,0.0174767
M87-20,mox43,16,U235,0.0168829
M87-20,mox43,17,U235,0.0163016
M87-20,mox43,18,U235,0.0157326
M87-20,mox43,19,U235,0.015176
M87-20,mox43,20,U235,0.0146316
M87-20,mox43,21,U235,0.0135792
M87-20,mox43,22,U235,0.0125766
M87-20,mox43,23,U235,0.0111651
M87-20,mox43,24,U235,0.00945432
M87-20,mox43,25,U235,0.00793466
M87-20,mox43,0,U236,0.0
M87-20,mox43,1,U236,7.9166e-06
M87-20,mox43,2,U236,3.16893e-05
M87-20,mox43,3,U236,5.53558e-05
M87-20,mox43,4,U236,7.89267e-05
M87-20,mox43,5,U236,0.000102395
M87-20,mox43,6,U236,0.000125772
M87-20,mox43,7,U236,0.000156756
M87-20,mox43,8,U236,0.0001952
M87-20,mox43,9,U236,0.000233339
M87-20,mox43,10,U236,0.000308688
M87-20,mox43,11,U236,0.000382817
M87-20,mox43,12,U236,0.000455712
M87-20,mox43,13,U236,0.000527323
M87-20,mox43,14,U236,0.000597758
M87-20,mox43,15,U236,0.000734889
M87-20,mox43,16,U236,0.000867316
M87-20,mox43,17,U236,0.000994924
M87-20,mox43,18,U236,0.00111782
M87-20,mox43,19,U236,0.00123606
M87-20,mox43,20,U236,0.00134977
M87-20,mox43,21,U236,0.00156382
M87-20,mox43,22,U236,0.00176
M87-20,mox43,23,U236,0.00202224
M87-20,mox43,24,U236,0.0023143
M87-20,mox43,25,U236,0.00254539
M87-20,mox43,0,U237,0.0
M87-20,mox43,1,U237,3.51684e-06
M87-20,mox43,2,U237,9.93046e-06
M87-20,mox43,3,U237,1.28254e-05
M87-20,mox43,4,U237,1.41934e-05
M87-20,mox43,5,U237,1.48445e-05
M87-20,mox43,6,U237,1.51802e-05
M87-20,mox43,7,U237,1.54507e-05
M87-20,mox43,8,U237,1.5632e-05
M87-20,mox43,9,U237,1.57872e-05
M87-20,mox43,10,U237,1.59643e-05
M87-20,mox43,11,U237,1.61538e-05
M87-20,mox43,12,U237,1.6439e-05
M87-20,mox43,13,U237,1.67402e-05
M87-20,mox43,14,U237,1.68642e-05
M87-20,mox43,15,U237,1.72851e-05
M87-20,mox43,16,U237,1.76819e-05
M87-20,mox43,17,U237,1.81084e-05
M87-20,mox43,18,U237,1.8475e-05
M87-20,mox43,19,U237,1.88266e-05
M87-20,mox43,20,U237,1.91937e-05
M87-20,mox43,21,U237,1.97891e-05
M87-20,mox43,22,U237,2.04466e-05
M87-20,mox43,23,U237,2.12513e-05
M87-20,mox43,24,U237,2.23619e-05
M87-20,mox43,25,U237,2.32641e-05
M87-20,mox43,0,U238,8.7534
M87-20,mox43,1,U238,8.75284
M87-20,mox43,2,U238,8.75114
M87-20,mox43,3,U238,8.74944
M87-20,mox43,4,U238,8.74773
M87-20,mox43,5,U238,8.74602
M87-20,mox43,6,U238,8.74431
M87-20,mox43,7,U238,8.74202
M87-20,mox43,8,U238,8.73915
M87-20,mox43,9,U238,8.73628
M87-20,mox43,10,U238,8.73051
M87-20,mox43,11,U238,8.72471
M87-20,mox43,12,U238,8.71888
M87-20,mox43,13,U238,8.71303
M87-20,mox43,14,U238,8.70715
M87-20,mox43,15,U238,8.69533
M87-20,mox43,16,U238,8.68341
M87-20,mox43,17,U238,8.6714
M87-20,mox43,18,U238,8.65929
M87-20,mox43,19,U238,8.64709
M87-20,mox43,20,U238,8.6348
M87-20,mox43,21,U238,8.60993
M87-20,mox43,22,U238,8.58469
M87-20,mox43,23,U238,8.54614
M87-20,mox43,24,U238,8.49342
M87-20,mox43,25,U238,8.43928
M87-20,mox43,0,Np237,0.0
M87-20,mox43,1,Np237,5.38689e-07
M87-20,mox43,2,Np237,6.40023e-06
M87-20,mox43,3,Np237,1.57687e-05
M87-20,mox43,4,Np237,2.67138e-05
M87-20,mox43,5,Np237,3.83732e-05
M87-20,mox43,6,Np237,5.0351e-05
M87-20,mox43,7,Np237,6.65485e-05
M87-20,mox43,8,Np237,8.69312e-05
M87-20,mox43,9,Np237,0.000107359
M87-20,mox43,10,Np237,0.000148118
M87-20,mox43,11,Np237,0.000188666
M87-20,mox43,12,Np237,0.000229191
M87-20,mox43,13,Np237,0.00026979
M87-20,mox43,14,Np237,0.000310134
M87-20,mox43,15,Np237,0.000390358
M87-20,mox43,16,Np237,0.000469816
M87-20,mox43,17,Np237,0.000548586
M87-20,mox43,18,Np237,0.000626432
M87-20,mox43,19,Np237,0.000703203
M87-20,mox43,20,Np237,0.000778941
M87-20,mox43,21,Np237,0.000926742
M87-20,mox43,22,Np237,0.00106958
M87-20,mox43,23,Np237,0.00127323
M87-20,mox43,24,Np237,0.00152573
M87-20,mox43,25,Np237,0.00175184
M87-20,mox43,0,Np239,0.0
M87-20,mox43,1,Np239,0.000339045
M87-20,mox43,2,Np239,0.000613085
M87-20,mox43,3,Np239,0.000641571
M87-20,mox43,4,Np239,0.000646724
M87-20,mox43,5,Np239,0.000648246
M87-20,mox43,6,Np239,0.000649382
M87-20,mox43,7,Np239,0.000650771
M87-20,mox43,8,Np239,0.000652221
M87-20,mox43,9,Np239,0.000654511
M87-20,mox43,10,Np239,0.000656203
M87-20,mox43,11,Np239,0.000659666
M87-20,mox43,12,Np239,0.000662919
M87-20,mox43,13,Np239,0.000665539
M87-20,mox43,14,Np239,0.000668303
M87-20,mox43,15,Np239,0.000672518
M87-20,mox43,16,Np239,0.00067789
M87-20,mox43,17,Np239,0.000683189
M87-20,mox43,18,Np239,0.000688975
M87-20,mox43,19,Np239,0.000694086
M87-20,mox43,20,Np239,0.000699593
M87-20,mox43,21,Np239,0.000707664
M87-20,mox43,22,Np239,0.000718065
M87-20,mox43,23,Np239,0.000731341
M87-20,mox43,24,Np239,0.000749759
M87-20,mox43,25,Np239,0.000770361
M87-20,mox43,0,Pu238,0.00721448
M87-20,mox43,1,Pu238,0.00720694
M87-20,mox43,2,Pu238,0.00718514
M87-20,mox43,3,Pu238,0.00716447
M87-20,mox43,4,Pu238,0.00714489
M87-20,mox43,5,Pu238,0.00712641
M87-20,mox43,6,Pu238,0.00710897
M87-20,mox43,7,Pu238,0.00708729
M87-20,mox43,8,Pu238,0.00706261
M87-20,mox43,9,Pu238,0.00704052
M87-20,mox43,10,Pu238,0.00700354
M87-20,mox43,11,Pu238,0.00697523
M87-20,mox43,12,Pu238,0.00695478
M87-20,mox43,13,Pu238,0.00694132
M87-20,mox43,14,Pu238,0.0069342
M87-20,mox43,15,Pu238,0.00693653
M87-20,mox43,16,Pu238,0.00695737
M87-20,mox43,17,Pu238,0.00699367
M87-20,mox43,18,Pu238,0.00704251
M87-20,mox43,19,Pu238,0.00710172
M87-20,mox43,20,Pu238,0.00716951
M87-20,mox43,21,Pu238,0.00732583
M87-20,mox43,22,Pu238,0.0075027
M87-20,mox43,23,Pu238,0.00779385
M87-20,mox43,24,Pu238,0.00820654
M87-20,mox43,25,Pu238,0.00861611
M87-20,mox43,0,Pu239,0.228382
M87-20,mox43,1,Pu239,0.227683
M87-20,mox43,2,Pu239,0.226364
M87-20,mox43,3,Pu239,0.225297
M87-20,mox43,4,Pu239,0.224263
M87-20,mox43,5,Pu239,0.223241
M87-20,mox43,6,Pu239,0.222225
M87-20,mox43,7,Pu239,0.22088
M87-20,mox43,8,Pu239,0.219216
M87-20,mox43,9,Pu239,0.217574
M87-20,mox43,10,Pu239,0.21434
M87-20,mox43,11,Pu239,0.211177
M87-20,mox43,12,Pu239,0.208087
M87-20,mox43,13,Pu239,0.205064
M87-20,mox43,14,Pu239,0.202101
M87-20,mox43,15,Pu239,0.196382
M87-20,mox43,16,Pu239,0.1909
M87-20,mox43,17,Pu239,0.185666
M87-20,mox43,18,Pu239,0.180672
M87-20,mox43,19,Pu239,0.175889
M87-20,mox43,20,Pu239,0.171328
M87-20,mox43,21,Pu239,0.162821
M87-20,mox43,22,Pu239,0.155075
M87-20,mox43,23,Pu239,0.144804
M87-20,mox43,24,Pu239,0.133341
M87-20,mox43,25,Pu239,0.123884
M87-20,mox43,0,Pu240,0.0887043
M87-20,mox43,1,Pu240,0.0887449
M87-20,mox43,2,Pu240,0.0888603
M87-20,mox43,3,Pu240,0.0889724
M87-20,mox43,4,Pu240,0.0890807
M87-20,mox43,5,Pu240,0.0891855
M87-20,mox43,6,Pu240,0.0892862
M87-20,mox43,7,Pu240,0.089417
M87-20,mox43,8,Pu240,0.0895728
M87-20,mox43,9,Pu240,0.0897201
M87-20,mox43,10,Pu240,0.0899921
M87-20,mox43,11,Pu240,0.0902321
M87-20,mox43,12,Pu240,0.090441
M87-20,mox43,13,Pu240,0.0906221
M87-20,mox43,14,Pu240,0.0907772
M87-20,mox43,15,Pu240,0.0910082
M87-20,mox43,16,Pu240,0.0911403
M87-20,mox43,17,Pu240,0.091169
M87-20,mox43,18,Pu240,0.0911093
M87-20,mox43,19,Pu240,0.0909724
M87-20,mox43,20,Pu240,0.0907503
M87-20,mox43,21,Pu240,0.0900882
M87-20,mox43,22,Pu240,0.0891573
M87-20,mox43,23,Pu240,0.0873528
M87-20,mox43,24,Pu240,0.0843411
M87-20,mox43,25,Pu240,0.0809356
M87-20,mox43,0,Pu241,0.0436022
M87-20,mox43,1,Pu241,0.0436823
M87-20,mox43,2,Pu241,0.0439263
M87-20,mox43,3,Pu241,0.0441684
M87-20,mox43,4,Pu241,0.0444084
M87-20,mox43,5,Pu241,0.0446467
M87-20,mox43,6,Pu241,0.0448833
M87-20,mox43,7,Pu241,0.0451941
M87-20,mox43,8,Pu241,0.0455761
M87-20,mox43,9,Pu241,0.0459503
M87-20,mox43,10,Pu241,0.0466764
M87-20,mox43,11,Pu241,0.0473732
M87-20,mox43,12,Pu241,0.0480407
M87-20,mox43,13,Pu241,0.0486776
M87-20,mox43,14,Pu241,0.0492832
M87-20,mox43,15,Pu241,0.0504052
M87-20,mox43,16,Pu241,0.05141
M87-20,mox43,17,Pu241,0.0523107
M87-20,mox43,18,Pu241,0.0530999
M87-20,mox43,19,Pu241,0.0537806
M87-20,mox43,20,Pu241,0.0543661
M87-20,mox43,21,Pu241,0.0552539
M87-20,mox43,22,Pu241,0.0558103
M87-20,mox43,23,Pu241,0.0560624
M87-20,mox43,24,Pu241,0.0555317
M87-20,mox43,25,Pu241,0.054189
M87-20,mox43,0,Pu242,0.0220779
M87-20,mox43,1,Pu242,0.0220894
M87-20,mox43,2,Pu242,0.0221264
M87-20,mox43,3,Pu242,0.0221636
M87-20,mox43,4,Pu242,0.0222017
M87-20,mox43,5,Pu242,0.0222405
M87-20,mox43,6,Pu242,0.0222799
M87-20,mox43,7,Pu242,0.0223338
M87-20,mox43,8,Pu242,0.0224028
M87-20,mox43,9,Pu242,0.0224741
M87-20,mox43,10,Pu242,0.0226231
M87-20,mox43,11,Pu242,0.0227793
M87-20,mox43,12,Pu242,0.0229433
M87-20,mox43,13,Pu242,0.0231158
M87-20,mox43,14,Pu242,0.0232968
M87-20,mox43,15,Pu242,0.0236801
M87-20,mox43,16,Pu242,0.0240919
M87-20,mox43,17,Pu242,0.0245258
M87-20,mox43,18,Pu242,0.0249846
M87-20,mox43,19,Pu242,0.0254644
M87-20,mox43,20,Pu242,0.0259671
M87-20,mox43,21,Pu242,0.0270228
M87-20,mox43,22,Pu242,0.0281337
M87-20,mox43,23,Pu242,0.0298774
M87-20,mox43,24,Pu242,0.0322629
M87-20,mox43,25,Pu242,0.034653
M87-20,mox43,0,Am241,0.00425783
M87-20,mox43,1,Am241,0.00425768
M87-20,mox43,2,Am241,0.00425715
M87-20,mox43,3,Am241,0.00425673
M87-20,mox43,4,Am241,0.00425647
M87-20,mox43,5,Am241,0.00425638
M87-20,mox43,6,Am241,0.00425639
M87-20,mox43,7,Am241,0.0042567
M87-20,mox43,8,Am241,0.00425747
M87-20,mox43,9,Am241,0.00425869
M87-20,mox43,10,Am241,0.00426225
M87-20,mox43,11,Am241,0.00426732
M87-20,mox43,12,Am241,0.00427363
M87-20,mox43,13,Am241,0.00428109
M87-20,mox43,14,Am241,0.00428955
M87-20,mox43,15,Am241,0.00430902
M87-20,mox43,16,Am241,0.00433066
M87-20,mox43,17,Am241,0.00435319
M87-20,mox43,18,Am241,0.00437617
M87-20,mox43,19,Am241,0.00439872
M87-20,mox43,20,Am241,0.00441978
M87-20,mox43,21,Am241,0.00445567
M87-20,mox43,22,Am241,0.00447872
M87-20,mox43,23,Am241,0.00448437
M87-20,mox43,24,Am241,0.0044333
M87-20,mox43,25,Am241,0.00431181
M87-20,mox43,0,Am243,0.0
M87-20,mox43,1,Am243,2.85429e-05
M87-20,mox43,2,Am243,0.000125156
M87-20,mox43,3,Am243,0.000221791
M87-20,mox43,4,Am243,0.000317854
M87-20,mox43,5,Am243,0.00041325
M87-20,mox43,6,Am243,0.000508221
M87-20,mox43,7,Am243,0.00063372
M87-20,mox43,8,Am243,0.000789309
M87-20,mox43,9,Am243,0.000943228
M87-20,mox43,10,Am243,0.0012457
M87-20,mox43,11,Am243,0.00154308
M87-20,mox43,12,Am243,0.00183469
M87-20,mox43,13,Am243,0.00211943
M87-20,mox43,14,Am243,0.00239816
M87-20,mox43,15,Am243,0.00293941
M87-20,mox43,16,Am243,0.00346106
M87-20,mox43,17,Am243,0.00396688
M87-20,mox43,18,Am243,0.00445516
M87-20,mox43,19,Am243,0.00492899
M87-20,mox43,20,Am243,0.00538586
M87-20,mox43,21,Am243,0.00626339
M87-20,mox43,22,Am243,0.00709389
M87-20,mox43,23,Am243,0.00826908
M87-20,mox43,24,Am243,0.00972783
M87-20,mox43,25,Am243,0.011065
M87-20,mox43,0,Xe135,0.0
M87-20,mox43,1,Xe135,3.70105e-06
M87-20,mox43,2,Xe135,3.73373e-06
M87-20,mox43,3,Xe135,3.7342e-06
M87-20,mox43,4,Xe135,3.73247e-06
M87-20,mox43,5,Xe135,3.73043e-06
M87-20,mox43,6,Xe135,3.72762e-06
M87-20,mox43,7,Xe135,3.72257e-06
M87-20,mox43,8,Xe135,3.71463e-06
M87-20,mox43,9,Xe135,3.70717e-06
M87-20,mox43,10,Xe135,3.6887e-06
M87-20,mox43,11,Xe135,3.674e-06
M87-20,mox43,12,Xe135,3.65805e-06
M87-20,mox43,13,Xe135,3.64054e-06
M87-20,mox43,14,Xe135,3.62699e-06
M87-20,mox43,15,Xe135,3.58846e-06
M87-20,mox43,16,Xe135,3.55756e-06
M87-20,mox43,17,Xe135,3.52558e-06
M87-20,mox43,18,Xe135,3.49349e-06
M87-20,mox43,19,Xe135,3.46339e-06
M87-20,mox43,20,Xe135,3.4314e-06
M87-20,mox43,21,Xe135,3.36033e-06
M87-20,mox43,22,Xe135,3.30201e-06
M87-20,mox43,23,Xe135,3.20725e-06
M87-20,mox43,24,Xe135,3.09299e-06
M87-20,mox43,25,Xe135,2.98988e-06
M87-20,mox43,0,Sm149,0.0
M87-20,mox43,1,Sm149,1.74385e-06
M87-20,mox43,2,Sm149,1.42246e-05
M87-20,mox43,3,Sm149,2.51217e-05
M87-20,mox43,4,Sm149,3.28868e-05
M87-20,mox43,5,Sm149,3.83154e-05
M87-20,mox43,6,Sm149,4.20983e-05
M87-20,mox43,7,Sm149,4.54361e-05
M87-20,mox43,8,Sm149,4.792e-05
M87-20,mox43,9,Sm149,4.93297e-05
M87-20,mox43,10,Sm149,5.07229e-05
M87-20,mox43,11,Sm149,5.13448e-05
M87-20,mox43,12,Sm149,5.17461e-05
M87-20,mox43,13,Sm149,5.20164e-05
M87-20,mox43,14,Sm149,5.22699e-05
M87-20,mox43,15,Sm149,5.27108e-05
M87-20,mox43,16,Sm149,5.29345e-05
M87-20,mox43,17,Sm149,5.30599e-05
M87-20,mox43,18,Sm149,5.30918e-05
M87-20,mox43,19,Sm149,5.30147e-05
M87-20,mox43,20,Sm149,5.28519e-05
M87-20,mox43,21,Sm149,5.2551e-05
M87-20,mox43,22,Sm149,5.1997e-05
M87-20,mox43,23,Sm149,5.10702e-05
M87-20,mox43,24,Sm149,4.96787e-05
M87-20,mox43,25,Sm149,4.78771e-05
M87-20,mox43,0,Cs137,0.0
M87-20,mox43,1,Cs137,2.87509e-05
M87-20,mox43,2,Cs137,0.000115035
M87-20,mox43,3,Cs137,0.000201298
M87-20,mox43,4,Cs137,0.000287536
M87-20,mox43,5,Cs137,0.000373729
M87-20,mox43,6,Cs137,0.000459909
M87-20,mox43,7,Cs137,0.0005748
M87-20,mox43,8,Cs137,0.000718318
M87-20,mox43,9,Cs137,0.000861707
M87-20,mox43,10,Cs137,0.0011482
M87-20,mox43,11,Cs137,0.00143437
M87-20,mox43,12,Cs137,0.00172012
M87-20,mox43,13,Cs137,0.00200547
M87-20,mox43,14,Cs137,0.00229059
M87-20,mox43,15,Cs137,0.00285943
M87-20,mox43,16,Cs137,0.00342717
M87-20,mox43,17,Cs137,0.00399322
M87-20,mox43,18,Cs137,0.0045579
M87-20,mox43,19,Cs137,0.00512159
M87-20,mox43,20,Cs137,0.00568393
M87-20,mox43,21,Cs137,0.00680583
M87-20,mox43,22,Cs137,0.00792322
M87-20,mox43,23,Cs137,0.00959184
M87-20,mox43,24,Cs137,0.0118032
M87-20,mox43,25,Cs137,0.0140042
M87-20,mox43,0,Sr90,0.0
M87-20,mox43,1,Sr90,6.46867e-06
M87-20,mox43,2,Sr90,2.58839e-05
M87-20,mox43,3,Sr90,4.52862e-05
M87-20,mox43,4,Sr90,6.46763e-05
M87-20,mox43,5,Sr90,8.40486e-05
M87-20,mox43,6,Sr90,0.00010341
M87-20,mox43,7,Sr90,0.000129209
M87-20,mox43,8,Sr90,0.000161413
M87-20,mox43,9,Sr90,0.000193568
M87-20,mox43,10,Sr90,0.000257743
M87-20,mox43,11,Sr90,0.000321752
M87-20,mox43,12,Sr90,0.000385574
M87-20,mox43,13,Sr90,0.000449218
M87-20,mox43,14,Sr90,0.000512714
M87-20,mox43,15,Sr90,0.000639121
M87-20,mox43,16,Sr90,0.00076493
M87-20,mox43,17,Sr90,0.000890018
M87-20,mox43,18,Sr90,0.00101447
M87-20,mox43,19,Sr90,0.00113836
M87-20,mox43,20,Sr90,0.00126163
M87-20,mox43,21,Sr90,0.0015066
M87-20,mox43,22,Sr90,0.00174937
M87-20,mox43,23,Sr90,0.00210973
M87-20,mox43,24,Sr90,0.00258364
M87-20,mox43,25,Sr90,0.0030515
M87-20,mox43,0,I129,0.0
M87-20,mox43,1,I129,4.51184e-06
M87-20,mox43,2,I129,2.00411e-05
M87-20,mox43,3,I129,3.55634e-05
M87-20,mox43,4,I129,5.10789e-05
M87-20,mox43,5,I129,6.6584e-05
M87-20,mox43,6,I129,8.20833e-05
M87-20,mox43,7,I129,0.000102742
M87-20,mox43,8,I129,0.000128539
M87-20,mox43,9,I129,0.000154301
M87-20,mox43,10,I129,0.000205741
M87-20,mox43,11,I129,0.000257072
M87-20,mox43,12,I129,0.000308277
M87-20,mox43,13,I129,0.000359363
M87-20,mox43,14,I129,0.000410355
M87-20,mox43,15,I129,0.000511941
M87-20,mox43,16,I129,0.000613135
M87-20,mox43,17,I129,0.000713841
M87-20,mox43,18,I129,0.00081412
M87-20,mox43,19,I129,0.000914048
M87-20,mox43,20,I129,0.00101357
M87-20,mox43,21,I129,0.00121165
M87-20,mox43,22,I129,0.00140834
M87-20,mox43,23,I129,0.0017011
M87-20,mox43,24,I129,0.00208751
M87-20,mox43,25,I129,0.00247063
M87-20,mox43,0,Nd143,0.0
M87-20,mox43,1,Nd143,4.2487e-07
M87-20,mox43,2,Nd143,1.30505e-05
M87-20,mox43,3,Nd143,4.15579e-05
M87-20,mox43,4,Nd143,8.09759e-05
M87-20,mox43,5,Nd143,0.000127676
M87-20,mox43,6,Nd143,0.000179218
M87-20,mox43,7,Nd143,0.000252741
M87-20,mox43,8,Nd143,0.000349113
M87-20,mox43,9,Nd143,0.000448006
M87-20,mox43,10,Nd143,0.00064855
M87-20,mox43,11,Nd143,0.000849446
M87-20,mox43,12,Nd143,0.00104946
M87-20,mox43,13,Nd143,0.00124825
M87-20,mox43,14,Nd143,0.00144575
M87-20,mox43,15,Nd143,0.00183705
M87-20,mox43,16,Nd143,0.00222257
M87-20,mox43,17,Nd143,0.00260246
M87-20,mox43,18,Nd143,0.00297665
M87-20,mox43,19,Nd143,0.00334526
M87-20,mox43,20,Nd143,0.0037081
M87-20,mox43,21,Nd143,0.00441773
M87-20,mox43,22,Nd143,0.00510246
M87-20,mox43,23,Nd143,0.00608501
M87-20,mox43,24,Nd143,0.00730688
M87-20,mox43,25,Nd143,0.00842549
M87-20,mox43,0,Nd145,0.0
M87-20,mox43,1,Nd145,1.25403e-05
M87-20,mox43,2,Nd145,5.61901e-05
M87-20,mox43,3,Nd145,9.97888e-05
M87-20,mox43,4,Nd145,0.000143338
M87-20,mox43,5,Nd145,0.000186826
M87-20,mox43,6,Nd145,0.000230268
M87-20,mox43,7,Nd145,0.000288122
M87-20,mox43,8,Nd145,0.00036029
M87-20,mox43,9,Nd145,0.000432282
M87-20,mox43,10,Nd145,0.000575798
M87-20,mox43,11,Nd145,0.000718698
M87-20,mox43,12,Nd145,0.000860928
M87-20,mox43,13,Nd145,0.00100252
M87-20,mox43,14,Nd145,0.00114353
M87-20,mox43,15,Nd145,0.00142347
M87-20,mox43,16,Nd145,0.00170098
M87-20,mox43,17,Nd145,0.0019758
M87-20,mox43,18,Nd145,0.00224802
M87-20,mox43,19,Nd145,0.00251789
M87-20,mox43,20,Nd145,0.00278512
M87-20,mox43,21,Nd145,0.00331213
M87-20,mox43,22,Nd145,0.0038293
M87-20,mox43,23,Nd145,0.00458543
M87-20,mox43,24,Nd145,0.00555788
M87-20,mox43,25,Nd145,0.00649155
M87-20,mox43,0,lost,0.0
M87-20,mox43,1,lost,0.0
M87-20,mox43,2,lost,0.0
M87-20,mox43,3,lost,0.0
M87-20,mox43,4,lost,0.0
M87-20,mox43,5,lost,0.0
M87-20,mox43,6,lost,0.0
M87-20,mox43,7,lost,0.0
M87-20,mox43,8,lost,0.0
M87-20,mox43,9,lost,0.0
M87-20,mox43,10,lost,0.0
M87-20,mox43,11,lost,0.0
M87-20,mox43,12,lost,0.0
M87-20,mox43,13,lost,0.0
M87-20,mox43,14,lost,0.0
M87-20,mox43,15,lost,0.0
M87-20,mox43,16,lost,0.0
M87-20,mox43,17,lost,0.0
M87-20,mox43,18,lost,0.0
M87-20,mox43,19,lost,0.0
M87-20,mox43,20,lost,0.0
M87-20,mox43,21,lost,0.0
M87-20,mox43,22,lost,0.0
M87-20,mox43,23,lost,0.0
M87-20,mox43,24,lost,0.0
M87-20,mox43,25,lost,0.0
M87-20,mox43,0,total,10.4
M87-20,mox43,1,total,10.4
M87-20,mox43,2,total,10.4
M87-20,mox43,3,total,10.4
M87-20,mox43,4,total,10.4
M87-20,mox43,5,total,10.4
M87-20,mox43,6,total,10.4
M87-20,mox43,7,total,10.4
M87-20,mox43,8,total,10.4
M87-20,mox43,9,total,10.3999
M87-20,mox43,10,total,10.3999
M87-20,mox43,11,total,10.3999
M87-20,mox43,12,total,10.3999
M87-20,mox43,13,total,10.3999
M87-20,mox43,14,total,10.3999
M87-20,mox43,15,total,10.3998
M87-20,mox43,16,total,10.3998
M87-20,mox43,17,total,10.3998
M87-20,mox43,18,total,10.3997
M87-20,mox43,19,total,10.3997
M87-20,mox43,20,total,10.3997
M87-20,mox43,21,total,10.3996
M87-20,mox43,22,total,10.3996
M87-20,mox43,23,total,10.3995
M87-20,mox43,24,total,10.3995
M87-20,mox43,25,total,10.3994
M87-20,mox70,0,Th232,0.0
M87-20,mox70,1,Th232,7.63472e-16
M87-20,mox70,2,Th232,1.22239e-14
M87-20,mox70,3,Th232,3.741e-14
M87-20,mox70,4,Th232,7.62695e-14
M87-20,mox70,5,Th232,1.28742e-13
M87-20,mox70,6,Th232,1.94769e-13
M87-20,mox70,7,Th232,3.03788e-13
M87-20,mox70,8,Th232,4.73569e-13
M87-20,mox70,9,Th232,6.8032e-13
M87-20,mox70,10,Th232,1.20362e-12
M87-20,mox70,11,Th232,1.87126e-12
M87-20,mox70,12,Th232,2.68096e-12
M87-20,mox70,13,Th232,3.63038e-12
M87-20,mox70,14,Th232,4.71719e-12
M87-20,mox70,15,Th232,7.29417e-12
M87-20,mox70,16,Th232,1.03929e-11
M87-20,mox70,17,Th232,1.39948e-11
M87-20,mox70,18,Th232,1.80818e-11
M87-20,mox70,19,Th232,2.26361e-11
M87-20,mox70,20,Th232,2.76395e-11
M87-20,mox70,21,Th232,3.89258e-11
M87-20,mox70,22,Th232,5.17977e-11
M87-20,mox70,23,Th232,7.37815e-11
M87-20,mox70,24,Th232,1.07374e-10
M87-20,mox70,25,Th232,1.44882e-10
M87-20,mox70,0,Th233,0.0
M87-20,mox70,1,Th233,5.07234e-20
M87-20,mox70,2,Th233,2.01139e-19
M87-20,mox70,3,Th233,3.46446e-19
M87-20,mox70,4,Th233,4.93927e-19
M87-20,mox70,5,Th233,6.46424e-19
M87-20,mox70,6,Th233,8.08651e-19
M87-20,mox70,7,Th233,1.04169e-18
M87-20,mox70,8,Th233,1.37006e-18
M87-20,mox70,9,Th233,1.74674e-18
M87-20,mox70,10,Th233,2.64735e-18
M87-20,mox70,11,Th233,3.78109e-18
M87-20,mox70,12,Th233,5.14107e-18
M87-20,mox70,13,Th233,6.74793e-18
M87-20,mox70,14,Th233,8.60019e-18
M87-20,mox70,15,Th233,1.30254e-17
M87-20,mox70,16,Th233,1.84233e-17
M87-20,mox70,17,Th233,2.48301e-17
M87-20,mox70,18,Th233,3.21619e-17
M87-20,mox70,19,Th233,4.04178e-17
M87-20,mox70,20,Th233,4.96745e-17
M87-20,mox70,21,Th233,7.07756e-17
M87-20,mox70,22,Th233,9.54574e-17
M87-20,mox70,23,Th233,1.38977e-16
M87-20,mox70,24,Th233,2.08588e-16
M87-20,mox70,25,Th233,2.91088e-16
M87-20,mox70,0,Pa233,0.0
M87-20,mox70,1,Pa233,4.63475e-16
M87-20,mox70,2,Pa233,2.03957e-14
M87-20,mox70,3,Pa233,8.63411e-14
M87-20,mox70,4,Pa233,2.04564e-13
M87-20,mox70,5,Pa233,3.7203e-13
M87-20,mox70,6,Pa233,5.82587e-13
M87-20,mox70,7,Pa233,9.18986e-13
M87-20,mox70,8,Pa233,1.40924e-12
M87-20,mox70,9,Pa233,1.95661e-12
M87-20,mox70,10,Pa233,3.16202e-12
