case,material,step,isotope,mdens_g_per_cm3
M70-25,mox87,9,Am243,0.00144972
M70-25,mox87,10,Am243,0.00191617
M70-25,mox87,11,Am243,0.00237382
M70-25,mox87,12,Am243,0.00282112
M70-25,mox87,13,Am243,0.00325951
M70-25,mox87,14,Am243,0.00369019
M70-25,mox87,15,Am243,0.00452489
M70-25,mox87,16,Am243,0.00533054
M70-25,mox87,17,Am243,0.00610474
M70-25,mox87,18,Am243,0.00685006
M70-25,mox87,19,Am243,0.00757039
M70-25,mox87,20,Am243,0.00826654
M70-25,mox87,21,Am243,0.00959791
M70-25,mox87,22,Am243,0.01085
M70-25,mox87,23,Am243,0.0125982
M70-25,mox87,24,Am243,0.0147204
M70-25,mox87,25,Am243,0.0166404
M70-25,mox87,0,Xe135,0.0
M70-25,mox87,1,Xe135,6.02546e-06
M70-25,mox87,2,Xe135,6.09201e-06
M70-25,mox87,3,Xe135,6.09547e-06
M70-25,mox87,4,Xe135,6.09511e-06
M70-25,mox87,5,Xe135,6.09065e-06
M70-25,mox87,6,Xe135,6.08292e-06
M70-25,mox87,7,Xe135,6.0754e-06
M70-25,mox87,8,Xe135,6.06076e-06
M70-25,mox87,9,Xe135,6.04853e-06
M70-25,mox87,10,Xe135,6.01695e-06
M70-25,mox87,11,Xe135,5.98883e-06
M70-25,mox87,12,Xe135,5.96238e-06
M70-25,mox87,13,Xe135,5.93503e-06
M70-25,mox87,14,Xe135,5.90647e-06
M70-25,mox87,15,Xe135,5.83117e-06
M70-25,mox87,16,Xe135,5.77184e-06
M70-25,mox87,17,Xe135,5.71506e-06
M70-25,mox87,18,Xe135,5.65524e-06
M70-25,mox87,19,Xe135,5.59697e-06
M70-25,mox87,20,Xe135,5.53656e-06
M70-25,mox87,21,Xe135,5.38676e-06
M70-25,mox87,22,Xe135,5.26634e-06
M70-25,mox87,23,Xe135,5.05858e-06
M70-25,mox87,24,Xe135,4.79483e-06
M70-25,mox87,25,Xe135,4.55505e-06
M70-25,mox87,0,Sm149,0.0
M70-25,mox87,1,Sm149,2.40744e-06
M70-25,mox87,2,Sm149,2.06231e-05
M70-25,mox87,3,Sm149,3.82641e-05
M70-25,mox87,4,Sm149,5.24372e-05
M70-25,mox87,5,Sm149,6.36115e-05
M70-25,mox87,6,Sm149,7.24094e-05
M70-25,mox87,7,Sm149,8.13006e-05
M70-25,mox87,8,Sm149,8.91056e-05
M70-25,mox87,9,Sm149,9.43529e-05
M70-25,mox87,10,Sm149,0.000100303
M70-25,mox87,11,Sm149,0.000103019
M70-25,mox87,12,Sm149,0.00010436
M70-25,mox87,13,Sm149,0.000104954
M70-25,mox87,14,Sm149,0.000105228
M70-25,mox87,15,Sm149,0.0001053
M70-25,mox87,16,Sm149,0.000104939
M70-25,mox87,17,Sm149,0.000104466
M70-25,mox87,18,Sm149,0.000103753
M70-25,mox87,19,Sm149,0.000102907
M70-25,mox87,20,Sm149,0.000101991
M70-25,mox87,21,Sm149,0.000100017
M70-25,mox87,22,Sm149,9.75711e-05
M70-25,mox87,23,Sm149,9.39099e-05
M70-25,mox87,24,Sm149,8.86516e-05
M70-25,mox87,25,Sm149,8.30619e-05
M70-25,mox87,0,Cs137,0.0
M70-25,mox87,1,Cs137,3.9281e-05
M70-25,mox87,2,Cs137,0.000157297
M70-25,mox87,3,Cs137,0.000275356
M70-25,mox87,4,Cs137,0.000393391
M70-25,mox87,5,Cs137,0.000511372
M70-25,mox87,6,Cs137,0.000629213
M70-25,mox87,7,Cs137,0.000786316
M70-25,mox87,8,Cs137,0.00098238
M70-25,mox87,9,Cs137,0.00117823
M70-25,mox87,10,Cs137,0.00156943
M70-25,mox87,11,Cs137,0.00195965
M70-25,mox87,12,Cs137,0.00234883
M70-25,mox87,13,Cs137,0.00273721
M70-25,mox87,14,Cs137,0.00312469
M70-25,mox87,15,Cs137,0.0038965
M70-25,mox87,16,Cs137,0.0046646
M70-25,mox87,17,Cs137,0.00542907
M70-25,mox87,18,Cs137,0.00618997
M70-25,mox87,19,Cs137,0.00694782
M70-25,mox87,20,Cs137,0.00770175
M70-25,mox87,21,Cs137,0.00919757
M70-25,mox87,22,Cs137,0.0106804
M70-25,mox87,23,Cs137,0.0128759
M70-25,mox87,24,Cs137,0.0157527
M70-25,mox87,25,Cs137,0.018573
M70-25,mox87,0,Sr90,0.0
M70-25,mox87,1,Sr90,8.46257e-06
M70-25,mox87,2,Sr90,3.38902e-05
M70-25,mox87,3,Sr90,5.93214e-05
M70-25,mox87,4,Sr90,8.47425e-05
M70-25,mox87,5,Sr90,0.000110145
M70-25,mox87,6,Sr90,0.000135512
M70-25,mox87,7,Sr90,0.00016932
M70-25,mox87,8,Sr90,0.000211499
M70-25,mox87,9,Sr90,0.000253614
M70-25,mox87,10,Sr90,0.000337669
M70-25,mox87,11,Sr90,0.000421442
M70-25,mox87,12,Sr90,0.000504916
M70-25,mox87,13,Sr90,0.000588135
M70-25,mox87,14,Sr90,0.000671085
M70-25,mox87,15,Sr90,0.000836077
M70-25,mox87,16,Sr90,0.000999971
M70-25,mox87,17,Sr90,0.00116278
M70-25,mox87,18,Sr90,0.00132453
M70-25,mox87,19,Sr90,0.00148532
M70-25,mox87,20,Sr90,0.00164498
M70-25,mox87,21,Sr90,0.00196083
M70-25,mox87,22,Sr90,0.00227273
M70-25,mox87,23,Sr90,0.00273236
M70-25,mox87,24,Sr90,0.0033306
M70-25,mox87,25,Sr90,0.00391275
M70-25,mox87,0,I129,0.0
M70-25,mox87,1,I129,6.18764e-06
M70-25,mox87,2,I129,2.75105e-05
M70-25,mox87,3,I129,4.88416e-05
M70-25,mox87,4,I129,7.01704e-05
M70-25,mox87,5,I129,9.14898e-05
M70-25,mox87,6,I129,0.000112784
M70-25,mox87,7,I129,0.000141171
M70-25,mox87,8,I129,0.000176596
M70-25,mox87,9,I129,0.000211977
M70-25,mox87,10,I129,0.000282626
M70-25,mox87,11,I129,0.000353065
M70-25,mox87,12,I129,0.000423282
M70-25,mox87,13,I129,0.000493312
M70-25,mox87,14,I129,0.000563139
M70-25,mox87,15,I129,0.000702106
M70-25,mox87,16,I129,0.000840225
M70-25,mox87,17,I129,0.000977511
M70-25,mox87,18,I129,0.00111398
M70-25,mox87,19,I129,0.0012497
M70-25,mox87,20,I129,0.00138453
M70-25,mox87,21,I129,0.00165146
M70-25,mox87,22,I129,0.00191526
M70-25,mox87,23,I129,0.00230431
M70-25,mox87,24,I129,0.00281115
M70-25,mox87,25,I129,0.00330474
M70-25,mox87,0,Nd143,0.0
M70-25,mox87,1,Nd143,5.75782e-07
M70-25,mox87,2,Nd143,1.77012e-05
M70-25,mox87,3,Nd143,5.63997e-05
M70-25,mox87,4,Nd143,0.000109946
M70-25,mox87,5,Nd143,0.00017342
M70-25,mox87,6,Nd143,0.000243503
M70-25,mox87,7,Nd143,0.000343499
M70-25,mox87,8,Nd143,0.000474609
M70-25,mox87,9,Nd143,0.000609188
M70-25,mox87,10,Nd143,0.000882317
M70-25,mox87,11,Nd143,0.00115615
M70-25,mox87,12,Nd143,0.00142894
M70-25,mox87,13,Nd143,0.00170027
M70-25,mox87,14,Nd143,0.00197004
M70-25,mox87,15,Nd143,0.00250509
M70-25,mox87,16,Nd143,0.00303286
M70-25,mox87,17,Nd143,0.00355379
M70-25,mox87,18,Nd143,0.00406781
M70-25,mox87,19,Nd143,0.00457507
M70-25,mox87,20,Nd143,0.00507517
M70-25,mox87,21,Nd143,0.00605459
M70-25,mox87,22,Nd143,0.00700255
M70-25,mox87,23,Nd143,0.00836711
M70-25,mox87,24,Nd143,0.0100699
M70-25,mox87,25,Nd143,0.0116316
M70-25,mox87,0,Nd145,0.0
M70-25,mox87,1,Nd145,1.69549e-05
M70-25,mox87,2,Nd145,7.60358e-05
M70-25,mox87,3,Nd145,0.000135092
M70-25,mox87,4,Nd145,0.000194093
M70-25,mox87,5,Nd145,0.000253022
M70-25,mox87,6,Nd145,0.000311839
M70-25,mox87,7,Nd145,0.000390176
M70-25,mox87,8,Nd145,0.000487831
M70-25,mox87,9,Nd145,0.000585254
M70-25,mox87,10,Nd145,0.000779442
M70-25,mox87,11,Nd145,0.000972627
M70-25,mox87,12,Nd145,0.00116478
M70-25,mox87,13,Nd145,0.00135599
M70-25,mox87,14,Nd145,0.00154623
M70-25,mox87,15,Nd145,0.00192361
M70-25,mox87,16,Nd145,0.00229708
M70-25,mox87,17,Nd145,0.00266663
M70-25,mox87,18,Nd145,0.00303232
M70-25,mox87,19,Nd145,0.00339426
M70-25,mox87,20,Nd145,0.00375221
M70-25,mox87,21,Nd145,0.00445571
M70-25,mox87,22,Nd145,0.0051436
M70-25,mox87,23,Nd145,0.0061451
M70-25,mox87,24,Nd145,0.0074235
M70-25,mox87,25,Nd145,0.00863712
M70-25,mox87,0,lost,0.0
M70-25,mox87,1,lost,0.0
M70-25,mox87,2,lost,0.0
M70-25,mox87,3,lost,0.0
M70-25,mox87,4,lost,0.0
M70-25,mox87,5,lost,0.0
M70-25,mox87,6,lost,0.0
M70-25,mox87,7,lost,0.0
M70-25,mox87,8,lost,0.0
M70-25,mox87,9,lost,0.0
M70-25,mox87,10,lost,0.0
M70-25,mox87,11,lost,0.0
M70-25,mox87,12,lost,0.0
M70-25,mox87,13,lost,0.0
M70-25,mox87,14,lost,0.0
M70-25,mox87,15,lost,0.0
M70-25,mox87,16,lost,0.0
M70-25,mox87,17,lost,0.0
M70-25,mox87,18,lost,0.0
M70-25,mox87,19,lost,0.0
M70-25,mox87,20,lost,0.0
M70-25,mox87,21,lost,0.0
M70-25,mox87,22,lost,0.0
M70-25,mox87,23,lost,0.0
M70-25,mox87,24,lost,0.0
M70-25,mox87,25,lost,0.0
M70-25,mox87,0,total,10.43
M70-25,mox87,1,total,10.43
M70-25,mox87,2,total,10.43
M70-25,mox87,3,total,10.43
M70-25,mox87,4,total,10.43
M70-25,mox87,5,total,10.43
M70-25,mox87,6,total,10.4299
M70-25,mox87,7,total,10.4299
M70-25,mox87,8,total,10.4299
M70-25,mox87,9,total,10.4299
M70-25,mox87,10,total,10.4299
M70-25,mox87,11,total,10.4298
M70-25,mox87,12,total,10.4298
M70-25,mox87,13,total,10.4298
M70-25,mox87,14,total,10.4297
M70-25,mox87,15,total,10.4297
M70-25,mox87,16,total,10.4296
M70-25,mox87,17,total,10.4296
M70-25,mox87,18,total,10.4295
M70-25,mox87,19,total,10.4294
M70-25,mox87,20,total,10.4294
M70-25,mox87,21,total,10.4293
M70-25,mox87,22,total,10.4292
M70-25,mox87,23,total,10.4291
M70-25,mox87,24,total,10.4289
M70-25,mox87,25,total,10.4288
M70-30,M70-30,0,Th232,2.79495
M70-30,M70-30,1,Th232,2.79473
M70-30,M70-30,2,Th232,2.79407
M70-30,M70-30,3,Th232,2.7934
M70-30,M70-30,4,Th232,2.79274
M70-30,M70-30,5,Th232,2.79207
M70-30,M70-30,6,Th232,2.7914
M70-30,M70-30,7,Th232,2.7905
M70-30,M70-30,8,Th232,2.78938
M70-30,M70-30,9,Th232,2.78826
M70-30,M70-30,10,Th232,2.786
M70-30,M70-30,11,Th232,2.78373
M70-30,M70-30,12,Th232,2.78145
M70-30,M70-30,13,Th232,2.77916
M70-30,M70-30,14,Th232,2.77686
M70-30,M70-30,15,Th232,2.77223
M70-30,M70-30,16,Th232,2.76757
M70-30,M70-30,17,Th232,2.76286
M70-30,M70-30,18,Th232,2.75811
M70-30,M70-30,19,Th232,2.75332
M70-30,M70-30,20,Th232,2.74849
M70-30,M70-30,21,Th232,2.73872
M70-30,M70-30,22,Th232,2.72879
M70-30,M70-30,23,Th232,2.71361
M70-30,M70-30,24,Th232,2.69282
M70-30,M70-30,25,Th232,2.67141
M70-30,M70-30,0,Th233,0.0
M70-30,M70-30,1,Th233,1.78556e-06
M70-30,M70-30,2,Th233,1.80145e-06
M70-30,M70-30,3,Th233,1.80824e-06
M70-30,M70-30,4,Th233,1.81197e-06
M70-30,M70-30,5,Th233,1.81754e-06
M70-30,M70-30,6,Th233,1.82094e-06
M70-30,M70-30,7,Th233,1.82537e-06
M70-30,M70-30,8,Th233,1.83011e-06
M70-30,M70-30,9,Th233,1.83487e-06
M70-30,M70-30,10,Th233,1.84235e-06
M70-30,M70-30,11,Th233,1.8514e-06
M70-30,M70-30,12,Th233,1.8594e-06
M70-30,M70-30,13,Th233,1.86761e-06
M70-30,M70-30,14,Th233,1.87476e-06
M70-30,M70-30,15,Th233,1.88774e-06
M70-30,M70-30,16,Th233,1.90355e-06
M70-30,M70-30,17,Th233,1.92163e-06
M70-30,M70-30,18,Th233,1.93725e-06
M70-30,M70-30,19,Th233,1.95268e-06
M70-30,M70-30,20,Th233,1.96888e-06
M70-30,M70-30,21,Th233,1.99158e-06
M70-30,M70-30,22,Th233,2.02566e-06
M70-30,M70-30,23,Th233,2.06131e-06
M70-30,M70-30,24,Th233,2.11695e-06
M70-30,M70-30,25,Th233,2.1798e-06
M70-30,M70-30,0,Pa233,0.0
M70-30,M70-30,1,Pa233,0.000203835
M70-30,M70-30,2,Pa233,0.000747808
M70-30,M70-30,3,Pa233,0.00119304
M70-30,M70-30,4,Pa233,0.00155685
M70-30,M70-30,5,Pa233,0.00185495
M70-30,M70-30,6,Pa233,0.00209881
M70-30,M70-30,7,Pa233,0.00235693
M70-30,M70-30,8,Pa233,0.00259692
M70-30,M70-30,9,Pa233,0.00276976
M70-30,M70-30,10,Pa233,0.00298643
M70-30,M70-30,11,Pa233,0.00310353
M70-30,M70-30,12,Pa233,0.00316948
M70-30,M70-30,13,Pa233,0.00320981
M70-30,M70-30,14,Pa233,0.00323635
M70-30,M70-30,15,Pa233,0.00327396
M70-30,M70-30,16,Pa233,0.00330399
M70-30,M70-30,17,Pa233,0.00333502
M70-30,M70-30,18,Pa233,0.00336317
M70-30,M70-30,19,Pa233,0.00339023
M70-30,M70-30,20,Pa233,0.0034181
M70-30,M70-30,21,Pa233,0.0034648
M70-30,M70-30,22,Pa233,0.00352287
M70-30,M70-30,23,Pa233,0.003588
M70-30,M70-30,24,Pa233,0.00368489
M70-30,M70-30,25,Pa233,0.00379298
M70-30,M70-30,0,Pa234,0.0
M70-30,M70-30,1,Pa234,1.94886e-08
M70-30,M70-30,2,Pa234,8.21584e-08
M70-30,M70-30,3,Pa234,1.33232e-07
M70-30,M70-30,4,Pa234,1.75272e-07
M70-30,M70-30,5,Pa234,2.09634e-07
M70-30,M70-30,6,Pa234,2.38038e-07
M70-30,M70-30,7,Pa234,2.67969e-07
M70-30,M70-30,8,Pa234,2.95583e-07
M70-30,M70-30,9,Pa234,3.15593e-07
M70-30,M70-30,10,Pa234,3.40678e-07
M70-30,M70-30,11,Pa234,3.54288e-07
M70-30,M70-30,12,Pa234,3.62176e-07
M70-30,M70-30,13,Pa234,3.66966e-07
M70-30,M70-30,14,Pa234,3.69847e-07
M70-30,M70-30,15,Pa234,3.74687e-07
M70-30,M70-30,16,Pa234,3.78625e-07
M70-30,M70-30,17,Pa234,3.82924e-07
M70-30,M70-30,18,Pa234,3.86379e-07
M70-30,M70-30,19,Pa234,3.90443e-07
M70-30,M70-30,20,Pa234,3.94196e-07
M70-30,M70-30,21,Pa234,4.01531e-07
M70-30,M70-30,22,Pa234,4.11243e-07
M70-30,M70-30,23,Pa234,4.21659e-07
M70-30,M70-30,24,Pa234,4.38717e-07
M70-30,M70-30,25,Pa234,4.59227e-07
M70-30,M70-30,0,U233,0.0
M70-30,M70-30,1,U233,6.83482e-06
M70-30,M70-30,2,U233,0.000103922
M70-30,M70-30,3,U233,0.000298999
M70-30,M70-30,4,U233,0.000573462
M70-30,M70-30,5,U233,0.00091212
M70-30,M70-30,6,U233,0.00130259
M70-30,M70-30,7,U233,0.0018866
M70-30,M70-30,8,U233,0.00269258
M70-30,M70-30,9,U233,0.00355775
M70-30,M70-30,10,U233,0.00539348
M70-30,M70-30,11,U233,0.00729519
M70-30,M70-30,12,U233,0.00921304
M70-30,M70-30,13,U233,0.0111218
M70-30,M70-30,14,U233,0.0130089
M70-30,M70-30,15,U233,0.0167001
M70-30,M70-30,16,U233,0.0202641
M70-30,M70-30,17,U233,0.0236999
M70-30,M70-30,18,U233,0.0270083
M70-30,M70-30,19,U233,0.0301899
M70-30,M70-30,20,U233,0.0332475
M70-30,M70-30,21,U233,0.0390096
M70-30,M70-30,22,U233,0.0443023
M70-30,M70-30,23,U233,0.0514135
M70-30,M70-30,24,U233,0.0594447
M70-30,M70-30,25,U233,0.0659308
M70-30,M70-30,0,U234,0.0
M70-30,M70-30,1,U234,7.91288e-07
M70-30,M70-30,2,U234,4.92162e-06
M70-30,M70-30,3,U234,1.13924e-05
M70-30,M70-30,4,U234,1.98769e-05
M70-30,M70-30,5,U234,3.00964e-05
M70-30,M70-30,6,U234,4.18348e-05
M70-30,M70-30,7,U234,5.95265e-05
M70-30,M70-30,8,U234,8.44319e-05
M70-30,M70-30,9,U234,0.000111969
M70-30,M70-30,10,U234,0.000173593
M70-30,M70-30,11,U234,0.000242479
M70-30,M70-30,12,U234,0.000317631
M70-30,M70-30,13,U234,0.000398462
M70-30,M70-30,14,U234,0.000484556
M70-30,M70-30,15,U234,0.000671969
M70-30,M70-30,16,U234,0.000878374
M70-30,M70-30,17,U234,0.00110308
M70-30,M70-30,18,U234,0.00134504
M70-30,M70-30,19,U234,0.00160335
M70-30,M70-30,20,U234,0.00187725
M70-30,M70-30,21,U234,0.00246959
M70-30,M70-30,22,U234,0.00311571
M70-30,M70-30,23,U234,0.00417373
M70-30,M70-30,24,U234,0.00572075
M70-30,M70-30,25,U234,0.00738798
M70-30,M70-30,0,U235,0.020631
M70-30,M70-30,1,U235,0.020602
M70-30,M70-30,2,U235,0.020515
M70-30,M70-30,3,U235,0.0204281
M70-30,M70-30,4,U235,0.0203415
M70-30,M70-30,5,U235,0.020255
M70-30,M70-30,6,U235,0.0201687
M70-30,M70-30,7,U235,0.020054
M70-30,M70-30,8,U235,0.0199111
M70-30,M70-30,9,U235,0.0197689
M70-30,M70-30,10,U235,0.0194867
M70-30,M70-30,11,U235,0.0192071
M70-30,M70-30,12,U235,0.0189306
M70-30,M70-30,13,U235,0.018657
M70-30,M70-30,14,U235,0.0183865
M70-30,M70-30,15,U235,0.017855
M70-30,M70-30,16,U235,0.0173362
M70-30,M70-30,17,U235,0.0168305
M70-30,M70-30,18,U235,0.016338
M70-30,M70-30,19,U235,0.0158592
M70-30,M70-30,20,U235,0.0153946
M70-30,M70-30,21,U235,0.0145072
M70-30,M70-30,22,U235,0.0136775
M70-30,M70-30,23,U235,0.0125426
M70-30,M70-30,24,U235,0.0112381
M70-30,M70-30,25,U235,0.0101701
M70-30,M70-30,0,U236,0.0
M70-30,M70-30,1,U236,7.26802e-06
M70-30,M70-30,2,U236,2.91241e-05
M70-30,M70-30,3,U236,5.09027e-05
M70-30,M70-30,4,U236,7.26089e-05
M70-30,M70-30,5,U236,9.42385e-05
M70-30,M70-30,6,U236,0.000115781
M70-30,M70-30,7,U236,0.000144387
M70-30,M70-30,8,U236,0.000179935
M70-30,M70-30,9,U236,0.000215213
M70-30,M70-30,10,U236,0.000284997
M70-30,M70-30,11,U236,0.000353823
M70-30,M70-30,12,U236,0.000421592
M70-30,M70-30,13,U236,0.000488402
M70-30,M70-30,14,U236,0.000554214
M70-30,M70-30,15,U236,0.000682865
M70-30,M70-30,16,U236,0.00080769
M70-30,M70-30,17,U236,0.000928713
M70-30,M70-30,18,U236,0.0010461
M70-30,M70-30,19,U236,0.0011599
M70-30,M70-30,20,U236,0.00127011
M70-30,M70-30,21,U236,0.00148027
M70-30,M70-30,22,U236,0.00167732
M70-30,M70-30,23,U236,0.00194993
M70-30,M70-30,24,U236,0.00227383
M70-30,M70-30,25,U236,0.00255871
M70-30,M70-30,0,U237,0.0
M70-30,M70-30,1,U237,2.39841e-06
M70-30,M70-30,2,U237,6.79958e-06
M70-30,M70-30,3,U237,8.83063e-06
M70-30,M70-30,4,U237,9.77468e-06
M70-30,M70-30,5,U237,1.01981e-05
M70-30,M70-30,6,U237,1.0442e-05
M70-30,M70-30,7,U237,1.06357e-05
M70-30,M70-30,8,U237,1.07918e-05
M70-30,M70-30,9,U237,1.08988e-05
M70-30,M70-30,10,U237,1.10795e-05
M70-30,M70-30,11,U237,1.12815e-05
M70-30,M70-30,12,U237,1.14423e-05
M70-30,M70-30,13,U237,1.16563e-05
M70-30,M70-30,14,U237,1.1838e-05
M70-30,M70-30,15,U237,1.2112e-05
M70-30,M70-30,16,U237,1.24691e-05
M70-30,M70-30,17,U237,1.27852e-05
M70-30,M70-30,18,U237,1.30713e-05
M70-30,M70-30,19,U237,1.33977e-05
M70-30,M70-30,20,U237,1.36672e-05
M70-30,M70-30,21,U237,1.4161e-05
M70-30,M70-30,22,U237,1.47024e-05
M70-30,M70-30,23,U237,1.54197e-05
M70-30,M70-30,24,U237,1.62748e-05
M70-30,M70-30,25,U237,1.7097e-05
M70-30,M70-30,0,U238,5.71086
M70-30,M70-30,1,U238,5.71045
M70-30,M70-30,2,U238,5.70919
M70-30,M70-30,3,U238,5.70792
M70-30,M70-30,4,U238,5.70666
M70-30,M70-30,5,U238,5.70539
M70-30,M70-30,6,U238,5.70411
M70-30,M70-30,7,U238,5.70241
M70-30,M70-30,8,U238,5.70028
M70-30,M70-30,9,U238,5.69815
M70-30,M70-30,10,U238,5.69387
M70-30,M70-30,11,U238,5.68956
M70-30,M70-30,12,U238,5.68525
M70-30,M70-30,13,U238,5.68091
M70-30,M70-30,14,U238,5.67656
M70-30,M70-30,15,U238,5.66781
M70-30,M70-30,16,U238,5.659
M70-30,M70-30,17,U238,5.65013
M70-30,M70-30,18,U238,5.6412
M70-30,M70-30,19,U238,5.63221
M70-30,M70-30,20,U238,5.62315
M70-30,M70-30,21,U238,5.60487
M70-30,M70-30,22,U238,5.58634
M70-30,M70-30,23,U238,5.5581
M70-30,M70-30,24,U238,5.51964
M70-30,M70-30,25,U238,5.48025
M70-30,M70-30,0,Np237,0.0
M70-30,M70-30,1,Np237,4.12619e-07
M70-30,M70-30,2,Np237,4.55818e-06
M70-30,M70-30,3,Np237,1.11325e-05
M70-30,M70-30,4,Np237,1.8809e-05
M70-30,M70-30,5,Np237,2.69693e-05
M70-30,M70-30,6,Np237,3.5349e-05
M70-30,M70-30,7,Np237,4.66926e-05
M70-30,M70-30,8,Np237,6.10011e-05
M70-30,M70-30,9,Np237,7.53655e-05
M70-30,M70-30,10,Np237,0.000104143
M70-30,M70-30,11,Np237,0.000132984
M70-30,M70-30,12,Np237,0.000161825
M70-30,M70-30,13,Np237,0.000190728
M70-30,M70-30,14,Np237,0.000219669
M70-30,M70-30,15,Np237,0.000277301
M70-30,M70-30,16,Np237,0.000334847
M70-30,M70-30,17,Np237,0.000392181
M70-30,M70-30,18,Np237,0.000449105
M70-30,M70-30,19,Np237,0.000505746
M70-30,M70-30,20,Np237,0.000561876
M70-30,M70-30,21,Np237,0.000672285
M70-30,M70-30,22,Np237,0.000780242
M70-30,M70-30,23,Np237,0.000936989
M70-30,M70-30,24,Np237,0.00113361
M70-30,M70-30,25,Np237,0.0013146
M70-30,M70-30,0,Np239,0.0
M70-30,M70-30,1,Np239,0.000254574
M70-30,M70-30,2,Np239,0.000460471
M70-30,M70-30,3,Np239,0.000482147
M70-30,M70-30,4,Np239,0.00048565
M70-30,M70-30,5,Np239,0.00048704
M70-30,M70-30,6,Np239,0.000487887
M70-30,M70-30,7,Np239,0.000489055
M70-30,M70-30,8,Np239,0.000490323
M70-30,M70-30,9,Np239,0.000491441
M70-30,M70-30,10,Np239,0.000492762
M70-30,M70-30,11,Np239,0.000495016
M70-30,M70-30,12,Np239,0.000496886
M70-30,M70-30,13,Np239,0.000498842
M70-30,M70-30,14,Np239,0.000500652
M70-30,M70-30,15,Np239,0.000503056
M70-30,M70-30,16,Np239,0.000507005
M70-30,M70-30,17,Np239,0.000510423
M70-30,M70-30,18,Np239,0.000514331
M70-30,M70-30,19,Np239,0.000517474
M70-30,M70-30,20,Np239,0.000521142
M70-30,M70-30,21,Np239,0.000526109
M70-30,M70-30,22,Np239,0.000533332
M70-30,M70-30,23,Np239,0.000541581
M70-30,M70-30,24,Np239,0.000553091
M70-30,M70-30,25,Np239,0.000566976
M70-30,M70-30,0,Pu238,0.0117461
M70-30,M70-30,1,Pu238,0.0117354
M70-30,M70-30,2,Pu238,0.0117043
M70-30,M70-30,3,Pu238,0.0116747
M70-30,M70-30,4,Pu238,0.0116467
M70-30,M70-30,5,Pu238,0.0116201
M70-30,M70-30,6,Pu238,0.011595
M70-30,M70-30,7,Pu238,0.0115637
M70-30,M70-30,8,Pu238,0.0115278
M70-30,M70-30,9,Pu238,0.0114955
M70-30,M70-30,10,Pu238,0.0114407
M70-30,M70-30,11,Pu238,0.0113979
M70-30,M70-30,12,Pu238,0.0113658
M70-30,M70-30,13,Pu238,0.0113434
M70-30,M70-30,14,Pu238,0.0113298
M70-30,M70-30,15,Pu238,0.0113251
M70-30,M70-30,16,Pu238,0.011346
M70-30,M70-30,17,Pu238,0.0113876
M70-30,M70-30,18,Pu238,0.0114463
M70-30,M70-30,19,Pu238,0.0115189
M70-30,M70-30,20,Pu238,0.0116031
M70-30,M70-30,21,Pu238,0.0117984
M70-30,M70-30,22,Pu238,0.012019
M70-30,M70-30,23,Pu238,0.0123794
M70-30,M70-30,24,Pu238,0.0128809
M70-30,M70-30,25,Pu238,0.013364
M70-30,M70-30,0,Pu239,0.371837
M70-30,M70-30,1,Pu239,0.370835
M70-30,M70-30,2,Pu239,0.368413
M70-30,M70-30,3,Pu239,0.366186
M70-30,M70-30,4,Pu239,0.363988
M70-30,M70-30,5,Pu239,0.361803
M70-30,M70-30,6,Pu239,0.359629
M70-30,M70-30,7,Pu239,0.356748
M70-30,M70-30,8,Pu239,0.353173
M70-30,M70-30,9,Pu239,0.349628
M70-30,M70-30,10,Pu239,0.342624
M70-30,M70-30,11,Pu239,0.335741
M70-30,M70-30,12,Pu239,0.328974
M70-30,M70-30,13,Pu239,0.322324
M70-30,M70-30,14,Pu239,0.315788
M70-30,M70-30,15,Pu239,0.303068
M70-30,M70-30,16,Pu239,0.290799
M70-30,M70-30,17,Pu239,0.278978
M70-30,M70-30,18,Pu239,0.267606
M70-30,M70-30,19,Pu239,0.256662
M70-30,M70-30,20,Pu239,0.246154
M70-30,M70-30,21,Pu239,0.226404
M70-30,M70-30,22,Pu239,0.208313
M70-30,M70-30,23,Pu239,0.184118
M70-30,M70-30,24,Pu239,0.156998
M70-30,M70-30,25,Pu239,0.135171
M70-30,M70-30,0,Pu240,0.144423
M70-30,M70-30,1,Pu240,0.144483
M70-30,M70-30,2,Pu240,0.144654
M70-30,M70-30,3,Pu240,0.14482
M70-30,M70-30,4,Pu240,0.144982
M70-30,M70-30,5,Pu240,0.145139
M70-30,M70-30,6,Pu240,0.14529
M70-30,M70-30,7,Pu240,0.145484
M70-30,M70-30,8,Pu240,0.145713
M70-30,M70-30,9,Pu240,0.145931
M70-30,M70-30,10,Pu240,0.146328
M70-30,M70-30,11,Pu240,0.146675
M70-30,M70-30,12,Pu240,0.146974
M70-30,M70-30,13,Pu240,0.147224
M70-30,M70-30,14,Pu240,0.147427
M70-30,M70-30,15,Pu240,0.147691
M70-30,M70-30,16,Pu240,0.147777
M70-30,M70-30,17,Pu240,0.147687
M70-30,M70-30,18,Pu240,0.147415
M70-30,M70-30,19,Pu240,0.146981
M70-30,M70-30,20,Pu240,0.146383
M70-30,M70-30,21,Pu240,0.144713
M70-30,M70-30,22,Pu240,0.142463
M70-30,M70-30,23,Pu240,0.13811
M70-30,M70-30,24,Pu240,0.130767
M70-30,M70-30,25,Pu240,0.122093
M70-30,M70-30,0,Pu241,0.07099
