case,material,step,isotope,adens_atoms_per_barn_cm
M43-15,mox70,25,U236,6.402e-06
M43-15,mox70,0,U237,0.0
M43-15,mox70,1,U237,8.96004e-09
M43-15,mox70,2,U237,2.53836e-08
M43-15,mox70,3,U237,3.28558e-08
M43-15,mox70,4,U237,3.62674e-08
M43-15,mox70,5,U237,3.7919e-08
M43-15,mox70,6,U237,3.8765e-08
M43-15,mox70,7,U237,3.93509e-08
M43-15,mox70,8,U237,3.98273e-08
M43-15,mox70,9,U237,4.01503e-08
M43-15,mox70,10,U237,4.0816e-08
M43-15,mox70,11,U237,4.13145e-08
M43-15,mox70,12,U237,4.17693e-08
M43-15,mox70,13,U237,4.22611e-08
M43-15,mox70,14,U237,4.27868e-08
M43-15,mox70,15,U237,4.37145e-08
M43-15,mox70,16,U237,4.46459e-08
M43-15,mox70,17,U237,4.55692e-08
M43-15,mox70,18,U237,4.64399e-08
M43-15,mox70,19,U237,4.73033e-08
M43-15,mox70,20,U237,4.82451e-08
M43-15,mox70,21,U237,4.97098e-08
M43-15,mox70,22,U237,5.13146e-08
M43-15,mox70,23,U237,5.34301e-08
M43-15,mox70,24,U237,5.5934e-08
M43-15,mox70,25,U237,5.83573e-08
M43-15,mox70,0,U238,0.021518
M43-15,mox70,1,U238,0.0215166
M43-15,mox70,2,U238,0.0215125
M43-15,mox70,3,U238,0.0215083
M43-15,mox70,4,U238,0.0215041
M43-15,mox70,5,U238,0.0214999
M43-15,mox70,6,U238,0.0214957
M43-15,mox70,7,U238,0.02149
M43-15,mox70,8,U238,0.021483
M43-15,mox70,9,U238,0.0214759
M43-15,mox70,10,U238,0.0214617
M43-15,mox70,11,U238,0.0214475
M43-15,mox70,12,U238,0.0214331
M43-15,mox70,13,U238,0.0214188
M43-15,mox70,14,U238,0.0214043
M43-15,mox70,15,U238,0.0213752
M43-15,mox70,16,U238,0.0213459
M43-15,mox70,17,U238,0.0213164
M43-15,mox70,18,U238,0.0212866
M43-15,mox70,19,U238,0.0212566
M43-15,mox70,20,U238,0.0212263
M43-15,mox70,21,U238,0.0211651
M43-15,mox70,22,U238,0.0211029
M43-15,mox70,23,U238,0.0210078
M43-15,mox70,24,U238,0.0208778
M43-15,mox70,25,U238,0.020744
M43-15,mox70,0,Np237,0.0
M43-15,mox70,1,Np237,1.44848e-09
M43-15,mox70,2,Np237,1.66511e-08
M43-15,mox70,3,Np237,4.08685e-08
M43-15,mox70,4,Np237,6.91117e-08
M43-15,mox70,5,Np237,9.91549e-08
M43-15,mox70,6,Np237,1.30013e-07
M43-15,mox70,7,Np237,1.71683e-07
M43-15,mox70,8,Np237,2.24098e-07
M43-15,mox70,9,Np237,2.76607e-07
M43-15,mox70,10,Np237,3.81802e-07
M43-15,mox70,11,Np237,4.86765e-07
M43-15,mox70,12,Np237,5.91265e-07
M43-15,mox70,13,Np237,6.95337e-07
M43-15,mox70,14,Np237,7.99059e-07
M43-15,mox70,15,Np237,1.00539e-06
M43-15,mox70,16,Np237,1.20974e-06
M43-15,mox70,17,Np237,1.41197e-06
M43-15,mox70,18,Np237,1.61176e-06
M43-15,mox70,19,Np237,1.80899e-06
M43-15,mox70,20,Np237,2.00391e-06
M43-15,mox70,21,Np237,2.38518e-06
M43-15,mox70,22,Np237,2.75406e-06
M43-15,mox70,23,Np237,3.2829e-06
M43-15,mox70,24,Np237,3.93483e-06
M43-15,mox70,25,Np237,4.52177e-06
M43-15,mox70,0,Np239,0.0
M43-15,mox70,1,Np239,8.25321e-07
M43-15,mox70,2,Np239,1.49165e-06
M43-15,mox70,3,Np239,1.56319e-06
M43-15,mox70,4,Np239,1.57371e-06
M43-15,mox70,5,Np239,1.57834e-06
M43-15,mox70,6,Np239,1.58212e-06
M43-15,mox70,7,Np239,1.58473e-06
M43-15,mox70,8,Np239,1.59023e-06
M43-15,mox70,9,Np239,1.59305e-06
M43-15,mox70,10,Np239,1.59904e-06
M43-15,mox70,11,Np239,1.60633e-06
M43-15,mox70,12,Np239,1.61471e-06
M43-15,mox70,13,Np239,1.62143e-06
M43-15,mox70,14,Np239,1.62825e-06
M43-15,mox70,15,Np239,1.63897e-06
M43-15,mox70,16,Np239,1.65237e-06
M43-15,mox70,17,Np239,1.66583e-06
M43-15,mox70,18,Np239,1.6797e-06
M43-15,mox70,19,Np239,1.69372e-06
M43-15,mox70,20,Np239,1.70808e-06
M43-15,mox70,21,Np239,1.72752e-06
M43-15,mox70,22,Np239,1.75388e-06
M43-15,mox70,23,Np239,1.78943e-06
M43-15,mox70,24,Np239,1.83573e-06
M43-15,mox70,25,Np239,1.8909e-06
M43-15,mox70,0,Pu238,2.97111e-05
M43-15,mox70,1,Pu238,2.96838e-05
M43-15,mox70,2,Pu238,2.96044e-05
M43-15,mox70,3,Pu238,2.9529e-05
M43-15,mox70,4,Pu238,2.94575e-05
M43-15,mox70,5,Pu238,2.93898e-05
M43-15,mox70,6,Pu238,2.93257e-05
M43-15,mox70,7,Pu238,2.92459e-05
M43-15,mox70,8,Pu238,2.91545e-05
M43-15,mox70,9,Pu238,2.90722e-05
M43-15,mox70,10,Pu238,2.89326e-05
M43-15,mox70,11,Pu238,2.88238e-05
M43-15,mox70,12,Pu238,2.87427e-05
M43-15,mox70,13,Pu238,2.86866e-05
M43-15,mox70,14,Pu238,2.86527e-05
M43-15,mox70,15,Pu238,2.86435e-05
M43-15,mox70,16,Pu238,2.87012e-05
M43-15,mox70,17,Pu238,2.88127e-05
M43-15,mox70,18,Pu238,2.8969e-05
M43-15,mox70,19,Pu238,2.91623e-05
M43-15,mox70,20,Pu238,2.93867e-05
M43-15,mox70,21,Pu238,2.99075e-05
M43-15,mox70,22,Pu238,3.04991e-05
M43-15,mox70,23,Pu238,3.14705e-05
M43-15,mox70,24,Pu238,3.28287e-05
M43-15,mox70,25,Pu238,3.41455e-05
M43-15,mox70,0,Pu239,0.000936593
M43-15,mox70,1,Pu239,0.000934141
M43-15,mox70,2,Pu239,0.000928679
M43-15,mox70,3,Pu239,0.000923836
M43-15,mox70,4,Pu239,0.000919077
M43-15,mox70,5,Pu239,0.000914352
M43-15,mox70,6,Pu239,0.00090965
M43-15,mox70,7,Pu239,0.000903415
M43-15,mox70,8,Pu239,0.000895674
M43-15,mox70,9,Pu239,0.000887998
M43-15,mox70,10,Pu239,0.000872814
M43-15,mox70,11,Pu239,0.000857864
M43-15,mox70,12,Pu239,0.000843146
M43-15,mox70,13,Pu239,0.000828659
M43-15,mox70,14,Pu239,0.000814392
M43-15,mox70,15,Pu239,0.000786553
M43-15,mox70,16,Pu239,0.000759592
M43-15,mox70,17,Pu239,0.000733513
M43-15,mox70,18,Pu239,0.000708305
M43-15,mox70,19,Pu239,0.000683974
M43-15,mox70,20,Pu239,0.000660502
M43-15,mox70,21,Pu239,0.000616089
M43-15,mox70,22,Pu239,0.000574935
M43-15,mox70,23,Pu239,0.00051937
M43-15,mox70,24,Pu239,0.000455843
M43-15,mox70,25,Pu239,0.000403322
M43-15,mox70,0,Pu240,0.000362257
M43-15,mox70,1,Pu240,0.000362413
M43-15,mox70,2,Pu240,0.000362861
M43-15,mox70,3,Pu240,0.000363296
M43-15,mox70,4,Pu240,0.00036372
M43-15,mox70,5,Pu240,0.000364131
M43-15,mox70,6,Pu240,0.000364531
M43-15,mox70,7,Pu240,0.000365049
M43-15,mox70,8,Pu240,0.000365671
M43-15,mox70,9,Pu240,0.000366262
M43-15,mox70,10,Pu240,0.000367368
M43-15,mox70,11,Pu240,0.000368366
M43-15,mox70,12,Pu240,0.00036926
M43-15,mox70,13,Pu240,0.000370049
M43-15,mox70,14,Pu240,0.000370742
M43-15,mox70,15,Pu240,0.000371804
M43-15,mox70,16,Pu240,0.000372493
M43-15,mox70,17,Pu240,0.000372779
M43-15,mox70,18,Pu240,0.000372704
M43-15,mox70,19,Pu240,0.000372242
M43-15,mox70,20,Pu240,0.000371444
M43-15,mox70,21,Pu240,0.000368813
M43-15,mox70,22,Pu240,0.000364879
M43-15,mox70,23,Pu240,0.000356752
M43-15,mox70,24,Pu240,0.000342295
M43-15,mox70,25,Pu240,0.000324695
M43-15,mox70,0,Pu241,0.00017733
M43-15,mox70,1,Pu241,0.000177526
M43-15,mox70,2,Pu241,0.000178129
M43-15,mox70,3,Pu241,0.000178727
M43-15,mox70,4,Pu241,0.000179322
M43-15,mox70,5,Pu241,0.000179913
M43-15,mox70,6,Pu241,0.0001805
M43-15,mox70,7,Pu241,0.000181272
M43-15,mox70,8,Pu241,0.000182221
M43-15,mox70,9,Pu241,0.000183156
M43-15,mox70,10,Pu241,0.000184968
M43-15,mox70,11,Pu241,0.000186707
M43-15,mox70,12,Pu241,0.000188374
M43-15,mox70,13,Pu241,0.000189968
M43-15,mox70,14,Pu241,0.000191481
M43-15,mox70,15,Pu241,0.00019431
M43-15,mox70,16,Pu241,0.000196827
M43-15,mox70,17,Pu241,0.000199071
M43-15,mox70,18,Pu241,0.000201017
M43-15,mox70,19,Pu241,0.000202695
M43-15,mox70,20,Pu241,0.000204079
M43-15,mox70,21,Pu241,0.000206056
M43-15,mox70,22,Pu241,0.000206997
M43-15,mox70,23,Pu241,0.000206579
M43-15,mox70,24,Pu241,0.00020302
M43-15,mox70,25,Pu241,0.000196457
M43-15,mox70,0,Pu242,8.94166e-05
M43-15,mox70,1,Pu242,8.94548e-05
M43-15,mox70,2,Pu242,8.95757e-05
M43-15,mox70,3,Pu242,8.96986e-05
M43-15,mox70,4,Pu242,8.98226e-05
M43-15,mox70,5,Pu242,8.99487e-05
M43-15,mox70,6,Pu242,9.00773e-05
M43-15,mox70,7,Pu242,9.02508e-05
M43-15,mox70,8,Pu242,9.04737e-05
M43-15,mox70,9,Pu242,9.07011e-05
M43-15,mox70,10,Pu242,9.11705e-05
M43-15,mox70,11,Pu242,9.16622e-05
M43-15,mox70,12,Pu242,9.21754e-05
M43-15,mox70,13,Pu242,9.27098e-05
M43-15,mox70,14,Pu242,9.32669e-05
M43-15,mox70,15,Pu242,9.4444e-05
M43-15,mox70,16,Pu242,9.56992e-05
M43-15,mox70,17,Pu242,9.70349e-05
M43-15,mox70,18,Pu242,9.84408e-05
M43-15,mox70,19,Pu242,9.9926e-05
M43-15,mox70,20,Pu242,0.000101476
M43-15,mox70,21,Pu242,0.000104758
M43-15,mox70,22,Pu242,0.000108276
M43-15,mox70,23,Pu242,0.000113882
M43-15,mox70,24,Pu242,0.000121832
M43-15,mox70,25,Pu242,0.000130022
M43-15,mox70,0,Am241,1.73162e-05
M43-15,mox70,1,Am241,1.73235e-05
M43-15,mox70,2,Am241,1.73448e-05
M43-15,mox70,3,Am241,1.73661e-05
M43-15,mox70,4,Am241,1.73874e-05
M43-15,mox70,5,Am241,1.74087e-05
M43-15,mox70,6,Am241,1.743e-05
M43-15,mox70,7,Am241,1.74586e-05
M43-15,mox70,8,Am241,1.74946e-05
M43-15,mox70,9,Am241,1.75309e-05
M43-15,mox70,10,Am241,1.7604e-05
M43-15,mox70,11,Am241,1.76779e-05
M43-15,mox70,12,Am241,1.77518e-05
M43-15,mox70,13,Am241,1.78258e-05
M43-15,mox70,14,Am241,1.78992e-05
M43-15,mox70,15,Am241,1.80436e-05
M43-15,mox70,16,Am241,1.81827e-05
M43-15,mox70,17,Am241,1.83139e-05
M43-15,mox70,18,Am241,1.84352e-05
M43-15,mox70,19,Am241,1.85446e-05
M43-15,mox70,20,Am241,1.86396e-05
M43-15,mox70,21,Am241,1.87835e-05
M43-15,mox70,22,Am241,1.8855e-05
M43-15,mox70,23,Am241,1.88165e-05
M43-15,mox70,24,Am241,1.8474e-05
M43-15,mox70,25,Am241,1.78074e-05
M43-15,mox70,0,Am243,0.0
M43-15,mox70,1,Am243,9.67816e-08
M43-15,mox70,2,Am243,4.26234e-07
M43-15,mox70,3,Am243,7.54022e-07
M43-15,mox70,4,Am243,1.08073e-06
M43-15,mox70,5,Am243,1.40529e-06
M43-15,mox70,6,Am243,1.72728e-06
M43-15,mox70,7,Am243,2.15449e-06
M43-15,mox70,8,Am243,2.68306e-06
M43-15,mox70,9,Am243,3.20662e-06
M43-15,mox70,10,Am243,4.23954e-06
M43-15,mox70,11,Am243,5.25103e-06
M43-15,mox70,12,Am243,6.24206e-06
M43-15,mox70,13,Am243,7.21385e-06
M43-15,mox70,14,Am243,8.16591e-06
M43-15,mox70,15,Am243,1.00147e-05
M43-15,mox70,16,Am243,1.17978e-05
M43-15,mox70,17,Am243,1.35158e-05
M43-15,mox70,18,Am243,1.51801e-05
M43-15,mox70,19,Am243,1.67832e-05
M43-15,mox70,20,Am243,1.83367e-05
M43-15,mox70,21,Am243,2.13132e-05
M43-15,mox70,22,Am243,2.41127e-05
M43-15,mox70,23,Am243,2.80628e-05
M43-15,mox70,24,Am243,3.28758e-05
M43-15,mox70,25,Am243,3.72695e-05
M43-15,mox70,0,Xe135,0.0
M43-15,mox70,1,Xe135,2.34256e-08
M43-15,mox70,2,Xe135,2.36425e-08
M43-15,mox70,3,Xe135,2.36362e-08
M43-15,mox70,4,Xe135,2.36195e-08
M43-15,mox70,5,Xe135,2.35912e-08
M43-15,mox70,6,Xe135,2.3573e-08
M43-15,mox70,7,Xe135,2.3519e-08
M43-15,mox70,8,Xe135,2.34545e-08
M43-15,mox70,9,Xe135,2.33886e-08
M43-15,mox70,10,Xe135,2.32336e-08
M43-15,mox70,11,Xe135,2.31023e-08
M43-15,mox70,12,Xe135,2.2977e-08
M43-15,mox70,13,Xe135,2.28385e-08
M43-15,mox70,14,Xe135,2.26972e-08
M43-15,mox70,15,Xe135,2.23749e-08
M43-15,mox70,16,Xe135,2.21018e-08
M43-15,mox70,17,Xe135,2.18182e-08
M43-15,mox70,18,Xe135,2.15479e-08
M43-15,mox70,19,Xe135,2.12653e-08
M43-15,mox70,20,Xe135,2.0994e-08
M43-15,mox70,21,Xe135,2.03535e-08
M43-15,mox70,22,Xe135,1.98071e-08
M43-15,mox70,23,Xe135,1.89275e-08
M43-15,mox70,24,Xe135,1.7837e-08
M43-15,mox70,25,Xe135,1.6866e-08
M43-15,mox70,0,Sm149,0.0
M43-15,mox70,1,Sm149,9.16491e-09
M43-15,mox70,2,Sm149,7.66623e-08
M43-15,mox70,3,Sm149,1.38845e-07
M43-15,mox70,4,Sm149,1.86005e-07
M43-15,mox70,5,Sm149,2.21065e-07
M43-15,mox70,6,Sm149,2.47122e-07
M43-15,mox70,7,Sm149,2.71761e-07
M43-15,mox70,8,Sm149,2.91476e-07
M43-15,mox70,9,Sm149,3.03563e-07
M43-15,mox70,10,Sm149,3.15752e-07
M43-15,mox70,11,Sm149,3.20568e-07
M43-15,mox70,12,Sm149,3.22765e-07
M43-15,mox70,13,Sm149,3.23662e-07
M43-15,mox70,14,Sm149,3.23869e-07
M43-15,mox70,15,Sm149,3.23916e-07
M43-15,mox70,16,Sm149,3.22971e-07
M43-15,mox70,17,Sm149,3.21103e-07
M43-15,mox70,18,Sm149,3.19022e-07
M43-15,mox70,19,Sm149,3.16214e-07
M43-15,mox70,20,Sm149,3.13405e-07
M43-15,mox70,21,Sm149,3.07277e-07
M43-15,mox70,22,Sm149,2.99697e-07
M43-15,mox70,23,Sm149,2.88312e-07
M43-15,mox70,24,Sm149,2.72379e-07
M43-15,mox70,25,Sm149,2.55894e-07
M43-15,mox70,0,Cs137,0.0
M43-15,mox70,1,Cs137,1.63937e-07
M43-15,mox70,2,Cs137,6.55937e-07
M43-15,mox70,3,Cs137,1.14776e-06
M43-15,mox70,4,Cs137,1.6393e-06
M43-15,mox70,5,Cs137,2.13036e-06
M43-15,mox70,6,Cs137,2.62114e-06
M43-15,mox70,7,Cs137,3.27494e-06
M43-15,mox70,8,Cs137,4.09162e-06
M43-15,mox70,9,Cs137,4.90692e-06
M43-15,mox70,10,Cs137,6.53484e-06
M43-15,mox70,11,Cs137,8.15861e-06
M43-15,mox70,12,Cs137,9.77831e-06
M43-15,mox70,13,Cs137,1.13937e-05
M43-15,mox70,14,Cs137,1.30053e-05
M43-15,mox70,15,Cs137,1.6216e-05
M43-15,mox70,16,Cs137,1.94104e-05
M43-15,mox70,17,Cs137,2.25884e-05
M43-15,mox70,18,Cs137,2.57503e-05
M43-15,mox70,19,Cs137,2.8896e-05
M43-15,mox70,20,Cs137,3.20257e-05
M43-15,mox70,21,Cs137,3.82371e-05
M43-15,mox70,22,Cs137,4.43852e-05
M43-15,mox70,23,Cs137,5.34853e-05
M43-15,mox70,24,Cs137,6.53951e-05
M43-15,mox70,25,Cs137,7.70604e-05
M43-15,mox70,0,Sr90,0.0
M43-15,mox70,1,Sr90,5.42522e-08
M43-15,mox70,2,Sr90,2.17088e-07
M43-15,mox70,3,Sr90,3.79825e-07
M43-15,mox70,4,Sr90,5.42424e-07
M43-15,mox70,5,Sr90,7.0482e-07
M43-15,mox70,6,Sr90,8.67078e-07
M43-15,mox70,7,Sr90,1.08316e-06
M43-15,mox70,8,Sr90,1.35293e-06
M43-15,mox70,9,Sr90,1.62212e-06
M43-15,mox70,10,Sr90,2.15916e-06
M43-15,mox70,11,Sr90,2.69429e-06
M43-15,mox70,12,Sr90,3.22749e-06
M43-15,mox70,13,Sr90,3.75869e-06
M43-15,mox70,14,Sr90,4.28804e-06
M43-15,mox70,15,Sr90,5.34099e-06
M43-15,mox70,16,Sr90,6.38632e-06
M43-15,mox70,17,Sr90,7.42401e-06
M43-15,mox70,18,Sr90,8.45418e-06
M43-15,mox70,19,Sr90,9.47683e-06
M43-15,mox70,20,Sr90,1.04921e-05
M43-15,mox70,21,Sr90,1.25004e-05
M43-15,mox70,22,Sr90,1.44797e-05
M43-15,mox70,23,Sr90,1.73939e-05
M43-15,mox70,24,Sr90,2.11805e-05
M43-15,mox70,25,Sr90,2.48607e-05
M43-15,mox70,0,I129,0.0
M43-15,mox70,1,I129,2.73959e-08
M43-15,mox70,2,I129,1.21702e-07
M43-15,mox70,3,I129,2.15962e-07
M43-15,mox70,4,I129,3.10166e-07
M43-15,mox70,5,I129,4.04269e-07
M43-15,mox70,6,I129,4.98307e-07
M43-15,mox70,7,I129,6.23563e-07
M43-15,mox70,8,I129,7.7998e-07
M43-15,mox70,9,I129,9.36086e-07
M43-15,mox70,10,I129,1.24763e-06
M43-15,mox70,11,I129,1.55813e-06
M43-15,mox70,12,I129,1.8676e-06
M43-15,mox70,13,I129,2.17599e-06
M43-15,mox70,14,I129,2.48336e-06
M43-15,mox70,15,I129,3.09493e-06
M43-15,mox70,16,I129,3.70227e-06
M43-15,mox70,17,I129,4.30533e-06
M43-15,mox70,18,I129,4.90418e-06
M43-15,mox70,19,I129,5.49877e-06
M43-15,mox70,20,I129,6.08918e-06
M43-15,mox70,21,I129,7.25746e-06
M43-15,mox70,22,I129,8.40908e-06
M43-15,mox70,23,I129,1.0105e-05
M43-15,mox70,24,I129,1.23091e-05
M43-15,mox70,25,I129,1.44515e-05
M43-15,mox70,0,Nd143,0.0
M43-15,mox70,1,Nd143,2.30549e-09
M43-15,mox70,2,Nd143,7.08306e-08
M43-15,mox70,3,Nd143,2.25575e-07
M43-15,mox70,4,Nd143,4.39568e-07
M43-15,mox70,5,Nd143,6.93101e-07
M43-15,mox70,6,Nd143,9.72915e-07
M43-15,mox70,7,Nd143,1.37202e-06
M43-15,mox70,8,Nd143,1.89511e-06
M43-15,mox70,9,Nd143,2.43187e-06
M43-15,mox70,10,Nd143,3.52036e-06
M43-15,mox70,11,Nd143,4.6105e-06
M43-15,mox70,12,Nd143,5.69557e-06
M43-15,mox70,13,Nd143,6.77371e-06
M43-15,mox70,14,Nd143,7.84447e-06
M43-15,mox70,15,Nd143,9.9656e-06
M43-15,mox70,16,Nd143,1.20534e-05
M43-15,mox70,17,Nd143,1.41092e-05
M43-15,mox70,18,Nd143,1.61327e-05
M43-15,mox70,19,Nd143,1.81232e-05
M43-15,mox70,20,Nd143,2.00802e-05
M43-15,mox70,21,Nd143,2.38994e-05
M43-15,mox70,22,Nd143,2.75699e-05
M43-15,mox70,23,Nd143,3.2808e-05
M43-15,mox70,24,Nd143,3.92516e-05
M43-15,mox70,25,Nd143,4.505e-05
M43-15,mox70,0,Nd145,0.0
M43-15,mox70,1,Nd145,6.6927e-08
M43-15,mox70,2,Nd145,2.99893e-07
M43-15,mox70,3,Nd145,5.32582e-07
M43-15,mox70,4,Nd145,7.64957e-07
M43-15,mox70,5,Nd145,9.9692e-07
M43-15,mox70,6,Nd145,1.22856e-06
M43-15,mox70,7,Nd145,1.53685e-06
M43-15,mox70,8,Nd145,1.92146e-06
M43-15,mox70,9,Nd145,2.30489e-06
M43-15,mox70,10,Nd145,3.06889e-06
M43-15,mox70,11,Nd145,3.82873e-06
M43-15,mox70,12,Nd145,4.58449e-06
M43-15,mox70,13,Nd145,5.3361e-06
M43-15,mox70,14,Nd145,6.08368e-06
M43-15,mox70,15,Nd145,7.56646e-06
M43-15,mox70,16,Nd145,9.03276e-06
M43-15,mox70,17,Nd145,1.04824e-05
M43-15,mox70,18,Nd145,1.19156e-05
M43-15,mox70,19,Nd145,1.33323e-05
M43-15,mox70,20,Nd145,1.47322e-05
M43-15,mox70,21,Nd145,1.74826e-05
M43-15,mox70,22,Nd145,2.01652e-05
M43-15,mox70,23,Nd145,2.40607e-05
M43-15,mox70,24,Nd145,2.90112e-05
M43-15,mox70,25,Nd145,3.3686e-05
M43-15,mox70,0,lost,0.0
M43-15,mox70,1,lost,1.61008e-13
M43-15,mox70,2,lost,6.49405e-13
M43-15,mox70,3,lost,1.1398e-12
M43-15,mox70,4,lost,1.63143e-12
M43-15,mox70,5,lost,2.12453e-12
M43-15,mox70,6,lost,2.619e-12
M43-15,mox70,7,lost,3.27988e-12
M43-15,mox70,8,lost,4.10845e-12
M43-15,mox70,9,lost,4.93995e-12
M43-15,mox70,10,lost,6.60954e-12
M43-15,mox70,11,lost,8.28966e-12
M43-15,mox70,12,lost,9.97854e-12
M43-15,mox70,13,lost,1.16761e-11
M43-15,mox70,14,lost,1.33812e-11
M43-15,mox70,15,lost,1.68198e-11
M43-15,mox70,16,lost,2.02921e-11
M43-15,mox70,17,lost,2.37974e-11
M43-15,mox70,18,lost,2.73351e-11
M43-15,mox70,19,lost,3.09054e-11
M43-15,mox70,20,lost,3.45076e-11
M43-15,mox70,21,lost,4.18069e-11
M43-15,mox70,22,lost,4.92346e-11
M43-15,mox70,23,lost,6.06246e-11
M43-15,mox70,24,lost,7.62468e-11
M43-15,mox70,25,lost,9.23735e-11
M43-15,mox70,0,total,0.0695504
M43-15,mox70,1,total,0.0695529
M43-15,mox70,2,total,0.0695605
M43-15,mox70,3,total,0.0695681
M43-15,mox70,4,total,0.0695756
M43-15,mox70,5,total,0.0695832
M43-15,mox70,6,total,0.0695908
M43-15,mox70,7,total,0.0696009
M43-15,mox70,8,total,0.0696135
M43-15,mox70,9,total,0.0696261
M43-15,mox70,10,total,0.0696514
M43-15,mox70,11,total,0.0696767
M43-15,mox70,12,total,0.069702
M43-15,mox70,13,total,0.0697273
M43-15,mox70,14,total,0.0697526
M43-15,mox70,15,total,0.0698032
M43-15,mox70,16,total,0.0698538
M43-15,mox70,17,total,0.0699044
M43-15,mox70,18,total,0.0699549
M43-15,mox70,19,total,0.0700054
M43-15,mox70,20,total,0.0700559
M43-15,mox70,21,total,0.0701566
M43-15,mox70,22,total,0.0702572
M43-15,mox70,23,total,0.0704076
M43-15,mox70,24,total,0.0706072
M43-15,mox70,25,total,0.0708059
M43-15,mox87,0,Th232,0.0
M43-15,mox87,1,Th232,1.85097e-18
M43-15,mox87,2,Th232,2.96773e-17
M43-15,mox87,3,Th232,9.08596e-17
M43-15,mox87,4,Th232,1.85279e-16
M43-15,mox87,5,Th232,3.12812e-16
M43-15,mox87,6,Th232,4.73334e-16
M43-15,mox87,7,Th232,7.38463e-16
M43-15,mox87,8,Th232,1.15152e-15
M43-15,mox87,9,Th232,1.65467e-15
M43-15,mox87,10,Th232,2.92888e-15
M43-15,mox87,11,Th232,4.55566e-15
M43-15,mox87,12,Th232,6.52982e-15
M43-15,mox87,13,Th232,8.84618e-15
M43-15,mox87,14,Th232,1.14995e-14
M43-15,mox87,15,Th232,1.77981e-14
M43-15,mox87,16,Th232,2.53836e-14
M43-15,mox87,17,Th232,3.42144e-14
M43-15,mox87,18,Th232,4.42499e-14
M43-15,mox87,19,Th232,5.54505e-14
M43-15,mox87,20,Th232,6.7777e-14
M43-15,mox87,21,Th232,9.56518e-14
M43-15,mox87,22,Th232,1.27551e-13
M43-15,mox87,23,Th232,1.82279e-13
M43-15,mox87,24,Th232,2.6648e-13
M43-15,mox87,25,Th232,3.61289e-13
M43-15,mox87,0,Th233,0.0
M43-15,mox87,1,Th233,1.31836e-22
M43-15,mox87,2,Th233,5.18566e-22
M43-15,mox87,3,Th233,8.88652e-22
M43-15,mox87,4,Th233,1.26394e-21
M43-15,mox87,5,Th233,1.64766e-21
M43-15,mox87,6,Th233,2.04592e-21
M43-15,mox87,7,Th233,2.62669e-21
M43-15,mox87,8,Th233,3.42709e-21
M43-15,mox87,9,Th233,4.33595e-21
M43-15,mox87,10,Th233,6.51682e-21
M43-15,mox87,11,Th233,9.26554e-21
M43-15,mox87,12,Th233,1.25853e-20
M43-15,mox87,13,Th233,1.64958e-20
M43-15,mox87,14,Th233,2.09675e-20
M43-15,mox87,15,Th233,3.16723e-20
M43-15,mox87,16,Th233,4.47229e-20
M43-15,mox87,17,Th233,6.02517e-20
M43-15,mox87,18,Th233,7.82258e-20
M43-15,mox87,19,Th233,9.85378e-20
M43-15,mox87,20,Th233,1.20914e-19
M43-15,mox87,21,Th233,1.72697e-19
M43-15,mox87,22,Th233,2.3365e-19
M43-15,mox87,23,Th233,3.40097e-19
M43-15,mox87,24,Th233,5.12949e-19
M43-15,mox87,25,Th233,7.21396e-19
M43-15,mox87,0,Pa233,0.0
M43-15,mox87,1,Pa233,1.25982e-18
M43-15,mox87,2,Pa233,5.38504e-17
M43-15,mox87,3,Pa233,2.26807e-16
M43-15,mox87,4,Pa233,5.36352e-16
M43-15,mox87,5,Pa233,9.74746e-16
M43-15,mox87,6,Pa233,1.52617e-15
M43-15,mox87,7,Pa233,2.40736e-15
M43-15,mox87,8,Pa233,3.69214e-15
M43-15,mox87,9,Pa233,5.12663e-15
M43-15,mox87,10,Pa233,8.2849e-15
M43-15,mox87,11,Pa233,1.16614e-14
M43-15,mox87,12,Pa233,1.51436e-14
M43-15,mox87,13,Pa233,1.86781e-14
M43-15,mox87,14,Pa233,2.22339e-14
M43-15,mox87,15,Pa233,2.93381e-14
M43-15,mox87,16,Pa233,3.64113e-14
M43-15,mox87,17,Pa233,4.34368e-14
M43-15,mox87,18,Pa233,5.03943e-14
M43-15,mox87,19,Pa233,5.72749e-14
M43-15,mox87,20,Pa233,6.40786e-14
M43-15,mox87,21,Pa233,7.74685e-14
M43-15,mox87,22,Pa233,9.04517e-14
M43-15,mox87,23,Pa233,1.09172e-13
M43-15,mox87,24,Pa233,1.32514e-13
M43-15,mox87,25,Pa233,1.53712e-13
M43-15,mox87,0,Pa234,0.0
M43-15,mox87,1,Pa234,2.22142e-16
M43-15,mox87,2,Pa234,9.0623e-16
M43-15,mox87,3,Pa234,1.45225e-15
M43-15,mox87,4,Pa234,1.88801e-15
M43-15,mox87,5,Pa234,2.23575e-15
M43-15,mox87,6,Pa234,2.51322e-15
M43-15,mox87,7,Pa234,2.79796e-15
M43-15,mox87,8,Pa234,3.05206e-15
M43-15,mox87,9,Pa234,3.2263e-15
M43-15,mox87,10,Pa234,3.42737e-15
M43-15,mox87,11,Pa234,3.52119e-15
M43-15,mox87,12,Pa234,3.56438e-15
M43-15,mox87,13,Pa234,3.58369e-15
M43-15,mox87,14,Pa234,3.59172e-15
M43-15,mox87,15,Pa234,3.59459e-15
