case,detector,energy_group_idx,E_min_MeV,E_max_MeV,E_mid_MeV,flux,rel_err
M87-10,16,15,1.1487e-07,1.61199e-07,1.3607692357633606e-07,2904420000000000.0,0.00048
M87-10,16,16,1.61199e-07,2.26215e-07,1.9095976483280452e-07,2519020000000000.0,0.00045
M87-10,16,17,2.26215e-07,3.17452e-07,2.6797836513420257e-07,1871070000000000.0,0.0005
M87-10,16,18,3.17452e-07,4.45488e-07,3.760599108865501e-07,2282080000000000.0,0.00048
M87-10,16,19,4.45488e-07,6.25164e-07,5.277338913050781e-07,2994560000000000.0,0.0005
M87-10,16,20,6.25164e-07,8.77307e-07,7.405813617341446e-07,2942500000000000.0,0.00052
M87-10,16,21,8.77307e-07,1.23114e-06,1.0392726976015487e-06,2036180000000000.0,0.00055
M87-10,16,22,1.23114e-06,1.72769e-06,1.4584334974896866e-06,3524700000000000.0,0.00051
M87-10,16,23,1.72769e-06,2.42451e-06,2.0466562197643256e-06,3814250000000000.0,0.00049
M87-10,16,24,2.42451e-06,3.40237e-06,2.872121182802007e-06,3594060000000000.0,0.00048
M87-10,16,25,3.40237e-06,4.77463e-06,4.0305158321361305e-06,3780450000000000.0,0.00048
M87-10,16,26,4.77463e-06,6.70034e-06,5.656115661317403e-06,3258780000000000.0,0.00047
M87-10,16,27,6.70034e-06,9.40274e-06,7.937351884073177e-06,3676880000000000.0,0.00045
M87-10,16,28,9.40274e-06,1.31951e-05,1.1138675620288077e-05,4098900000000000.0,0.00046
M87-10,16,29,1.31951e-05,1.8517e-05,1.5631176113779796e-05,4109770000000000.0,0.00045
M87-10,16,30,1.8517e-05,2.59853e-05,2.1935582966951208e-05,4071170000000000.0,0.00045
M87-10,16,31,2.59853e-05,3.64657e-05,3.078265995995148e-05,4624680000000000.0,0.00044
M87-10,16,32,3.64657e-05,5.11732e-05,4.319799253715385e-05,4519190000000000.0,0.0004
M87-10,16,33,5.11732e-05,7.18125e-05,6.062075077892058e-05,4721710000000000.0,0.00045
M87-10,16,34,7.18125e-05,0.000100776,8.50704208288639e-05,4960960000000000.0,0.00043
M87-10,16,35,0.000100776,0.000141421,0.00011938108181784918,5040110000000000.0,0.00043
M87-10,16,36,0.000141421,0.00019846,0.0001675303305673334,5256230000000000.0,0.00043
M87-10,16,37,0.00019846,0.000278503,0.00023509935214712947,5327800000000000.0,0.00047
M87-10,16,38,0.000278503,0.00039083,0.0003299201835141342,5487950000000000.0,0.0004
M87-10,16,39,0.00039083,0.00054846,0.00046298447252580727,5576260000000000.0,0.0004
M87-10,16,40,0.00054846,0.000769667,0.0006497165249706983,5663090000000000.0,0.00045
M87-10,16,41,0.000769667,0.00108009,0.0009117618274692136,5748460000000000.0,0.00043
M87-10,16,42,0.00108009,0.00151572,0.001279497563420892,5892880000000000.0,0.00046
M87-10,16,43,0.00151572,0.00212704,0.0017955492387567655,5860550000000000.0,0.00044
M87-10,16,44,0.00212704,0.00298492,0.0025197309850061374,5978240000000000.0,0.00042
M87-10,16,45,0.00298492,0.00418881,0.003535995297677869,6064880000000000.0,0.00042
M87-10,16,46,0.00418881,0.00587825,0.00496214393004677,6179910000000000.0,0.00041
M87-10,16,47,0.00587825,0.00824909,0.006963491458492644,6296900000000000.0,0.00042
M87-10,16,48,0.00824909,0.0115761,0.009772015695290303,6429070000000000.0,0.0004
M87-10,16,49,0.0115761,0.016245,0.013713268921012232,6613460000000000.0,0.00039
M87-10,16,50,0.016245,0.022797,0.01924414885101443,6884260000000000.0,0.0004
M87-10,16,51,0.022797,0.0319916,0.027005786513264154,7194540000000000.0,0.00038
M87-10,16,52,0.0319916,0.0448946,0.03789789024945848,7670690000000000.0,0.00039
M87-10,16,53,0.0448946,0.0630016,0.053183001338397595,8291000000000000.0,0.00038
M87-10,16,54,0.0630016,0.0884115,0.07463287451518935,9143510000000000.0,0.00037
M87-10,16,55,0.0884115,0.12407,0.10473401932991973,1.02746e+16,0.00037
M87-10,16,56,0.12407,0.17411,0.14697560239713256,1.18818e+16,0.00033
M87-10,16,57,0.17411,0.244333,0.20625425724091126,1.4063e+16,0.00037
M87-10,16,58,0.244333,0.342878,0.2894415491493922,1.74648e+16,0.00034
M87-10,16,59,0.342878,0.481168,0.4061796665319425,1.60997e+16,0.00037
M87-10,16,60,0.481168,0.675234,0.5700008713256498,2.33212e+16,0.00032
M87-10,16,61,0.675234,0.947571,0.7998950910050643,2.7261e+16,0.00032
M87-10,16,62,0.947571,1.32975,1.1225117091816905,2.26606e+16,0.00033
M87-10,16,63,1.32975,1.86607,1.5752481018874456,2.5802e+16,0.00033
M87-10,16,64,1.86607,2.61869,2.210578849147888,2.65066e+16,0.00039
M87-10,16,65,2.61869,3.67487,3.102151724255279,2.16988e+16,0.00043
M87-10,16,66,3.67487,5.15703,4.35332227569933,1.38668e+16,0.00062
M87-10,16,67,5.15703,7.23698,6.109118018945124,6902420000000000.0,0.00097
M87-10,16,68,7.23698,10.1558,8.573057884092467,1811050000000000.0,0.0016
M87-10,16,69,10.1558,14.2519,12.030770799080164,256781000000000.0,0.00495
M87-10,16,70,14.2519,20.0,16.88306844148895,13774000000000.0,0.02082
M87-10,17,1,1e-09,1.40332e-09,1.1846180819150111e-09,2240770000000.0,0.00838
M87-10,17,2,1.40332e-09,1.96931e-09,1.6623995034888576e-09,3603370000000.0,0.00715
M87-10,17,3,1.96931e-09,2.76358e-09,2.3328835654185575e-09,6117580000000.0,0.00541
M87-10,17,4,2.76358e-09,3.8782e-09,3.2737922896848543e-09,19384800000000.0,0.00311
M87-10,17,5,3.8782e-09,5.44237e-09,4.594191913057181e-09,27415500000000.0,0.00293
M87-10,17,6,5.44237e-09,7.6374e-09,6.447135537430557e-09,62633300000000.0,0.002
M87-10,17,7,7.6374e-09,1.07177e-08,9.047395314674826e-09,106627000000000.0,0.00164
M87-10,17,8,1.07177e-08,1.50404e-08,1.2696396932988508e-08,209905000000000.0,0.00115
M87-10,17,9,1.50404e-08,2.11066e-08,1.7817174485310514e-08,371647000000000.0,0.00103
M87-10,17,10,2.11066e-08,2.96194e-08,2.5003296343482392e-08,656306000000000.0,0.00083
M87-10,17,11,2.96194e-08,4.15655e-08,3.508767833157389e-08,1075710000000000.0,0.00072
M87-10,17,12,4.15655e-08,5.83298e-08,4.923928616359096e-08,1650610000000000.0,0.00059
M87-10,17,13,5.83298e-08,8.18556e-08,6.909863078875008e-08,2302420000000000.0,0.00049
M87-10,17,14,8.18556e-08,1.1487e-07,9.696779244677069e-08,2833370000000000.0,0.00046
M87-10,17,15,1.1487e-07,1.61199e-07,1.3607692357633606e-07,2957710000000000.0,0.00048
M87-10,17,16,1.61199e-07,2.26215e-07,1.9095976483280452e-07,2564670000000000.0,0.00046
M87-10,17,17,2.26215e-07,3.17452e-07,2.6797836513420257e-07,1901700000000000.0,0.00047
M87-10,17,18,3.17452e-07,4.45488e-07,3.760599108865501e-07,2314390000000000.0,0.00047
M87-10,17,19,4.45488e-07,6.25164e-07,5.277338913050781e-07,3019330000000000.0,0.00051
M87-10,17,20,6.25164e-07,8.77307e-07,7.405813617341446e-07,2964250000000000.0,0.00052
M87-10,17,21,8.77307e-07,1.23114e-06,1.0392726976015487e-06,2045810000000000.0,0.00053
M87-10,17,22,1.23114e-06,1.72769e-06,1.4584334974896866e-06,3530360000000000.0,0.00047
M87-10,17,23,1.72769e-06,2.42451e-06,2.0466562197643256e-06,3836030000000000.0,0.00049
M87-10,17,24,2.42451e-06,3.40237e-06,2.872121182802007e-06,3614240000000000.0,0.00046
M87-10,17,25,3.40237e-06,4.77463e-06,4.0305158321361305e-06,3804350000000000.0,0.00045
M87-10,17,26,4.77463e-06,6.70034e-06,5.656115661317403e-06,3270120000000000.0,0.00047
M87-10,17,27,6.70034e-06,9.40274e-06,7.937351884073177e-06,3708890000000000.0,0.00044
M87-10,17,28,9.40274e-06,1.31951e-05,1.1138675620288077e-05,4139770000000000.0,0.00047
M87-10,17,29,1.31951e-05,1.8517e-05,1.5631176113779796e-05,4145860000000000.0,0.00047
M87-10,17,30,1.8517e-05,2.59853e-05,2.1935582966951208e-05,4104890000000000.0,0.00044
M87-10,17,31,2.59853e-05,3.64657e-05,3.078265995995148e-05,4663550000000000.0,0.00046
M87-10,17,32,3.64657e-05,5.11732e-05,4.319799253715385e-05,4555850000000000.0,0.00039
M87-10,17,33,5.11732e-05,7.18125e-05,6.062075077892058e-05,4767880000000000.0,0.00042
M87-10,17,34,7.18125e-05,0.000100776,8.50704208288639e-05,5010510000000000.0,0.00044
M87-10,17,35,0.000100776,0.000141421,0.00011938108181784918,5084040000000000.0,0.00045
M87-10,17,36,0.000141421,0.00019846,0.0001675303305673334,5304640000000000.0,0.00045
M87-10,17,37,0.00019846,0.000278503,0.00023509935214712947,5379410000000000.0,0.00038
M87-10,17,38,0.000278503,0.00039083,0.0003299201835141342,5540010000000000.0,0.00042
M87-10,17,39,0.00039083,0.00054846,0.00046298447252580727,5622740000000000.0,0.00037
M87-10,17,40,0.00054846,0.000769667,0.0006497165249706983,5713910000000000.0,0.00042
M87-10,17,41,0.000769667,0.00108009,0.0009117618274692136,5805010000000000.0,0.00042
M87-10,17,42,0.00108009,0.00151572,0.001279497563420892,5947760000000000.0,0.00041
M87-10,17,43,0.00151572,0.00212704,0.0017955492387567655,5908580000000000.0,0.00041
M87-10,17,44,0.00212704,0.00298492,0.0025197309850061374,6026700000000000.0,0.00041
M87-10,17,45,0.00298492,0.00418881,0.003535995297677869,6114080000000000.0,0.00042
M87-10,17,46,0.00418881,0.00587825,0.00496214393004677,6234560000000000.0,0.00043
M87-10,17,47,0.00587825,0.00824909,0.006963491458492644,6348050000000000.0,0.00041
M87-10,17,48,0.00824909,0.0115761,0.009772015695290303,6488310000000000.0,0.00042
M87-10,17,49,0.0115761,0.016245,0.013713268921012232,6677330000000000.0,0.00044
M87-10,17,50,0.016245,0.022797,0.01924414885101443,6950590000000000.0,0.00042
M87-10,17,51,0.022797,0.0319916,0.027005786513264154,7259710000000000.0,0.00039
M87-10,17,52,0.0319916,0.0448946,0.03789789024945848,7732480000000000.0,0.00039
M87-10,17,53,0.0448946,0.0630016,0.053183001338397595,8364710000000000.0,0.00037
M87-10,17,54,0.0630016,0.0884115,0.07463287451518935,9217320000000000.0,0.0004
M87-10,17,55,0.0884115,0.12407,0.10473401932991973,1.03595e+16,0.00038
M87-10,17,56,0.12407,0.17411,0.14697560239713256,1.19858e+16,0.00036
M87-10,17,57,0.17411,0.244333,0.20625425724091126,1.41835e+16,0.00032
M87-10,17,58,0.244333,0.342878,0.2894415491493922,1.76197e+16,0.00028
M87-10,17,59,0.342878,0.481168,0.4061796665319425,1.62522e+16,0.00031
M87-10,17,60,0.481168,0.675234,0.5700008713256498,2.35109e+16,0.0003
M87-10,17,61,0.675234,0.947571,0.7998950910050643,2.74917e+16,0.00032
M87-10,17,62,0.947571,1.32975,1.1225117091816905,2.28471e+16,0.00035
M87-10,17,63,1.32975,1.86607,1.5752481018874456,2.60199e+16,0.00035
M87-10,17,64,1.86607,2.61869,2.210578849147888,2.67238e+16,0.00036
M87-10,17,65,2.61869,3.67487,3.102151724255279,2.18944e+16,0.00041
M87-10,17,66,3.67487,5.15703,4.35332227569933,1.39753e+16,0.00059
M87-10,17,67,5.15703,7.23698,6.109118018945124,6954090000000000.0,0.00085
M87-10,17,68,7.23698,10.1558,8.573057884092467,1821160000000000.0,0.00168
M87-10,17,69,10.1558,14.2519,12.030770799080164,257266000000000.0,0.00443
M87-10,17,70,14.2519,20.0,16.88306844148895,14598900000000.0,0.02198
M87-10,18,1,1e-09,1.40332e-09,1.1846180819150111e-09,2306390000000.0,0.00698
M87-10,18,2,1.40332e-09,1.96931e-09,1.6623995034888576e-09,3622600000000.0,0.00669
M87-10,18,3,1.96931e-09,2.76358e-09,2.3328835654185575e-09,6319430000000.0,0.00585
M87-10,18,4,2.76358e-09,3.8782e-09,3.2737922896848543e-09,19851700000000.0,0.00309
M87-10,18,5,3.8782e-09,5.44237e-09,4.594191913057181e-09,28233500000000.0,0.00288
M87-10,18,6,5.44237e-09,7.6374e-09,6.447135537430557e-09,63578900000000.0,0.00205
M87-10,18,7,7.6374e-09,1.07177e-08,9.047395314674826e-09,108686000000000.0,0.00155
M87-10,18,8,1.07177e-08,1.50404e-08,1.2696396932988508e-08,214054000000000.0,0.00118
M87-10,18,9,1.50404e-08,2.11066e-08,1.7817174485310514e-08,379062000000000.0,0.00096
M87-10,18,10,2.11066e-08,2.96194e-08,2.5003296343482392e-08,667566000000000.0,0.00082
M87-10,18,11,2.96194e-08,4.15655e-08,3.508767833157389e-08,1095220000000000.0,0.00073
M87-10,18,12,4.15655e-08,5.83298e-08,4.923928616359096e-08,1682780000000000.0,0.00056
M87-10,18,13,5.83298e-08,8.18556e-08,6.909863078875008e-08,2346700000000000.0,0.00052
M87-10,18,14,8.18556e-08,1.1487e-07,9.696779244677069e-08,2885790000000000.0,0.00048
M87-10,18,15,1.1487e-07,1.61199e-07,1.3607692357633606e-07,3010540000000000.0,0.00049
M87-10,18,16,1.61199e-07,2.26215e-07,1.9095976483280452e-07,2603920000000000.0,0.00046
M87-10,18,17,2.26215e-07,3.17452e-07,2.6797836513420257e-07,1929510000000000.0,0.00051
M87-10,18,18,3.17452e-07,4.45488e-07,3.760599108865501e-07,2343310000000000.0,0.00052
M87-10,18,19,4.45488e-07,6.25164e-07,5.277338913050781e-07,3044880000000000.0,0.00052
M87-10,18,20,6.25164e-07,8.77307e-07,7.405813617341446e-07,2981870000000000.0,0.00051
M87-10,18,21,8.77307e-07,1.23114e-06,1.0392726976015487e-06,2057280000000000.0,0.00053
M87-10,18,22,1.23114e-06,1.72769e-06,1.4584334974896866e-06,3539080000000000.0,0.00046
M87-10,18,23,1.72769e-06,2.42451e-06,2.0466562197643256e-06,3862750000000000.0,0.00051
M87-10,18,24,2.42451e-06,3.40237e-06,2.872121182802007e-06,3635710000000000.0,0.0005
M87-10,18,25,3.40237e-06,4.77463e-06,4.0305158321361305e-06,3828350000000000.0,0.00046
M87-10,18,26,4.77463e-06,6.70034e-06,5.656115661317403e-06,3280260000000000.0,0.00048
M87-10,18,27,6.70034e-06,9.40274e-06,7.937351884073177e-06,3735890000000000.0,0.00053
M87-10,18,28,9.40274e-06,1.31951e-05,1.1138675620288077e-05,4183240000000000.0,0.00046
M87-10,18,29,1.31951e-05,1.8517e-05,1.5631176113779796e-05,4178580000000000.0,0.00043
M87-10,18,30,1.8517e-05,2.59853e-05,2.1935582966951208e-05,4147930000000000.0,0.00045
M87-10,18,31,2.59853e-05,3.64657e-05,3.078265995995148e-05,4706640000000000.0,0.00043
M87-10,18,32,3.64657e-05,5.11732e-05,4.319799253715385e-05,4600780000000000.0,0.00045
M87-10,18,33,5.11732e-05,7.18125e-05,6.062075077892058e-05,4813340000000000.0,0.0004
M87-10,18,34,7.18125e-05,0.000100776,8.50704208288639e-05,5059000000000000.0,0.00041
M87-10,18,35,0.000100776,0.000141421,0.00011938108181784918,5133930000000000.0,0.00045
M87-10,18,36,0.000141421,0.00019846,0.0001675303305673334,5355030000000000.0,0.00041
M87-10,18,37,0.00019846,0.000278503,0.00023509935214712947,5425290000000000.0,0.0004
M87-10,18,38,0.000278503,0.00039083,0.0003299201835141342,5590150000000000.0,0.00044
M87-10,18,39,0.00039083,0.00054846,0.00046298447252580727,5676170000000000.0,0.00042
M87-10,18,40,0.00054846,0.000769667,0.0006497165249706983,5761160000000000.0,0.00044
M87-10,18,41,0.000769667,0.00108009,0.0009117618274692136,5851460000000000.0,0.00038
M87-10,18,42,0.00108009,0.00151572,0.001279497563420892,5999270000000000.0,0.00043
M87-10,18,43,0.00151572,0.00212704,0.0017955492387567655,5964590000000000.0,0.00043
M87-10,18,44,0.00212704,0.00298492,0.0025197309850061374,6076760000000000.0,0.00042
M87-10,18,45,0.00298492,0.00418881,0.003535995297677869,6170560000000000.0,0.00036
M87-10,18,46,0.00418881,0.00587825,0.00496214393004677,6286530000000000.0,0.0004
M87-10,18,47,0.00587825,0.00824909,0.006963491458492644,6395690000000000.0,0.00041
M87-10,18,48,0.00824909,0.0115761,0.009772015695290303,6546750000000000.0,0.00041
M87-10,18,49,0.0115761,0.016245,0.013713268921012232,6731630000000000.0,0.00039
M87-10,18,50,0.016245,0.022797,0.01924414885101443,7008120000000000.0,0.00039
M87-10,18,51,0.022797,0.0319916,0.027005786513264154,7320780000000000.0,0.0004
M87-10,18,52,0.0319916,0.0448946,0.03789789024945848,7807050000000000.0,0.00039
M87-10,18,53,0.0448946,0.0630016,0.053183001338397595,8432370000000000.0,0.00039
M87-10,18,54,0.0630016,0.0884115,0.07463287451518935,9309040000000000.0,0.0004
M87-10,18,55,0.0884115,0.12407,0.10473401932991973,1.04514e+16,0.00035
M87-10,18,56,0.12407,0.17411,0.14697560239713256,1.20911e+16,0.00038
M87-10,18,57,0.17411,0.244333,0.20625425724091126,1.43087e+16,0.00035
M87-10,18,58,0.244333,0.342878,0.2894415491493922,1.77831e+16,0.00031
M87-10,18,59,0.342878,0.481168,0.4061796665319425,1.63859e+16,0.00035
M87-10,18,60,0.481168,0.675234,0.5700008713256498,2.37109e+16,0.00033
M87-10,18,61,0.675234,0.947571,0.7998950910050643,2.77468e+16,0.0003
M87-10,18,62,0.947571,1.32975,1.1225117091816905,2.30514e+16,0.00032
M87-10,18,63,1.32975,1.86607,1.5752481018874456,2.62341e+16,0.00033
M87-10,18,64,1.86607,2.61869,2.210578849147888,2.69654e+16,0.00035
M87-10,18,65,2.61869,3.67487,3.102151724255279,2.20719e+16,0.00042
M87-10,18,66,3.67487,5.15703,4.35332227569933,1.41009e+16,0.0006
M87-10,18,67,5.15703,7.23698,6.109118018945124,7011830000000000.0,0.00091
M87-10,18,68,7.23698,10.1558,8.573057884092467,1836960000000000.0,0.00178
M87-10,18,69,10.1558,14.2519,12.030770799080164,256499000000000.0,0.0047
M87-10,18,70,14.2519,20.0,16.88306844148895,15199000000000.0,0.02037
M87-10,19,1,1e-09,1.40332e-09,1.1846180819150111e-09,2357100000000.0,0.00996
M87-10,19,2,1.40332e-09,1.96931e-09,1.6623995034888576e-09,3721420000000.0,0.00673
M87-10,19,3,1.96931e-09,2.76358e-09,2.3328835654185575e-09,6436080000000.0,0.00502
M87-10,19,4,2.76358e-09,3.8782e-09,3.2737922896848543e-09,20124000000000.0,0.00303
M87-10,19,5,3.8782e-09,5.44237e-09,4.594191913057181e-09,28638700000000.0,0.00268
M87-10,19,6,5.44237e-09,7.6374e-09,6.447135537430557e-09,65243200000000.0,0.00202
M87-10,19,7,7.6374e-09,1.07177e-08,9.047395314674826e-09,110987000000000.0,0.00158
M87-10,19,8,1.07177e-08,1.50404e-08,1.2696396932988508e-08,218662000000000.0,0.00121
M87-10,19,9,1.50404e-08,2.11066e-08,1.7817174485310514e-08,386632000000000.0,0.00099
M87-10,19,10,2.11066e-08,2.96194e-08,2.5003296343482392e-08,680614000000000.0,0.00082
M87-10,19,11,2.96194e-08,4.15655e-08,3.508767833157389e-08,1119440000000000.0,0.0007
M87-10,19,12,4.15655e-08,5.83298e-08,4.923928616359096e-08,1717880000000000.0,0.00059
M87-10,19,13,5.83298e-08,8.18556e-08,6.909863078875008e-08,2392490000000000.0,0.00052
M87-10,19,14,8.18556e-08,1.1487e-07,9.696779244677069e-08,2942910000000000.0,0.00048
M87-10,19,15,1.1487e-07,1.61199e-07,1.3607692357633606e-07,3065490000000000.0,0.00047
M87-10,19,16,1.61199e-07,2.26215e-07,1.9095976483280452e-07,2653440000000000.0,0.00048
M87-10,19,17,2.26215e-07,3.17452e-07,2.6797836513420257e-07,1957700000000000.0,0.00052
M87-10,19,18,3.17452e-07,4.45488e-07,3.760599108865501e-07,2377010000000000.0,0.00046
M87-10,19,19,4.45488e-07,6.25164e-07,5.277338913050781e-07,3071890000000000.0,0.00054
M87-10,19,20,6.25164e-07,8.77307e-07,7.405813617341446e-07,3001010000000000.0,0.00051
M87-10,19,21,8.77307e-07,1.23114e-06,1.0392726976015487e-06,2069720000000000.0,0.00053
M87-10,19,22,1.23114e-06,1.72769e-06,1.4584334974896866e-06,3551060000000000.0,0.00049
M87-10,19,23,1.72769e-06,2.42451e-06,2.0466562197643256e-06,3889280000000000.0,0.0005
M87-10,19,24,2.42451e-06,3.40237e-06,2.872121182802007e-06,3661410000000000.0,0.00049
M87-10,19,25,3.40237e-06,4.77463e-06,4.0305158321361305e-06,3853060000000000.0,0.00049
M87-10,19,26,4.77463e-06,6.70034e-06,5.656115661317403e-06,3289590000000000.0,0.00048
M87-10,19,27,6.70034e-06,9.40274e-06,7.937351884073177e-06,3764810000000000.0,0.00047
M87-10,19,28,9.40274e-06,1.31951e-05,1.1138675620288077e-05,4224510000000000.0,0.00042
M87-10,19,29,1.31951e-05,1.8517e-05,1.5631176113779796e-05,4214780000000000.0,0.00046
M87-10,19,30,1.8517e-05,2.59853e-05,2.1935582966951208e-05,4179720000000000.0,0.00046
M87-10,19,31,2.59853e-05,3.64657e-05,3.078265995995148e-05,4744130000000000.0,0.00046
M87-10,19,32,3.64657e-05,5.11732e-05,4.319799253715385e-05,4634140000000000.0,0.00049
M87-10,19,33,5.11732e-05,7.18125e-05,6.062075077892058e-05,4858620000000000.0,0.00042
M87-10,19,34,7.18125e-05,0.000100776,8.50704208288639e-05,5107940000000000.0,0.00047
M87-10,19,35,0.000100776,0.000141421,0.00011938108181784918,5176100000000000.0,0.00044
M87-10,19,36,0.000141421,0.00019846,0.0001675303305673334,5400070000000000.0,0.00043
M87-10,19,37,0.00019846,0.000278503,0.00023509935214712947,5472930000000000.0,0.00041
M87-10,19,38,0.000278503,0.00039083,0.0003299201835141342,5637050000000000.0,0.00041
M87-10,19,39,0.00039083,0.00054846,0.00046298447252580727,5722570000000000.0,0.00042
M87-10,19,40,0.00054846,0.000769667,0.0006497165249706983,5811200000000000.0,0.00043
M87-10,19,41,0.000769667,0.00108009,0.0009117618274692136,5899230000000000.0,0.00037
M87-10,19,42,0.00108009,0.00151572,0.001279497563420892,6051780000000000.0,0.0004
M87-10,19,43,0.00151572,0.00212704,0.0017955492387567655,6015370000000000.0,0.00042
M87-10,19,44,0.00212704,0.00298492,0.0025197309850061374,6129680000000000.0,0.0004
M87-10,19,45,0.00298492,0.00418881,0.003535995297677869,6223770000000000.0,0.00041
M87-10,19,46,0.00418881,0.00587825,0.00496214393004677,6345520000000000.0,0.00039
M87-10,19,47,0.00587825,0.00824909,0.006963491458492644,6455820000000000.0,0.0004
M87-10,19,48,0.00824909,0.0115761,0.009772015695290303,6600910000000000.0,0.00041
M87-10,19,49,0.0115761,0.016245,0.013713268921012232,6791880000000000.0,0.00043
M87-10,19,50,0.016245,0.022797,0.01924414885101443,7069290000000000.0,0.0004
M87-10,19,51,0.022797,0.0319916,0.027005786513264154,7381040000000000.0,0.00038
M87-10,19,52,0.0319916,0.0448946,0.03789789024945848,7869360000000000.0,0.00037
M87-10,19,53,0.0448946,0.0630016,0.053183001338397595,8504110000000000.0,0.00039
M87-10,19,54,0.0630016,0.0884115,0.07463287451518935,9387090000000000.0,0.00037
M87-10,19,55,0.0884115,0.12407,0.10473401932991973,1.05526e+16,0.00033
M87-10,19,56,0.12407,0.17411,0.14697560239713256,1.2194e+16,0.00038
M87-10,19,57,0.17411,0.244333,0.20625425724091126,1.44263e+16,0.00035
M87-10,19,58,0.244333,0.342878,0.2894415491493922,1.79267e+16,0.00032
M87-10,19,59,0.342878,0.481168,0.4061796665319425,1.65418e+16,0.00033
M87-10,19,60,0.481168,0.675234,0.5700008713256498,2.39255e+16,0.00033
M87-10,19,61,0.675234,0.947571,0.7998950910050643,2.79697e+16,0.00034
M87-10,19,62,0.947571,1.32975,1.1225117091816905,2.32582e+16,0.00032
M87-10,19,63,1.32975,1.86607,1.5752481018874456,2.64361e+16,0.00033
M87-10,19,64,1.86607,2.61869,2.210578849147888,2.71487e+16,0.00035
M87-10,19,65,2.61869,3.67487,3.102151724255279,2.22151e+16,0.00042
M87-10,19,66,3.67487,5.15703,4.35332227569933,1.41862e+16,0.00057
M87-10,19,67,5.15703,7.23698,6.109118018945124,7056520000000000.0,0.00086
M87-10,19,68,7.23698,10.1558,8.573057884092467,1854040000000000.0,0.0016
M87-10,19,69,10.1558,14.2519,12.030770799080164,262965000000000.0,0.00513
M87-10,19,70,14.2519,20.0,16.88306844148895,14897800000000.0,0.02138
M87-10,20,1,1e-09,1.40332e-09,1.1846180819150111e-09,2381460000000.0,0.00837
M87-10,20,2,1.40332e-09,1.96931e-09,1.6623995034888576e-09,3785880000000.0,0.00651
M87-10,20,3,1.96931e-09,2.76358e-09,2.3328835654185575e-09,6507140000000.0,0.00525
M87-10,20,4,2.76358e-09,3.8782e-09,3.2737922896848543e-09,20589500000000.0,0.00313
M87-10,20,5,3.8782e-09,5.44237e-09,4.594191913057181e-09,29128000000000.0,0.00292
M87-10,20,6,5.44237e-09,7.6374e-09,6.447135537430557e-09,66301700000000.0,0.00212
M87-10,20,7,7.6374e-09,1.07177e-08,9.047395314674826e-09,113521000000000.0,0.00167
M87-10,20,8,1.07177e-08,1.50404e-08,1.2696396932988508e-08,222466000000000.0,0.00115
M87-10,20,9,1.50404e-08,2.11066e-08,1.7817174485310514e-08,394744000000000.0,0.00096
M87-10,20,10,2.11066e-08,2.96194e-08,2.5003296343482392e-08,694251000000000.0,0.00079
M87-10,20,11,2.96194e-08,4.15655e-08,3.508767833157389e-08,1140610000000000.0,0.00067
M87-10,20,12,4.15655e-08,5.83298e-08,4.923928616359096e-08,1752260000000000.0,0.00057
M87-10,20,13,5.83298e-08,8.18556e-08,6.909863078875008e-08,2441350000000000.0,0.00047
M87-10,20,14,8.18556e-08,1.1487e-07,9.696779244677069e-08,2999490000000000.0,0.00043
M87-10,20,15,1.1487e-07,1.61199e-07,1.3607692357633606e-07,3123350000000000.0,0.00045
M87-10,20,16,1.61199e-07,2.26215e-07,1.9095976483280452e-07,2701140000000000.0,0.00046
M87-10,20,17,2.26215e-07,3.17452e-07,2.6797836513420257e-07,1991210000000000.0,0.00051
M87-10,20,18,3.17452e-07,4.45488e-07,3.760599108865501e-07,2408160000000000.0,0.00048
M87-10,20,19,4.45488e-07,6.25164e-07,5.277338913050781e-07,3094520000000000.0,0.00042
M87-10,20,20,6.25164e-07,8.77307e-07,7.405813617341446e-07,3023660000000000.0,0.0005
M87-10,20,21,8.77307e-07,1.23114e-06,1.0392726976015487e-06,2080950000000000.0,0.00053
M87-10,20,22,1.23114e-06,1.72769e-06,1.4584334974896866e-06,3563890000000000.0,0.00048
M87-10,20,23,1.72769e-06,2.42451e-06,2.0466562197643256e-06,3912830000000000.0,0.0005
M87-10,20,24,2.42451e-06,3.40237e-06,2.872121182802007e-06,3679390000000000.0,0.00049
M87-10,20,25,3.40237e-06,4.77463e-06,4.0305158321361305e-06,3875830000000000.0,0.00047
M87-10,20,26,4.77463e-06,6.70034e-06,5.656115661317403e-06,3305770000000000.0,0.00041
M87-10,20,27,6.70034e-06,9.40274e-06,7.937351884073177e-06,3794010000000000.0,0.00045
M87-10,20,28,9.40274e-06,1.31951e-05,1.1138675620288077e-05,4264300000000000.0,0.00042
M87-10,20,29,1.31951e-05,1.8517e-05,1.5631176113779796e-05,4252230000000000.0,0.00042
M87-10,20,30,1.8517e-05,2.59853e-05,2.1935582966951208e-05,4214390000000000.0,0.00046
M87-10,20,31,2.59853e-05,3.64657e-05,3.078265995995148e-05,4783040000000000.0,0.00047
M87-10,20,32,3.64657e-05,5.11732e-05,4.319799253715385e-05,4674940000000000.0,0.00038
M87-10,20,33,5.11732e-05,7.18125e-05,6.062075077892058e-05,4907630000000000.0,0.00042
