case,detector,energy_group_idx,E_min_MeV,E_max_MeV,E_mid_MeV,flux,rel_err
M43-10,4,17,2.26215e-07,3.17452e-07,2.6797836513420257e-07,1723200000000000.0,0.00054
M43-10,4,18,3.17452e-07,4.45488e-07,3.760599108865501e-07,2108980000000000.0,0.00052
M43-10,4,19,4.45488e-07,6.25164e-07,5.277338913050781e-07,2849490000000000.0,0.00053
M43-10,4,20,6.25164e-07,8.77307e-07,7.405813617341446e-07,2837240000000000.0,0.00048
M43-10,4,21,8.77307e-07,1.23114e-06,1.0392726976015487e-06,1980090000000000.0,0.00047
M43-10,4,22,1.23114e-06,1.72769e-06,1.4584334974896866e-06,3468450000000000.0,0.00051
M43-10,4,23,1.72769e-06,2.42451e-06,2.0466562197643256e-06,3666740000000000.0,0.00049
M43-10,4,24,2.42451e-06,3.40237e-06,2.872121182802007e-06,3445080000000000.0,0.00049
M43-10,4,25,3.40237e-06,4.77463e-06,4.0305158321361305e-06,3638820000000000.0,0.00051
M43-10,4,26,4.77463e-06,6.70034e-06,5.656115661317403e-06,3197460000000000.0,0.00051
M43-10,4,27,6.70034e-06,9.40274e-06,7.937351884073177e-06,3497360000000000.0,0.00047
M43-10,4,28,9.40274e-06,1.31951e-05,1.1138675620288077e-05,3843530000000000.0,0.00048
M43-10,4,29,1.31951e-05,1.8517e-05,1.5631176113779796e-05,3891490000000000.0,0.00043
M43-10,4,30,1.8517e-05,2.59853e-05,2.1935582966951208e-05,3840190000000000.0,0.00045
M43-10,4,31,2.59853e-05,3.64657e-05,3.078265995995148e-05,4378240000000000.0,0.00042
M43-10,4,32,3.64657e-05,5.11732e-05,4.319799253715385e-05,4268710000000000.0,0.00042
M43-10,4,33,5.11732e-05,7.18125e-05,6.062075077892058e-05,4442930000000000.0,0.00044
M43-10,4,34,7.18125e-05,0.000100776,8.50704208288639e-05,4678250000000000.0,0.00045
M43-10,4,35,0.000100776,0.000141421,0.00011938108181784918,4761660000000000.0,0.00046
M43-10,4,36,0.000141421,0.00019846,0.0001675303305673334,4971250000000000.0,0.00044
M43-10,4,37,0.00019846,0.000278503,0.00023509935214712947,5027910000000000.0,0.0004
M43-10,4,38,0.000278503,0.00039083,0.0003299201835141342,5188150000000000.0,0.0004
M43-10,4,39,0.00039083,0.00054846,0.00046298447252580727,5263030000000000.0,0.00043
M43-10,4,40,0.00054846,0.000769667,0.0006497165249706983,5352370000000000.0,0.00039
M43-10,4,41,0.000769667,0.00108009,0.0009117618274692136,5436720000000000.0,0.00041
M43-10,4,42,0.00108009,0.00151572,0.001279497563420892,5568780000000000.0,0.00039
M43-10,4,43,0.00151572,0.00212704,0.0017955492387567655,5538100000000000.0,0.00038
M43-10,4,44,0.00212704,0.00298492,0.0025197309850061374,5647230000000000.0,0.00037
M43-10,4,45,0.00298492,0.00418881,0.003535995297677869,5732070000000000.0,0.00038
M43-10,4,46,0.00418881,0.00587825,0.00496214393004677,5849080000000000.0,0.00041
M43-10,4,47,0.00587825,0.00824909,0.006963491458492644,5950880000000000.0,0.00038
M43-10,4,48,0.00824909,0.0115761,0.009772015695290303,6083660000000000.0,0.0004
M43-10,4,49,0.0115761,0.016245,0.013713268921012232,6258710000000000.0,0.00038
M43-10,4,50,0.016245,0.022797,0.01924414885101443,6513320000000000.0,0.00042
M43-10,4,51,0.022797,0.0319916,0.027005786513264154,6802280000000000.0,0.00036
M43-10,4,52,0.0319916,0.0448946,0.03789789024945848,7250900000000000.0,0.00039
M43-10,4,53,0.0448946,0.0630016,0.053183001338397595,7836690000000000.0,0.00038
M43-10,4,54,0.0630016,0.0884115,0.07463287451518935,8654350000000000.0,0.00037
M43-10,4,55,0.0884115,0.12407,0.10473401932991973,9717240000000000.0,0.00036
M43-10,4,56,0.12407,0.17411,0.14697560239713256,1.123e+16,0.00036
M43-10,4,57,0.17411,0.244333,0.20625425724091126,1.32934e+16,0.00034
M43-10,4,58,0.244333,0.342878,0.2894415491493922,1.65177e+16,0.00029
M43-10,4,59,0.342878,0.481168,0.4061796665319425,1.52323e+16,0.00032
M43-10,4,60,0.481168,0.675234,0.5700008713256498,2.20667e+16,0.00031
M43-10,4,61,0.675234,0.947571,0.7998950910050643,2.58024e+16,0.00031
M43-10,4,62,0.947571,1.32975,1.1225117091816905,2.14721e+16,0.00031
M43-10,4,63,1.32975,1.86607,1.5752481018874456,2.44638e+16,0.00033
M43-10,4,64,1.86607,2.61869,2.210578849147888,2.51903e+16,0.00035
M43-10,4,65,2.61869,3.67487,3.102151724255279,2.0639e+16,0.00044
M43-10,4,66,3.67487,5.15703,4.35332227569933,1.31847e+16,0.00055
M43-10,4,67,5.15703,7.23698,6.109118018945124,6565790000000000.0,0.00081
M43-10,4,68,7.23698,10.1558,8.573057884092467,1712500000000000.0,0.00159
M43-10,4,69,10.1558,14.2519,12.030770799080164,241672000000000.0,0.00462
M43-10,4,70,14.2519,20.0,16.88306844148895,13882400000000.0,0.01836
M43-10,5,1,1e-09,1.40332e-09,1.1846180819150111e-09,2047970000000.0,0.01015
M43-10,5,2,1.40332e-09,1.96931e-09,1.6623995034888576e-09,3235080000000.0,0.00806
M43-10,5,3,1.96931e-09,2.76358e-09,2.3328835654185575e-09,5524460000000.0,0.00519
M43-10,5,4,2.76358e-09,3.8782e-09,3.2737922896848543e-09,17327600000000.0,0.00332
M43-10,5,5,3.8782e-09,5.44237e-09,4.594191913057181e-09,24502600000000.0,0.00288
M43-10,5,6,5.44237e-09,7.6374e-09,6.447135537430557e-09,55801300000000.0,0.00223
M43-10,5,7,7.6374e-09,1.07177e-08,9.047395314674826e-09,94849300000000.0,0.00166
M43-10,5,8,1.07177e-08,1.50404e-08,1.2696396932988508e-08,186584000000000.0,0.00121
M43-10,5,9,1.50404e-08,2.11066e-08,1.7817174485310514e-08,329961000000000.0,0.00103
M43-10,5,10,2.11066e-08,2.96194e-08,2.5003296343482392e-08,582410000000000.0,0.0009
M43-10,5,11,2.96194e-08,4.15655e-08,3.508767833157389e-08,955021000000000.0,0.00072
M43-10,5,12,4.15655e-08,5.83298e-08,4.923928616359096e-08,1467610000000000.0,0.00059
M43-10,5,13,5.83298e-08,8.18556e-08,6.909863078875008e-08,2049480000000000.0,0.00049
M43-10,5,14,8.18556e-08,1.1487e-07,9.696779244677069e-08,2528280000000000.0,0.00045
M43-10,5,15,1.1487e-07,1.61199e-07,1.3607692357633606e-07,2642100000000000.0,0.00045
M43-10,5,16,1.61199e-07,2.26215e-07,1.9095976483280452e-07,2299410000000000.0,0.00049
M43-10,5,17,2.26215e-07,3.17452e-07,2.6797836513420257e-07,1728200000000000.0,0.00053
M43-10,5,18,3.17452e-07,4.45488e-07,3.760599108865501e-07,2114330000000000.0,0.00048
M43-10,5,19,4.45488e-07,6.25164e-07,5.277338913050781e-07,2853480000000000.0,0.00048
M43-10,5,20,6.25164e-07,8.77307e-07,7.405813617341446e-07,2844290000000000.0,0.00048
M43-10,5,21,8.77307e-07,1.23114e-06,1.0392726976015487e-06,1983110000000000.0,0.00048
M43-10,5,22,1.23114e-06,1.72769e-06,1.4584334974896866e-06,3468930000000000.0,0.00048
M43-10,5,23,1.72769e-06,2.42451e-06,2.0466562197643256e-06,3671610000000000.0,0.00047
M43-10,5,24,2.42451e-06,3.40237e-06,2.872121182802007e-06,3453090000000000.0,0.00049
M43-10,5,25,3.40237e-06,4.77463e-06,4.0305158321361305e-06,3647810000000000.0,0.0005
M43-10,5,26,4.77463e-06,6.70034e-06,5.656115661317403e-06,3202860000000000.0,0.00048
M43-10,5,27,6.70034e-06,9.40274e-06,7.937351884073177e-06,3501430000000000.0,0.00046
M43-10,5,28,9.40274e-06,1.31951e-05,1.1138675620288077e-05,3857250000000000.0,0.00043
M43-10,5,29,1.31951e-05,1.8517e-05,1.5631176113779796e-05,3903040000000000.0,0.00046
M43-10,5,30,1.8517e-05,2.59853e-05,2.1935582966951208e-05,3847630000000000.0,0.00041
M43-10,5,31,2.59853e-05,3.64657e-05,3.078265995995148e-05,4388810000000000.0,0.00045
M43-10,5,32,3.64657e-05,5.11732e-05,4.319799253715385e-05,4281160000000000.0,0.00044
M43-10,5,33,5.11732e-05,7.18125e-05,6.062075077892058e-05,4453930000000000.0,0.00042
M43-10,5,34,7.18125e-05,0.000100776,8.50704208288639e-05,4689380000000000.0,0.0004
M43-10,5,35,0.000100776,0.000141421,0.00011938108181784918,4768780000000000.0,0.00043
M43-10,5,36,0.000141421,0.00019846,0.0001675303305673334,4981010000000000.0,0.00042
M43-10,5,37,0.00019846,0.000278503,0.00023509935214712947,5037970000000000.0,0.00042
M43-10,5,38,0.000278503,0.00039083,0.0003299201835141342,5204970000000000.0,0.00046
M43-10,5,39,0.00039083,0.00054846,0.00046298447252580727,5282820000000000.0,0.00042
M43-10,5,40,0.00054846,0.000769667,0.0006497165249706983,5362490000000000.0,0.00042
M43-10,5,41,0.000769667,0.00108009,0.0009117618274692136,5449390000000000.0,0.00039
M43-10,5,42,0.00108009,0.00151572,0.001279497563420892,5590390000000000.0,0.00044
M43-10,5,43,0.00151572,0.00212704,0.0017955492387567655,5550760000000000.0,0.00042
M43-10,5,44,0.00212704,0.00298492,0.0025197309850061374,5661630000000000.0,0.00044
M43-10,5,45,0.00298492,0.00418881,0.003535995297677869,5745520000000000.0,0.00039
M43-10,5,46,0.00418881,0.00587825,0.00496214393004677,5855340000000000.0,0.0004
M43-10,5,47,0.00587825,0.00824909,0.006963491458492644,5957410000000000.0,0.00039
M43-10,5,48,0.00824909,0.0115761,0.009772015695290303,6093580000000000.0,0.00042
M43-10,5,49,0.0115761,0.016245,0.013713268921012232,6270620000000000.0,0.0004
M43-10,5,50,0.016245,0.022797,0.01924414885101443,6523070000000000.0,0.00037
M43-10,5,51,0.022797,0.0319916,0.027005786513264154,6820870000000000.0,0.00039
M43-10,5,52,0.0319916,0.0448946,0.03789789024945848,7266900000000000.0,0.00038
M43-10,5,53,0.0448946,0.0630016,0.053183001338397595,7857120000000000.0,0.0004
M43-10,5,54,0.0630016,0.0884115,0.07463287451518935,8672600000000000.0,0.00035
M43-10,5,55,0.0884115,0.12407,0.10473401932991973,9742830000000000.0,0.00036
M43-10,5,56,0.12407,0.17411,0.14697560239713256,1.12642e+16,0.00033
M43-10,5,57,0.17411,0.244333,0.20625425724091126,1.33284e+16,0.00033
M43-10,5,58,0.244333,0.342878,0.2894415491493922,1.65624e+16,0.00031
M43-10,5,59,0.342878,0.481168,0.4061796665319425,1.52811e+16,0.00031
M43-10,5,60,0.481168,0.675234,0.5700008713256498,2.21175e+16,0.00033
M43-10,5,61,0.675234,0.947571,0.7998950910050643,2.58696e+16,0.00031
M43-10,5,62,0.947571,1.32975,1.1225117091816905,2.15251e+16,0.00034
M43-10,5,63,1.32975,1.86607,1.5752481018874456,2.45146e+16,0.00034
M43-10,5,64,1.86607,2.61869,2.210578849147888,2.52355e+16,0.00033
M43-10,5,65,2.61869,3.67487,3.102151724255279,2.06954e+16,0.00039
M43-10,5,66,3.67487,5.15703,4.35332227569933,1.32083e+16,0.00059
M43-10,5,67,5.15703,7.23698,6.109118018945124,6583800000000000.0,0.00084
M43-10,5,68,7.23698,10.1558,8.573057884092467,1720950000000000.0,0.00151
M43-10,5,69,10.1558,14.2519,12.030770799080164,240740000000000.0,0.00457
M43-10,5,70,14.2519,20.0,16.88306844148895,13481600000000.0,0.0218
M43-10,6,1,1e-09,1.40332e-09,1.1846180819150111e-09,2017530000000.0,0.00825
M43-10,6,2,1.40332e-09,1.96931e-09,1.6623995034888576e-09,3254410000000.0,0.00674
M43-10,6,3,1.96931e-09,2.76358e-09,2.3328835654185575e-09,5535250000000.0,0.00556
M43-10,6,4,2.76358e-09,3.8782e-09,3.2737922896848543e-09,17429600000000.0,0.00351
M43-10,6,5,3.8782e-09,5.44237e-09,4.594191913057181e-09,24634000000000.0,0.00302
M43-10,6,6,5.44237e-09,7.6374e-09,6.447135537430557e-09,55814500000000.0,0.00199
M43-10,6,7,7.6374e-09,1.07177e-08,9.047395314674826e-09,95249900000000.0,0.00148
M43-10,6,8,1.07177e-08,1.50404e-08,1.2696396932988508e-08,187244000000000.0,0.00134
M43-10,6,9,1.50404e-08,2.11066e-08,1.7817174485310514e-08,330984000000000.0,0.001
M43-10,6,10,2.11066e-08,2.96194e-08,2.5003296343482392e-08,582653000000000.0,0.00087
M43-10,6,11,2.96194e-08,4.15655e-08,3.508767833157389e-08,955181000000000.0,0.00071
M43-10,6,12,4.15655e-08,5.83298e-08,4.923928616359096e-08,1467860000000000.0,0.00057
M43-10,6,13,5.83298e-08,8.18556e-08,6.909863078875008e-08,2054330000000000.0,0.00061
M43-10,6,14,8.18556e-08,1.1487e-07,9.696779244677069e-08,2534170000000000.0,0.00053
M43-10,6,15,1.1487e-07,1.61199e-07,1.3607692357633606e-07,2647710000000000.0,0.0005
M43-10,6,16,1.61199e-07,2.26215e-07,1.9095976483280452e-07,2304980000000000.0,0.00047
M43-10,6,17,2.26215e-07,3.17452e-07,2.6797836513420257e-07,1733080000000000.0,0.00056
M43-10,6,18,3.17452e-07,4.45488e-07,3.760599108865501e-07,2122030000000000.0,0.00051
M43-10,6,19,4.45488e-07,6.25164e-07,5.277338913050781e-07,2859260000000000.0,0.0005
M43-10,6,20,6.25164e-07,8.77307e-07,7.405813617341446e-07,2846300000000000.0,0.00054
M43-10,6,21,8.77307e-07,1.23114e-06,1.0392726976015487e-06,1984820000000000.0,0.00051
M43-10,6,22,1.23114e-06,1.72769e-06,1.4584334974896866e-06,3474490000000000.0,0.00046
M43-10,6,23,1.72769e-06,2.42451e-06,2.0466562197643256e-06,3680690000000000.0,0.0005
M43-10,6,24,2.42451e-06,3.40237e-06,2.872121182802007e-06,3458300000000000.0,0.00049
M43-10,6,25,3.40237e-06,4.77463e-06,4.0305158321361305e-06,3653050000000000.0,0.00047
M43-10,6,26,4.77463e-06,6.70034e-06,5.656115661317403e-06,3204110000000000.0,0.0005
M43-10,6,27,6.70034e-06,9.40274e-06,7.937351884073177e-06,3513200000000000.0,0.00047
M43-10,6,28,9.40274e-06,1.31951e-05,1.1138675620288077e-05,3866430000000000.0,0.00046
M43-10,6,29,1.31951e-05,1.8517e-05,1.5631176113779796e-05,3910250000000000.0,0.00045
M43-10,6,30,1.8517e-05,2.59853e-05,2.1935582966951208e-05,3853770000000000.0,0.00046
M43-10,6,31,2.59853e-05,3.64657e-05,3.078265995995148e-05,4397490000000000.0,0.00043
M43-10,6,32,3.64657e-05,5.11732e-05,4.319799253715385e-05,4289820000000000.0,0.00042
M43-10,6,33,5.11732e-05,7.18125e-05,6.062075077892058e-05,4462440000000000.0,0.00042
M43-10,6,34,7.18125e-05,0.000100776,8.50704208288639e-05,4699310000000000.0,0.00041
M43-10,6,35,0.000100776,0.000141421,0.00011938108181784918,4780010000000000.0,0.00044
M43-10,6,36,0.000141421,0.00019846,0.0001675303305673334,4990050000000000.0,0.00041
M43-10,6,37,0.00019846,0.000278503,0.00023509935214712947,5048940000000000.0,0.00041
M43-10,6,38,0.000278503,0.00039083,0.0003299201835141342,5211590000000000.0,0.00045
M43-10,6,39,0.00039083,0.00054846,0.00046298447252580727,5295950000000000.0,0.00039
M43-10,6,40,0.00054846,0.000769667,0.0006497165249706983,5374060000000000.0,0.00044
M43-10,6,41,0.000769667,0.00108009,0.0009117618274692136,5457730000000000.0,0.00042
M43-10,6,42,0.00108009,0.00151572,0.001279497563420892,5595130000000000.0,0.00042
M43-10,6,43,0.00151572,0.00212704,0.0017955492387567655,5561910000000000.0,0.00042
M43-10,6,44,0.00212704,0.00298492,0.0025197309850061374,5672600000000000.0,0.00037
M43-10,6,45,0.00298492,0.00418881,0.003535995297677869,5762140000000000.0,0.0004
M43-10,6,46,0.00418881,0.00587825,0.00496214393004677,5867230000000000.0,0.0004
M43-10,6,47,0.00587825,0.00824909,0.006963491458492644,5973740000000000.0,0.00041
M43-10,6,48,0.00824909,0.0115761,0.009772015695290303,6111310000000000.0,0.00039
M43-10,6,49,0.0115761,0.016245,0.013713268921012232,6281980000000000.0,0.00043
M43-10,6,50,0.016245,0.022797,0.01924414885101443,6542290000000000.0,0.00036
M43-10,6,51,0.022797,0.0319916,0.027005786513264154,6834790000000000.0,0.00043
M43-10,6,52,0.0319916,0.0448946,0.03789789024945848,7284890000000000.0,0.00037
M43-10,6,53,0.0448946,0.0630016,0.053183001338397595,7875020000000000.0,0.00038
M43-10,6,54,0.0630016,0.0884115,0.07463287451518935,8682820000000000.0,0.00038
M43-10,6,55,0.0884115,0.12407,0.10473401932991973,9754100000000000.0,0.00032
M43-10,6,56,0.12407,0.17411,0.14697560239713256,1.12835e+16,0.00033
M43-10,6,57,0.17411,0.244333,0.20625425724091126,1.33452e+16,0.00031
M43-10,6,58,0.244333,0.342878,0.2894415491493922,1.65933e+16,0.00031
M43-10,6,59,0.342878,0.481168,0.4061796665319425,1.53089e+16,0.00032
M43-10,6,60,0.481168,0.675234,0.5700008713256498,2.21497e+16,0.00031
M43-10,6,61,0.675234,0.947571,0.7998950910050643,2.59039e+16,0.00033
M43-10,6,62,0.947571,1.32975,1.1225117091816905,2.15574e+16,0.00031
M43-10,6,63,1.32975,1.86607,1.5752481018874456,2.4578e+16,0.00032
M43-10,6,64,1.86607,2.61869,2.210578849147888,2.53028e+16,0.00034
M43-10,6,65,2.61869,3.67487,3.102151724255279,2.07357e+16,0.00044
M43-10,6,66,3.67487,5.15703,4.35332227569933,1.32398e+16,0.00055
M43-10,6,67,5.15703,7.23698,6.109118018945124,6584520000000000.0,0.00092
M43-10,6,68,7.23698,10.1558,8.573057884092467,1727760000000000.0,0.0016
M43-10,6,69,10.1558,14.2519,12.030770799080164,244261000000000.0,0.00467
M43-10,6,70,14.2519,20.0,16.88306844148895,13802600000000.0,0.02067
M43-10,7,1,1e-09,1.40332e-09,1.1846180819150111e-09,2040340000000.0,0.00819
M43-10,7,2,1.40332e-09,1.96931e-09,1.6623995034888576e-09,3219020000000.0,0.00699
M43-10,7,3,1.96931e-09,2.76358e-09,2.3328835654185575e-09,5556060000000.0,0.00531
M43-10,7,4,2.76358e-09,3.8782e-09,3.2737922896848543e-09,17393700000000.0,0.00337
M43-10,7,5,3.8782e-09,5.44237e-09,4.594191913057181e-09,24534300000000.0,0.00287
M43-10,7,6,5.44237e-09,7.6374e-09,6.447135537430557e-09,55778800000000.0,0.00192
M43-10,7,7,7.6374e-09,1.07177e-08,9.047395314674826e-09,95361900000000.0,0.0018
M43-10,7,8,1.07177e-08,1.50404e-08,1.2696396932988508e-08,187677000000000.0,0.00136
M43-10,7,9,1.50404e-08,2.11066e-08,1.7817174485310514e-08,331949000000000.0,0.00095
M43-10,7,10,2.11066e-08,2.96194e-08,2.5003296343482392e-08,584196000000000.0,0.00084
M43-10,7,11,2.96194e-08,4.15655e-08,3.508767833157389e-08,959864000000000.0,0.00074
M43-10,7,12,4.15655e-08,5.83298e-08,4.923928616359096e-08,1473720000000000.0,0.00056
M43-10,7,13,5.83298e-08,8.18556e-08,6.909863078875008e-08,2057370000000000.0,0.00055
M43-10,7,14,8.18556e-08,1.1487e-07,9.696779244677069e-08,2537180000000000.0,0.00051
M43-10,7,15,1.1487e-07,1.61199e-07,1.3607692357633606e-07,2655940000000000.0,0.00045
M43-10,7,16,1.61199e-07,2.26215e-07,1.9095976483280452e-07,2312530000000000.0,0.00048
M43-10,7,17,2.26215e-07,3.17452e-07,2.6797836513420257e-07,1736920000000000.0,0.00051
M43-10,7,18,3.17452e-07,4.45488e-07,3.760599108865501e-07,2129680000000000.0,0.00047
M43-10,7,19,4.45488e-07,6.25164e-07,5.277338913050781e-07,2866830000000000.0,0.00047
M43-10,7,20,6.25164e-07,8.77307e-07,7.405813617341446e-07,2852480000000000.0,0.00054
M43-10,7,21,8.77307e-07,1.23114e-06,1.0392726976015487e-06,1986950000000000.0,0.00048
M43-10,7,22,1.23114e-06,1.72769e-06,1.4584334974896866e-06,3477000000000000.0,0.00049
M43-10,7,23,1.72769e-06,2.42451e-06,2.0466562197643256e-06,3688390000000000.0,0.00047
M43-10,7,24,2.42451e-06,3.40237e-06,2.872121182802007e-06,3464780000000000.0,0.00045
M43-10,7,25,3.40237e-06,4.77463e-06,4.0305158321361305e-06,3656450000000000.0,0.00045
M43-10,7,26,4.77463e-06,6.70034e-06,5.656115661317403e-06,3207390000000000.0,0.00048
M43-10,7,27,6.70034e-06,9.40274e-06,7.937351884073177e-06,3517300000000000.0,0.00044
M43-10,7,28,9.40274e-06,1.31951e-05,1.1138675620288077e-05,3877640000000000.0,0.00049
M43-10,7,29,1.31951e-05,1.8517e-05,1.5631176113779796e-05,3919120000000000.0,0.00042
M43-10,7,30,1.8517e-05,2.59853e-05,2.1935582966951208e-05,3868770000000000.0,0.00042
M43-10,7,31,2.59853e-05,3.64657e-05,3.078265995995148e-05,4411380000000000.0,0.00046
M43-10,7,32,3.64657e-05,5.11732e-05,4.319799253715385e-05,4298640000000000.0,0.00039
M43-10,7,33,5.11732e-05,7.18125e-05,6.062075077892058e-05,4475400000000000.0,0.00041
M43-10,7,34,7.18125e-05,0.000100776,8.50704208288639e-05,4712500000000000.0,0.00042
M43-10,7,35,0.000100776,0.000141421,0.00011938108181784918,4796650000000000.0,0.00045
M43-10,7,36,0.000141421,0.00019846,0.0001675303305673334,5005580000000000.0,0.00042
M43-10,7,37,0.00019846,0.000278503,0.00023509935214712947,5063460000000000.0,0.0004
M43-10,7,38,0.000278503,0.00039083,0.0003299201835141342,5231220000000000.0,0.00041
M43-10,7,39,0.00039083,0.00054846,0.00046298447252580727,5304110000000000.0,0.0004
M43-10,7,40,0.00054846,0.000769667,0.0006497165249706983,5387360000000000.0,0.00041
M43-10,7,41,0.000769667,0.00108009,0.0009117618274692136,5476780000000000.0,0.00039
M43-10,7,42,0.00108009,0.00151572,0.001279497563420892,5613560000000000.0,0.00044
M43-10,7,43,0.00151572,0.00212704,0.0017955492387567655,5581030000000000.0,0.00041
M43-10,7,44,0.00212704,0.00298492,0.0025197309850061374,5685390000000000.0,0.00042
M43-10,7,45,0.00298492,0.00418881,0.003535995297677869,5774320000000000.0,0.00041
M43-10,7,46,0.00418881,0.00587825,0.00496214393004677,5879990000000000.0,0.00041
M43-10,7,47,0.00587825,0.00824909,0.006963491458492644,5989410000000000.0,0.00038
M43-10,7,48,0.00824909,0.0115761,0.009772015695290303,6125510000000000.0,0.00039
M43-10,7,49,0.0115761,0.016245,0.013713268921012232,6304830000000000.0,0.00039
M43-10,7,50,0.016245,0.022797,0.01924414885101443,6557650000000000.0,0.00039
M43-10,7,51,0.022797,0.0319916,0.027005786513264154,6849880000000000.0,0.0004
M43-10,7,52,0.0319916,0.0448946,0.03789789024945848,7307130000000000.0,0.00037
M43-10,7,53,0.0448946,0.0630016,0.053183001338397595,7898090000000000.0,0.00038
M43-10,7,54,0.0630016,0.0884115,0.07463287451518935,8709630000000000.0,0.00039
M43-10,7,55,0.0884115,0.12407,0.10473401932991973,9785190000000000.0,0.00037
M43-10,7,56,0.12407,0.17411,0.14697560239713256,1.13158e+16,0.00036
M43-10,7,57,0.17411,0.244333,0.20625425724091126,1.33884e+16,0.00032
M43-10,7,58,0.244333,0.342878,0.2894415491493922,1.66407e+16,0.00028
M43-10,7,59,0.342878,0.481168,0.4061796665319425,1.53471e+16,0.00031
M43-10,7,60,0.481168,0.675234,0.5700008713256498,2.22214e+16,0.00029
M43-10,7,61,0.675234,0.947571,0.7998950910050643,2.59951e+16,0.00028
M43-10,7,62,0.947571,1.32975,1.1225117091816905,2.16107e+16,0.00034
M43-10,7,63,1.32975,1.86607,1.5752481018874456,2.46342e+16,0.00035
M43-10,7,64,1.86607,2.61869,2.210578849147888,2.5361e+16,0.00035
M43-10,7,65,2.61869,3.67487,3.102151724255279,2.07738e+16,0.00046
M43-10,7,66,3.67487,5.15703,4.35332227569933,1.32852e+16,0.00059
M43-10,7,67,5.15703,7.23698,6.109118018945124,6606740000000000.0,0.00094
M43-10,7,68,7.23698,10.1558,8.573057884092467,1728770000000000.0,0.00167
M43-10,7,69,10.1558,14.2519,12.030770799080164,243614000000000.0,0.00468
M43-10,7,70,14.2519,20.0,16.88306844148895,13815100000000.0,0.02069
M43-10,8,1,1e-09,1.40332e-09,1.1846180819150111e-09,2042620000000.0,0.00802
M43-10,8,2,1.40332e-09,1.96931e-09,1.6623995034888576e-09,3245300000000.0,0.0075
