# BURN_STEP: step (dimensionless) | case: case label | layout_base: layout | Th_level: fraction | Pu_level: fraction | U235_enrichment: fraction | U233_enrichment: fraction | burnup_MWd_kgHM: MWd/kgHM | EFPD: day | ANA_KEFF: dimensionless | reactivity_pcm: pcm | conversion_ratio: dimensionless | Mdens_U233: g/cm3 | Mdens_U235: g/cm3 | Mdens_U238: g/cm3 | Mdens_Th232: g/cm3 | Mdens_Pa233: g/cm3 | Mdens_Pu239: g/cm3 | Mdens_Pu241: g/cm3 | Mdens_Pu240: g/cm3 | Mdens_Pu242: g/cm3 | Mdens_Am241: g/cm3 | Mdens_Am243: g/cm3 | Mdens_Sm149: g/cm3 | Mdens_Xe135: g/cm3 | Adens_U233: atoms/barn/cm | Adens_U235: atoms/barn/cm | Adens_U238: atoms/barn/cm | Adens_Th232: atoms/barn/cm | Adens_Pa233: atoms/barn/cm | Adens_Pu239: atoms/barn/cm | Adens_Pu241: atoms/barn/cm | Adens_Pu240: atoms/barn/cm | Adens_Pu242: atoms/barn/cm | Adens_Am241: atoms/barn/cm | Adens_Am243: atoms/barn/cm | Adens_Sm149: atoms/barn/cm | Adens_Xe135: atoms/barn/cm | Mass_U233_kg: kg | Mass_U235_kg: kg | Mass_U238_kg: kg | Mass_Th232_kg: kg | Mass_Pa233_kg: kg | Mass_Pu239_kg: kg | Mass_Pu241_kg: kg | Mass_Pu240_kg: kg | Mass_Pu242_kg: kg | Mass_Am241_kg: kg | Mass_Am243_kg: kg | Mass_Sm149_kg: kg | Mass_Xe135_kg: kg | U235_FISS: 1/s | U238_FISS: 1/s | PU239_FISS: 1/s | PU240_FISS: 1/s | PU241_FISS: 1/s | U235_CAPT: 1/s | U238_CAPT: 1/s | PU239_CAPT: 1/s | PU240_CAPT: 1/s | PU241_CAPT: 1/s | XE135_CAPT: 1/s | XE135M_CAPT: 1/s
BURN_STEP,case,layout_base,Th_level,Pu_level,U235_enrichment,U233_enrichment,burnup_MWd_kgHM,EFPD,ANA_KEFF,reactivity_pcm,conversion_ratio,Mdens_U233,Mdens_U235,Mdens_U238,Mdens_Th232,Mdens_Pa233,Mdens_Pu239,Mdens_Pu241,Mdens_Pu240,Mdens_Pu242,Mdens_Am241,Mdens_Am243,Mdens_Sm149,Mdens_Xe135,Adens_U233,Adens_U235,Adens_U238,Adens_Th232,Adens_Pa233,Adens_Pu239,Adens_Pu241,Adens_Pu240,Adens_Pu242,Adens_Am241,Adens_Am243,Adens_Sm149,Adens_Xe135,Mass_U233_kg,Mass_U235_kg,Mass_U238_kg,Mass_Th232_kg,Mass_Pa233_kg,Mass_Pu239_kg,Mass_Pu241_kg,Mass_Pu240_kg,Mass_Pu242_kg,Mass_Am241_kg,Mass_Am243_kg,Mass_Sm149_kg,Mass_Xe135_kg,U235_FISS,U238_FISS,PU239_FISS,PU240_FISS,PU241_FISS,U235_CAPT,U238_CAPT,PU239_CAPT,PU240_CAPT,PU241_CAPT,XE135_CAPT,XE135M_CAPT
21,D003,uniform,0.70,0.04,0.05,0,24.0001,631.5815789473685,1.06917,6469.5043819037155,0.638842,0.0560365,0.0748577,2.11803,5.90551,0.0052196,0.159918,0.0220603,0.0499863,0.00254418,0.000654154,0.000341024,4.39843e-05,3.26872e-06,0.000144806,0.000191792,0.00535804,0.0153265,1.34881e-05,0.000402854,5.51126e-05,0.000125396,6.32953e-06,1.6342e-06,8.44915e-07,1.77867e-07,1.45911e-08,2.8515788124466432,3.8093498214286585,107.78206119451363,300.51889737388615,0.2656143900751563,8.137888350072581,1.1226019483054201,2.543696947393246,0.12946793220580335,0.03328851171071036,0.01735398914878345,0.002238267878263219,0.00016633823839498524,198737000000000.0,23114800000000.0,1108210000000000.0,974083000000.0,12787900000000.0,57321600000000.0,279042000000000.0,599962000000000.0,155492000000000.0,4403590000000.0,47814600000000.0,0.0
22,D003,uniform,0.70,0.04,0.05,0,28.0001,736.8447368421052,1.04672,4463.466829715692,0.669553,0.0638606,0.0690524,2.10906,5.89009,0.00538572,0.136964,0.0251356,0.0526624,0.00359665,0.000852729,0.000553432,4.17345e-05,3.11186e-06,0.000165024,0.000176919,0.00533536,0.0152864,1.39174e-05,0.000345031,6.27955e-05,0.00013211,8.94792e-06,2.13027e-06,1.37117e-06,1.6877e-07,1.38909e-08,3.2497306917835713,3.5139303987328003,107.32559689093209,299.73420622993666,0.27406788507080443,6.969807901420359,1.279097452519944,2.6798780090225134,0.18302590161388055,0.043393572924055095,0.028162982436982505,0.002123780320827575,0.00015835596518876463,198426000000000.0,23320200000000.0,1095700000000000.0,1146190000000.0,16981800000000.0,57257100000000.0,281953000000000.0,594000000000000.0,170481000000000.0,5877640000000.0,48263400000000.0,0.0
23,D003,uniform,0.70,0.04,0.05,0,34.0001,894.7394736842107,1.01585,1560.269724860946,0.713089,0.0743697,0.0607316,2.09529,5.86604,0.00560819,0.107581,0.0286005,0.0543154,0.00547299,0.00114021,0.000995325,3.86222e-05,2.87445e-06,0.000192181,0.0001556,0.00530051,0.015224,1.44923e-05,0.00027101,7.14518e-05,0.000136257,1.3616e-05,2.84845e-06,2.466e-06,1.56184e-07,1.28311e-08,3.7845165349015923,3.0905025082934254,106.6248707526581,298.51035266236295,0.2853889122299776,5.474569257926927,1.4554188756503388,2.7639956783447284,0.2785088705528067,0.05802287219472641,0.050649981378181275,0.00196540196497063,0.00014627467306911124,198426000000000.0,23320200000000.0,1095700000000000.0,1146190000000.0,16981800000000.0,57257100000000.0,281953000000000.0,594000000000000.0,170481000000000.0,5877640000000.0,48263400000000.0,0.0
24,D003,uniform,0.70,0.04,0.05,0,42.0002,1105.2684210526315,0.978447,-2202.7764406247907,0.767248,0.0860385,0.0504886,2.07632,5.8322,0.00591994,0.0774005,0.0309327,0.052774,0.00840676,0.00145175,0.00181136,3.47185e-05,2.59311e-06,0.000222334,0.000129356,0.00525253,0.0151362,1.52979e-05,0.000194982,7.72781e-05,0.00013239,2.09147e-05,3.62673e-06,4.48779e-06,1.40398e-07,1.15752e-08,4.3783170550389565,2.569257930636167,105.65952762680062,296.7883067277812,0.3012532095144304,3.9387475283569877,1.5740995945815364,2.6855570966791134,0.42780221279565883,0.07387648302391144,0.09217627435177699,0.0017667509391187668,0.0001319578762831996,198315000000000.0,23535400000000.0,1082460000000000.0,1304390000000.0,21543000000000.0,57052100000000.0,284631000000000.0,587478000000000.0,183576000000000.0,7493010000000.0,48727500000000.0,0.0
25,D003,uniform,0.70,0.04,0.05,0,50.0002,1315.7947368421053,0.945103,-5808.573245455784,0.814949,0.0950613,0.0413921,2.05669,5.79632,0.00628149,0.0563113,0.0308037,0.0480955,0.0115995,0.00163225,0.002845,3.1114e-05,2.35517e-06,0.000245651,0.00010605,0.00520287,0.0150431,1.62321e-05,0.000141856,7.69559e-05,0.000120653,2.88577e-05,4.07765e-06,7.04871e-06,1.25821e-07,1.05131e-08,4.837468238802103,2.1063563099528464,104.66059849867293,294.96244951345506,0.3196517233338175,2.865562802482786,1.5675350577741767,2.4474781396773087,0.5902739898989914,0.0830617457659924,0.14477602493750857,0.0015833255676293997,0.00011984961358596556,198315000000000.0,23535400000000.0,1082460000000000.0,1304390000000.0,21543000000000.0,57052100000000.0,284631000000000.0,587478000000000.0,183576000000000.0,7493010000000.0,48727500000000.0,0.0
0,D004,uniform,0.70,0.06,0.02,0,0.0,0.0,1.40516,28833.727120043266,0.315952,0.0,0.0415848,2.06372,5.9869,0.0,0.528675,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000106544,0.00522066,0.0155377,0.0,0.0013318,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.116162404858104,105.01834031073292,304.66066210839017,0.0,26.903151136673934,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59139000000000.0,19692500000000.0,1280560000000000.0,24000400000.0,7158250000.0,18191700000000.0,235421000000000.0,682145000000000.0,7994580000000.0,3166460000.0,37383200000000.0,0.0
1,D004,uniform,0.70,0.06,0.02,0,0.1,2.6315789473684212,1.3743,27235.68362075239,0.325429,8.46166e-06,0.0415356,2.06356,5.98663,0.000249659,0.527449,2.6432e-06,0.000441368,6.01333e-10,3.0814e-10,1.84082e-13,1.93736e-06,4.94443e-06,2.1866e-08,0.000106418,0.00522024,0.015537,6.45149e-07,0.00132872,6.60342e-09,1.10722e-06,1.49603e-12,7.6979e-13,4.56078e-16,7.83444e-09,2.20712e-08,0.00043059595752995385,2.113658721052506,105.01019824957649,304.6469223801887,0.01270461778905921,26.8407625930629,0.00013450685030397982,0.022460282803029273,3.0600562883566553e-08,1.5680592029611205e-08,9.367543136220195e-12,9.858814751245398e-05,0.0002516115715225889,59139000000000.0,19692500000000.0,1280560000000000.0,24000400000.0,7158250000.0,18191700000000.0,235421000000000.0,682145000000000.0,7994580000000.0,3166460000.0,37383200000000.0,0.0
2,D004,uniform,0.70,0.06,0.02,0,0.400001,10.526342105263158,1.35695,26305.31707137331,0.339208,0.000128967,0.0413879,2.06305,5.98581,0.000918523,0.524019,3.94211e-05,0.00173824,3.63073e-08,1.8511e-08,6.09752e-11,1.63562e-05,4.98177e-06,3.33268e-07,0.00010604,0.00521895,0.0155348,2.37358e-06,0.00132007,9.84846e-08,4.36058e-06,9.03271e-11,4.62438e-11,1.51071e-13,6.61424e-08,2.22379e-08,0.00656285750724628,2.1061425808474907,104.98424542964044,304.6051943167621,0.04674169024733749,26.66621715702225,0.0020060562940822564,0.08845535240329522,1.84760160640197e-06,9.419855879150162e-07,3.1028987964040678e-09,0.0008323323792909939,0.0002535117250449673,59179600000000.0,20132600000000.0,1280020000000000.0,96028100000.0,118149000000.0,18355800000000.0,240259000000000.0,683596000000000.0,28410400000000.0,41688700000.0,37846400000000.0,0.0
3,D004,uniform,0.70,0.06,0.02,0,0.700002,18.421105263157894,1.34316,25548.70603651091,0.350245,0.000371752,0.0412399,2.06253,5.98498,0.00146934,0.520671,0.000111611,0.00299912,1.85418e-07,9.39351e-08,5.83513e-10,2.99806e-05,4.97597e-06,9.60656e-07,0.00010566,0.00521765,0.0155327,3.79696e-06,0.00131164,2.78833e-07,7.52364e-06,4.61292e-10,2.34667e-10,1.4457e-12,1.21238e-07,2.2212e-08,0.018917671993873002,2.098611174277807,104.9577837308821,304.5629573745132,0.07477160087229484,26.495844527324262,0.005679647423304137,0.15261886534642558,9.435529346876262e-06,4.7801583058373855e-06,2.9693740822270804e-08,0.001525649241912643,0.00025321657532804726,59179600000000.0,20132600000000.0,1280020000000000.0,96028100000.0,118149000000.0,18355800000000.0,240259000000000.0,683596000000000.0,28410400000000.0,41688700000.0,37846400000000.0,0.0
4,D004,uniform,0.70,0.06,0.02,0,1.0,26.315789473684212,1.33169,24907.448430190212,0.359644,0.00071445,0.0410917,2.06201,5.98414,0.00192318,0.517339,0.000212576,0.0042298,5.15016e-07,2.59482e-07,2.3972e-09,4.06469e-05,4.97024e-06,1.84623e-06,0.000105281,0.00521634,0.0155305,4.96974e-06,0.00130325,5.31072e-07,1.06109e-05,1.28128e-09,6.48233e-10,5.93926e-12,1.64371e-07,2.21864e-08,0.03635684745750545,2.0910695901316774,104.93132203212373,304.520211553442,0.09786655734246669,26.326286103741914,0.010817542452413294,0.2152455642462825,2.6208073553327204e-05,1.3204489456180878e-05,1.219884312759914e-07,0.0020684346601168423,0.0002529249877628831,59214000000000.0,20373000000000.0,1278890000000000.0,166815000000.0,346183000000.0,18418800000000.0,243182000000000.0,683485000000000.0,44980300000000.0,116325000000.0,37876000000000.0,0.0
5,D004,uniform,0.70,0.06,0.02,0,1.3,34.21052631578947,1.32176,24343.299842634067,0.367888,0.00113868,0.0409435,2.06149,5.9833,0.00229729,0.514016,0.000337724,0.00543419,1.08121e-06,5.41938e-07,6.68881e-09,4.88392e-05,4.96293e-06,2.94248e-06,0.000104901,0.00521502,0.0155283,5.93647e-06,0.00129488,8.43724e-07,1.36323e-05,2.68988e-09,1.35386e-09,1.65721e-11,1.975e-07,2.21538e-08,0.05794501373491819,2.0835280059855474,104.90486033336539,304.4774657323708,0.11690422296263236,26.157185671099615,0.01718605913743239,0.276534420722376,5.502048714329829e-05,2.757807711865853e-05,3.4037937552276157e-07,0.0024853234576899708,0.0002525529973437994,59214000000000.0,20373000000000.0,1278890000000000.0,166815000000.0,346183000000.0,18418800000000.0,243182000000000.0,683485000000000.0,44980300000000.0,116325000000.0,37876000000000.0,0.0
6,D004,uniform,0.70,0.06,0.02,0,1.6,42.10526315789474,1.31312,23845.49774582674,0.375079,0.00162933,0.0407952,2.06096,5.98245,0.00260605,0.510701,0.000483593,0.00661527,1.93229e-06,9.63676e-07,1.49522e-08,5.51099e-05,4.95484e-06,4.21041e-06,0.000104521,0.00521368,0.0155261,6.73436e-06,0.00128653,1.20814e-06,1.65952e-05,4.80724e-09,2.40744e-09,3.70453e-11,2.22858e-07,2.21177e-08,0.08291315314988781,2.0759813330511947,104.87788975578476,304.4342110324774,0.13261636547922467,25.988492341515133,0.02460902363008948,0.3366370806637442,9.833014594956006e-05,4.90394307935601e-05,7.608857926434502e-07,0.002804426100774553,0.00025214131437657815,59307000000000.0,20615200000000.0,1277890000000000.0,238973000000.0,664276000000.0,18446700000000.0,245566000000000.0,683578000000000.0,58875100000000.0,224307000000.0,37948700000000.0,0.0
7,D004,uniform,0.70,0.06,0.02,0,2.00001,52.63184210526316,1.30342,23278.758957204893,0.383515,0.00236591,0.0405974,2.06026,5.98131,0.00293619,0.506295,0.000705866,0.00815741,3.58018e-06,1.77433e-06,3.52549e-08,6.12395e-05,4.94126e-06,6.11381e-06,0.000104014,0.0052119,0.0155232,7.58749e-06,0.00127543,1.76344e-06,2.04638e-05,8.90695e-09,4.43261e-09,8.73468e-11,2.47645e-07,2.2057e-08,0.12039614944108995,2.0659157099465766,104.84226823822544,304.3761988467379,0.14941649091784295,25.764280332420352,0.03592002587646377,0.415113319362208,0.00018218777819359205,9.029189607288914e-05,1.7940471991456487e-06,0.003116348463676821,0.0002514502569359274,59307000000000.0,20615200000000.0,1277890000000000.0,238973000000.0,664276000000.0,18446700000000.0,245566000000000.0,683578000000000.0,58875100000000.0,224307000000.0,37948700000000.0,0.0
8,D004,uniform,0.70,0.06,0.02,0,2.50001,65.78973684210527,1.29273,22644.326348116,0.393034,0.00338707,0.0403502,2.05937,5.97987,0.00324726,0.50081,0.0010218,0.0100378,6.58446e-06,3.23905e-06,8.24234e-08,6.6358e-05,4.9242e-06,8.75263e-06,0.000103381,0.00520965,0.0155194,8.39132e-06,0.00126161,2.55273e-06,2.5181e-05,1.63811e-08,8.09174e-09,2.04211e-10,2.68344e-07,2.19809e-08,0.1723608192566211,2.053336225459915,104.79697802304288,304.30292029633017,0.16524618444238104,25.48516029840199,0.05199723806015685,0.5108023842241558,0.000335069225012312,0.00016482839492929248,4.194352271997976e-06,0.0033768180888587677,0.0002505821096651247,59247900000000.0,20729400000000.0,1276410000000000.0,305499000000.0,1053440000000.0,18532600000000.0,247624000000000.0,683065000000000.0,70931800000000.0,364034000000.0,38097000000000.0,0.0
9,D004,uniform,0.70,0.06,0.02,0,3.00001,78.94763157894737,1.2835,22088.040514218937,0.40138,0.00448845,0.0401032,2.05847,5.97843,0.00347606,0.49535,0.00137307,0.0118713,1.0775e-05,5.26232e-06,1.63912e-07,6.95877e-05,4.90918e-06,1.15987e-05,0.000102748,0.00520738,0.0155157,8.98258e-06,0.00124785,3.4303e-06,2.97805e-05,2.68066e-08,1.31462e-08,4.06105e-10,2.81405e-07,2.19139e-08,0.22840771498445,2.040766918549699,104.75117892903803,304.22964174592244,0.17688933189605485,25.20731246143932,0.06987262445024424,0.6041053162884519,0.000548316931002339,0.0002677883204039192,8.341134551689598e-06,0.003541170682089232,0.00024981777367406616,59247900000000.0,20729400000000.0,1276410000000000.0,305499000000.0,1053440000000.0,18532600000000.0,247624000000000.0,683065000000000.0,70931800000000.0,364034000000.0,38097000000000.0,0.0
10,D004,uniform,0.70,0.06,0.02,0,4.00001,105.26342105263157,1.26813,21143.731320921353,0.415581,0.00684204,0.03961,2.05666,5.97551,0.00377157,0.484509,0.00216528,0.01541,2.31549e-05,1.11557e-05,4.78679e-07,7.28773e-05,4.86749e-06,1.76807e-05,0.000101485,0.00520281,0.0155081,9.74622e-06,0.00122054,5.40945e-06,3.86578e-05,5.76059e-08,2.78691e-08,1.18597e-09,2.94707e-07,2.17277e-08,0.348176925716496,2.0156690150350487,104.65907186220609,304.08104912981787,0.19192720997313154,24.655636930209962,0.11018651362976749,0.7841822651272432,0.0011783038241917458,0.0005676899477663847,2.435896057682308e-05,0.003708571459465129,0.00024769625786399773,59304400000000.0,20926800000000.0,1274430000000000.0,369685000000.0,1513500000000.0,18525100000000.0,249263000000000.0,682381000000000.0,81380700000000.0,519558000000.0,38166300000000.0,0.0
11,D004,uniform,0.70,0.06,0.02,0,5.00001,131.5792105263158,1.25492,20313.645491346062,0.427873,0.00930077,0.0391183,2.05484,5.97257,0.00394163,0.473776,0.00304694,0.0188014,4.15865e-05,1.97697e-05,1.08882e-06,7.40416e-05,4.83624e-06,2.40344e-05,0.000100225,0.00519819,0.0155005,1.01857e-05,0.0011935,7.61206e-06,4.71655e-05,1.03461e-07,4.93884e-08,2.69764e-09,2.99416e-07,2.15882e-08,0.4732964883859513,1.9906474433437404,104.56645591655187,303.93143875606876,0.20058120322475637,24.10945729026118,0.15505232387454915,0.9567634289139099,0.002116248914257891,0.0010060381652748905,5.5407743927050285e-05,0.0037678202207427187,0.0002461060115443854,59304400000000.0,20926800000000.0,1274430000000000.0,369685000000.0,1513500000000.0,18525100000000.0,249263000000000.0,682381000000000.0,81380700000000.0,519558000000.0,38166300000000.0,0.0
12,D004,uniform,0.70,0.06,0.02,0,6.00002,157.89526315789473,1.24333,19570.829948605766,0.439122,0.0118008,0.0386283,2.053,5.96959,0.00404714,0.463155,0.0039983,0.0220596,6.66913e-05,3.12943e-05,2.11846e-06,7.43366e-05,4.80456e-06,3.04947e-05,9.89692e-05,0.00519353,0.0154928,1.04583e-05,0.00116675,9.98882e-06,5.53392e-05,1.65918e-07,7.81789e-08,5.24865e-09,3.00609e-07,2.14468e-08,0.6005177205914064,1.9657123810522186,104.4728222132531,303.7797928670305,0.20595038367858995,23.568977093121887,0.20346501951059418,1.1225663267878607,0.003393779020005225,0.001592500652795035,0.00010780394298387149,0.003782832145999859,0.0002444938834354152,59379400000000.0,21016900000000.0,1272580000000000.0,465484000000.0,2248950000000.0,18607500000000.0,250816000000000.0,681773000000000.0,93763900000000.0,763015000000.0,38318600000000.0,0.0
13,D004,uniform,0.70,0.06,0.02,0,7.00002,184.21105263157895,1.23295,18893.71020722657,0.449168,0.0143085,0.0381402,2.05114,5.96659,0.00411807,0.452649,0.00500538,0.0251944,9.89794e-05,4.58554e-05,3.69798e-06,7.42353e-05,4.77187e-06,3.69751e-05,9.77187e-05,0.00518883,0.015485,1.06416e-05,0.00114028,1.25048e-05,6.32032e-05,2.46246e-07,1.14555e-07,9.16205e-09,3.00199e-07,2.13009e-08,0.7281292628535471,1.9408740057369294,104.37817075230979,303.62712922034774,0.20955986116499326,23.034349002438777,0.2547131879443609,1.2820896599949265,0.005036852050158045,0.0023334841946992726,0.00018818237072000277,0.003777677203530204,0.00024283035856539507,59379400000000.0,21016900000000.0,1272580000000000.0,465484000000.0,2248950000000.0,18607500000000.0,250816000000000.0,681773000000000.0,93763900000000.0,763015000000.0,38318600000000.0,0.0
14,D004,uniform,0.70,0.06,0.02,0,8.00002,210.52684210526314,1.22335,18257.244451710463,0.458638,0.0168066,0.0376543,2.04927,5.96356,0.00417142,0.44226,0.00605715,0.0282135,0.000138882,6.35309e-05,5.96721e-06,7.39828e-05,4.73952e-06,4.34304e-05,9.64738e-05,0.0051841,0.0154771,1.07795e-05,0.00111411,1.51324e-05,7.07768e-05,3.45516e-07,1.58712e-07,1.47843e-08,2.99178e-07,2.11565e-08,0.8552522814463028,1.916147583762541,104.28301041254417,303.4729389371981,0.2122747296818355,22.505674793976286,0.3082355358348787,1.4357252652282593,0.007067410859532887,0.003232952957013133,0.0003036586797073288,0.003764828013267736,0.00024118413557533235,59333200000000.0,21197100000000.0,1269580000000000.0,568993000000.0,3245360000000.0,18554400000000.0,252508000000000.0,680495000000000.0,107146000000000.0,1112760000000.0,38407700000000.0,0.0
15,D004,uniform,0.70,0.06,0.02,0,10.0,263.15789473684214,1.20592,17075.7595860422,0.476035,0.021745,0.0366897,2.04549,5.95743,0.00424906,0.42184,0.00827144,0.0339151,0.000242718,0.000108297,1.31469e-05,7.32698e-05,4.65608e-06,5.61919e-05,9.40024e-05,0.00517455,0.0154612,1.09801e-05,0.00106267,2.06643e-05,8.508e-05,6.03846e-07,2.70545e-07,3.25726e-08,2.96295e-07,2.07841e-08,1.1065569990390594,1.8670611325658024,104.09065421772385,303.16099621914293,0.21622566485798597,21.46654423888879,0.42091606457262065,1.7258676145371163,0.01235140499851747,0.005511004981601886,0.0006690178988579724,0.0037285449532394603,0.0002369380506822618,59333200000000.0,21197100000000.0,1269580000000000.0,568993000000.0,3245360000000.0,18554400000000.0,252508000000000.0,680495000000000.0,107146000000000.0,1112760000000.0,38407700000000.0,0.0
16,D004,uniform,0.70,0.06,0.02,0,12.0,315.7894736842105,1.19018,15979.09559898503,0.49198,0.026573,0.0357355,2.04167,5.95121,0.00431645,0.401907,0.0105702,0.0392122,0.000380796,0.000165702,2.48663e-05,7.23582e-05,4.58981e-06,6.86682e-05,9.15577e-05,0.00516488,0.0154451,1.11543e-05,0.00101246,2.64072e-05,9.83684e-05,9.47363e-07,4.13954e-07,6.16083e-08,2.92608e-07,2.04882e-08,1.3522436944338891,1.8185039153442313,103.89626250761445,302.8444735916873,0.21965499924130363,20.452196082446136,0.5378950927221277,1.9954258154849116,0.01937790200073937,0.008432223860876992,0.0012653933458360524,0.0036821555598007846,0.0002335657107270391,59226300000000.0,21347500000000.0,1265470000000000.0,676310000000.0,4423720000000.0,18566700000000.0,254383000000000.0,678774000000000.0,118784000000000.0,1489980000000.0,38607900000000.0,0.0
17,D004,uniform,0.70,0.06,0.02,0,14.0,368.42105263157896,1.1757,14944.288508973375,0.507432,0.0312815,0.0347924,2.03781,5.94491,0.00438011,0.382474,0.0129173,0.0441234,0.000554735,0.000235346,4.2305e-05,7.13222e-05,4.52249e-06,8.08353e-05,8.91413e-05,0.00515511,0.0154287,1.13187e-05,0.000963504,3.22708e-05,0.000110689,1.3801e-06,5.87937e-07,1.04814e-07,2.88419e-07,2.01877e-08,1.5918492879025217,1.770511553615386,103.69983528221591,302.52387993365346,0.2228945218239124,19.463291867117274,0.6573340410985165,2.2453463826810776,0.028229289347525065,0.011976259530735637,0.0021528118576384183,0.0036294357138129964,0.00023013993849547735,59226300000000.0,21347500000000.0,1265470000000000.0,676310000000.0,4423720000000.0,18566700000000.0,254383000000000.0,678774000000000.0,118784000000000.0,1489980000000.0,38607900000000.0,0.0
18,D004,uniform,0.70,0.06,0.02,0,16.0001,421.05526315789473,1.16226,13960.731677937816,0.521867,0.0358659,0.0338612,2.03391,5.93851,0.00444088,0.36355,0.0152795,0.0486682,0.000765572,0.000316591,6.67158e-05,7.0224e-05,4.45481e-06,9.26821e-05,8.67556e-05,0.00514524,0.0154121,1.14758e-05,0.000915832,3.81723e-05,0.00012209,1.90463e-06,7.90904e-07,1.65294e-07,2.83978e-07,1.98856e-08,1.8251396951867094,1.7231247576850492,103.50137254152831,302.19819748739684,0.22598697842688334,18.500289583842264,0.777541396496542,2.476621629829052,0.03895833777274457,0.016110645522316617,0.003395025773119801,0.0035735506415506503,0.0002266958466263137,59235500000000.0,21452500000000.0,1261070000000000.0,884547000000.0,7071570000000.0,18604400000000.0,256268000000000.0,676932000000000.0,138747000000000.0,2395610000000.0,38829900000000.0,0.0
19,D004,uniform,0.70,0.06,0.02,0,18.0001,473.68684210526317,1.14962,13014.735303839536,0.535373,0.0403242,0.0329424,2.02997,5.93203,0.00450151,0.345146,0.0176332,0.0528563,0.00101424,0.000408613,9.91916e-05,6.90344e-05,4.38573e-06,0.000104203,8.44015e-05,0.00513527,0.0153953,1.16325e-05,0.000869469,4.40525e-05,0.000132596,2.52328e-06,1.02079e-06,2.45755e-07,2.79167e-07,1.95772e-08,2.0520131405219972,1.6763689714943346,103.30087428555159,301.86844401056203,0.22907231072634243,17.563748999325597,0.8973162048956331,2.6897451693864447,0.05161252567051623,0.02079345022066439,0.005047650458766739,0.0035130144168527035,0.00022318051172203144,59235500000000.0,21452500000000.0,1261070000000000.0,884547000000.0,7071570000000.0,18604400000000.0,256268000000000.0,676932000000000.0,138747000000000.0,2395610000000.0,38829900000000.0,0.0
20,D004,uniform,0.70,0.06,0.02,0,20.0001,526.3184210526316,1.13745,12084.047650446179,0.548928,0.0446548,0.0320366,2.02599,5.92547,0.00456032,0.327266,0.0199539,0.056703,0.00130113,0.000510422,0.000140935,6.77842e-05,4.31621e-06,0.000115394,8.20806e-05,0.00512521,0.0153783,1.17844e-05,0.000824426,4.98502e-05,0.000142246,3.23701e-06,1.27513e-06,3.49178e-07,2.74111e-07,1.92669e-08,2.272388203296822,1.6302747277725786,103.09834051428577,301.534619503149,0.23206502708014728,16.653873665096196,1.0154117131812135,2.885495585951335,0.06621175020279103,0.025974294622373634,0.00717188368174614,0.0034493943864917637,0.00021964278614956904,59211500000000.0,21728400000000.0,1251940000000000.0,1088570000000.0,10065000000000.0,18552000000000.0,258926000000000.0,672497000000000.0,155345000000000.0,3431930000000.0,39175200000000.0,0.0
21,D004,uniform,0.70,0.06,0.02,0,24.0001,631.5815789473685,1.11495,10309.879366787756,0.574932,0.0529464,0.0302663,2.01793,5.9121,0.0046611,0.293117,0.0244539,0.0633807,0.00198967,0.0007388,0.000256092,6.52904e-05,4.14873e-06,0.00013682,7.75452e-05,0.00510482,0.0153436,1.20449e-05,0.0007384,6.10925e-05,0.000158998,4.95e-06,1.84566e-06,6.3449e-07,2.64027e-07,1.85193e-08,2.6943301675751505,1.540187909865067,102.68818418353132,300.854248517766,0.23719350785104434,14.916103374906045,1.2444071832053922,3.2253095971025476,0.10125009263177948,0.03759596738974739,0.013031979535429328,0.003322490185792586,0.00021112008363409135,59211500000000.0,21728400000000.0,1251940000000000.0,1088570000000.0,10065000000000.0,18552000000000.0,258926000000000.0,672497000000000.0,155345000000000.0,3431930000000.0,39175200000000.0,0.0
