# BURN_STEP: step (dimensionless) | case: case label | layout_base: layout | Th_level: fraction | Pu_level: fraction | U235_enrichment: fraction | U233_enrichment: fraction | burnup_MWd_kgHM: MWd/kgHM | EFPD: day | ANA_KEFF: dimensionless | reactivity_pcm: pcm | conversion_ratio: dimensionless | Mdens_U233: g/cm3 | Mdens_U235: g/cm3 | Mdens_U238: g/cm3 | Mdens_Th232: g/cm3 | Mdens_Pa233: g/cm3 | Mdens_Pu239: g/cm3 | Mdens_Pu241: g/cm3 | Mdens_Pu240: g/cm3 | Mdens_Pu242: g/cm3 | Mdens_Am241: g/cm3 | Mdens_Am243: g/cm3 | Mdens_Sm149: g/cm3 | Mdens_Xe135: g/cm3 | Adens_U233: atoms/barn/cm | Adens_U235: atoms/barn/cm | Adens_U238: atoms/barn/cm | Adens_Th232: atoms/barn/cm | Adens_Pa233: atoms/barn/cm | Adens_Pu239: atoms/barn/cm | Adens_Pu241: atoms/barn/cm | Adens_Pu240: atoms/barn/cm | Adens_Pu242: atoms/barn/cm | Adens_Am241: atoms/barn/cm | Adens_Am243: atoms/barn/cm | Adens_Sm149: atoms/barn/cm | Adens_Xe135: atoms/barn/cm | Mass_U233_kg: kg | Mass_U235_kg: kg | Mass_U238_kg: kg | Mass_Th232_kg: kg | Mass_Pa233_kg: kg | Mass_Pu239_kg: kg | Mass_Pu241_kg: kg | Mass_Pu240_kg: kg | Mass_Pu242_kg: kg | Mass_Am241_kg: kg | Mass_Am243_kg: kg | Mass_Sm149_kg: kg | Mass_Xe135_kg: kg | U235_FISS: 1/s | U238_FISS: 1/s | PU239_FISS: 1/s | PU240_FISS: 1/s | PU241_FISS: 1/s | U235_CAPT: 1/s | U238_CAPT: 1/s | PU239_CAPT: 1/s | PU240_CAPT: 1/s | PU241_CAPT: 1/s | XE135_CAPT: 1/s | XE135M_CAPT: 1/s
BURN_STEP,case,layout_base,Th_level,Pu_level,U235_enrichment,U233_enrichment,burnup_MWd_kgHM,EFPD,ANA_KEFF,reactivity_pcm,conversion_ratio,Mdens_U233,Mdens_U235,Mdens_U238,Mdens_Th232,Mdens_Pa233,Mdens_Pu239,Mdens_Pu241,Mdens_Pu240,Mdens_Pu242,Mdens_Am241,Mdens_Am243,Mdens_Sm149,Mdens_Xe135,Adens_U233,Adens_U235,Adens_U238,Adens_Th232,Adens_Pa233,Adens_Pu239,Adens_Pu241,Adens_Pu240,Adens_Pu242,Adens_Am241,Adens_Am243,Adens_Sm149,Adens_Xe135,Mass_U233_kg,Mass_U235_kg,Mass_U238_kg,Mass_Th232_kg,Mass_Pa233_kg,Mass_Pu239_kg,Mass_Pu241_kg,Mass_Pu240_kg,Mass_Pu242_kg,Mass_Am241_kg,Mass_Am243_kg,Mass_Sm149_kg,Mass_Xe135_kg,U235_FISS,U238_FISS,PU239_FISS,PU240_FISS,PU241_FISS,U235_CAPT,U238_CAPT,PU239_CAPT,PU240_CAPT,PU241_CAPT,XE135_CAPT,XE135M_CAPT
19,D002,uniform,0.70,0.04,0.03,0,18.0001,473.68684210526317,1.08474,7812.010251304463,0.622594,0.0442475,0.0493372,2.17499,5.92498,0.00522268,0.191042,0.0172744,0.0450831,0.00148569,0.000392951,0.000156367,4.30438e-05,3.33572e-06,0.000114341,0.000126406,0.00550213,0.015377,1.34961e-05,0.00048126,4.31561e-05,0.000113096,3.69618e-06,9.81664e-07,3.87413e-07,1.74064e-07,1.48901e-08,2.251661568865522,2.510665623039314,110.68063496619747,301.5096844408574,0.2657711247524173,9.721722796524256,0.8790576327523718,2.294183483254901,0.07560361774671602,0.019996444209215793,0.00795718548028239,0.0021904078250281657,0.00016974772650423412,126887000000000.0,23841700000000.0,1186050000000000.0,862547000000.0,10232100000000.0,36314500000000.0,287801000000000.0,639935000000000.0,148643000000000.0,3518900000000.0,49916700000000.0,0.0
20,D002,uniform,0.70,0.04,0.03,0,20.0001,526.3184210526316,1.0715,6672.888474101718,0.640436,0.048832,0.0474171,2.17044,5.91733,0.00531647,0.176692,0.0192729,0.0476327,0.0019014,0.000482962,0.000221317,4.19682e-05,3.24896e-06,0.000126188,0.000121487,0.00549064,0.0153571,1.37384e-05,0.000445111,4.81489e-05,0.000119492,4.73039e-06,1.20653e-06,5.48331e-07,1.69715e-07,1.45029e-08,2.4849570649379324,2.4129558003741076,110.44909510206189,301.1203921418163,0.2705438992265435,8.991481686558263,0.9807570653842209,2.4239272277823773,0.09675821926754967,0.02457691337640387,0.011262353430964704,0.002135672818904164,0.00016533269384216796,127030000000000.0,24109400000000.0,1173450000000000.0,1049950000000.0,14642000000000.0,36272200000000.0,291630000000000.0,633461000000000.0,166765000000000.0,5049440000000.0,50359600000000.0,0.0
21,D002,uniform,0.70,0.04,0.03,0,24.0001,631.5815789473685,1.0469,4479.893017480174,0.675141,0.0574853,0.0436712,2.16121,5.90165,0.00547567,0.150287,0.0228941,0.0515005,0.00288843,0.000674649,0.000398277,3.99211e-05,3.06182e-06,0.000148549,0.00011189,0.00546729,0.0153164,1.41498e-05,0.000378594,5.71955e-05,0.000129195,7.18597e-06,1.6854e-06,9.86763e-07,1.61436e-07,1.36675e-08,2.925305176217983,2.222334882337759,109.9793999491012,300.32247014848764,0.2786452500771766,7.6477871563386115,1.165032264506789,2.6207513786622703,0.14698608566265303,0.03433145885696493,0.020267473069959966,0.0020315002351960535,0.00015580953556209578,127030000000000.0,24109400000000.0,1173450000000000.0,1049950000000.0,14642000000000.0,36272200000000.0,291630000000000.0,633461000000000.0,166765000000000.0,5049440000000.0,50359600000000.0,0.0
22,D002,uniform,0.70,0.04,0.03,0,28.0001,736.8447368421052,1.02383,2327.5348446519456,0.708924,0.0653749,0.0400658,2.15179,5.88543,0.00566486,0.126961,0.0258652,0.0538601,0.00407479,0.000870746,0.000643799,3.77283e-05,2.89883e-06,0.000168937,0.000102652,0.00544344,0.0152743,1.46387e-05,0.000319832,6.46181e-05,0.000135114,1.01375e-05,2.17528e-06,1.59506e-06,1.52569e-07,1.294e-08,3.326790211840818,2.0388637117543866,109.50003609851724,299.4970686987561,0.2882727285158154,6.460776415497723,1.3162252513931973,2.7408264255665045,0.20735743362218295,0.04431041989814968,0.03276156769024362,0.001919913287047383,0.00014751531963782004,126896000000000.0,24383300000000.0,1159770000000000.0,1236260000000.0,19451700000000.0,36128700000000.0,294444000000000.0,626073000000000.0,182619000000000.0,6730410000000.0,50939400000000.0,0.0
23,D002,uniform,0.70,0.04,0.03,0,34.0001,894.7394736842107,0.992002,-806.2483744992398,0.757604,0.0758606,0.0349624,2.13729,5.86006,0.00591406,0.0976738,0.0290104,0.054811,0.00617423,0.00114469,0.0011494,3.4749e-05,2.6586e-06,0.000196034,8.95768e-05,0.00540677,0.0152085,1.52827e-05,0.000246053,7.24757e-05,0.0001375,1.53605e-05,2.85966e-06,2.84772e-06,1.40521e-07,1.18676e-08,3.8603852785147144,1.779162493594077,108.76216180621712,298.20604312664193,0.30095398876693213,4.9704128311216955,1.47627781857543,2.7892157127767248,0.31419348908608563,0.05825084990710604,0.05849053183239801,0.0017683030195267085,0.0001352905236902848,126896000000000.0,24383300000000.0,1159770000000000.0,1236260000000.0,19451700000000.0,36128700000000.0,294444000000000.0,626073000000000.0,182619000000000.0,6730410000000.0,50939400000000.0,0.0
24,D002,uniform,0.70,0.04,0.03,0,42.0002,1105.2684210526315,0.954335,-4785.007361146762,0.81574,0.087277,0.0288298,2.11731,5.82427,0.00626092,0.0686665,0.0306704,0.052104,0.00939869,0.00141967,0.0020688,3.11108e-05,2.38299e-06,0.000225535,7.38646e-05,0.00535623,0.0151156,1.6179e-05,0.00017298,7.66229e-05,0.000130709,2.33825e-05,3.5466e-06,5.12563e-06,1.25808e-07,1.06373e-08,4.441341697177832,1.4670874670451262,107.74542191930975,296.3847658217163,0.31860495959639584,3.4942927649811715,1.560751703073238,2.651462215586624,0.47827942981367744,0.07224399976205019,0.10527685075244911,0.001583162726406271,0.00012126531446953727,126807000000000.0,24561100000000.0,1144860000000000.0,1403860000000.0,24707300000000.0,36099300000000.0,297214000000000.0,618965000000000.0,196792000000000.0,8559010000000.0,51344500000000.0,0.0
25,D002,uniform,0.70,0.04,0.03,0,50.0002,1315.7947368421053,0.9222,-8436.347863803945,0.863559,0.0958489,0.0235884,2.09664,5.78626,0.00665201,0.0494047,0.0297871,0.0463088,0.0128006,0.00155001,0.00320634,2.78876e-05,2.1601e-06,0.000247686,6.04356e-05,0.00530394,0.015017,1.71896e-05,0.000124457,7.44163e-05,0.000116171,3.1846e-05,3.8722e-06,7.94396e-06,1.12774e-07,9.64238e-09,4.877547534844557,1.2003637211374085,106.69356939366536,294.4505174182455,0.3385067014567861,2.5141005550896764,1.5158024367016032,2.356556760501264,0.6513954252425561,0.07887672633159497,0.16316385230162783,0.001419140904410286,0.00010992291439982856,126807000000000.0,24561100000000.0,1144860000000000.0,1403860000000.0,24707300000000.0,36099300000000.0,297214000000000.0,618965000000000.0,196792000000000.0,8559010000000.0,51344500000000.0,0.0
0,D003,uniform,0.70,0.04,0.05,0,0.0,0.0,1.36879,26942.774275089676,0.345854,0.0,0.112644,2.16762,5.98791,0.0,0.352509,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000288606,0.00548351,0.0155403,0.0,0.000888017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.732214605645242,110.30559127418007,304.71205886944006,0.0,17.938436476167386,0.0,0.0,0.0,0.0,0.0,0.0,0.0,197988000000000.0,20880500000000.0,1144490000000000.0,21656400000.0,10724900000.0,56086600000000.0,252074000000000.0,614550000000000.0,7624690000000.0,2577380000.0,45394400000000.0,0.0
1,D003,uniform,0.70,0.04,0.05,0,0.1,2.6315789473684212,1.33405,25040.290843671526,0.356196,9.18689e-06,0.112483,2.16745,5.98762,0.000271077,0.351419,2.5102e-06,0.000397705,7.38309e-10,2.9265e-10,2.36146e-13,1.89885e-06,4.25056e-06,2.37401e-08,0.000288191,0.00548305,0.0155395,7.00498e-07,0.000885271,6.27114e-09,9.97689e-07,1.8368e-12,7.31094e-13,5.8507e-16,7.67874e-09,1.89739e-08,0.00046750137635787276,5.724021656606599,110.29694033420138,304.697301383594,0.013794534450609845,17.882968684539303,0.00012773876196770967,0.020238365201325777,3.757098143957364e-08,1.4892338733905758e-08,1.2016969836517715e-11,9.66284551678693e-05,0.00021630199668132738,197988000000000.0,20880500000000.0,1144490000000000.0,21656400000.0,10724900000.0,56086600000000.0,252074000000000.0,614550000000000.0,7624690000000.0,2577380000.0,45394400000000.0,0.0
2,D003,uniform,0.70,0.04,0.05,0,0.400001,10.526342105263158,1.31669,24051.97882569169,0.370195,0.000140027,0.111997,2.1669,5.98672,0.000997759,0.348413,3.7684e-05,0.00156467,4.48783e-08,1.76808e-08,7.87328e-11,1.5406e-05,4.27475e-06,3.61848e-07,0.000286946,0.00548167,0.0155372,2.57834e-06,0.000877699,9.41447e-08,3.92516e-06,1.1165e-10,4.41698e-11,1.95067e-13,6.22999e-08,1.90819e-08,0.007125677484683484,5.699290145843988,110.2689519989762,304.6515022895892,0.050773842483523235,17.729999710563153,0.0019176589538647004,0.07962274268505151,2.283761644974689e-06,8.997384680896666e-07,4.006545453848813e-09,0.0007839787135983329,0.0002175329745524129,197577000000000.0,21388600000000.0,1144340000000000.0,87463500000.0,149054000000.0,56540500000000.0,258178000000000.0,616504000000000.0,27350800000000.0,51583400000.0,45794800000000.0,0.0
3,D003,uniform,0.70,0.04,0.05,0,0.700002,18.421105263157894,1.30277,23240.479900519662,0.381743,0.000403567,0.11151,2.16635,5.98582,0.00159636,0.345498,0.000107315,0.0026959,2.30171e-07,9.00207e-08,7.55219e-10,2.71112e-05,4.26522e-06,1.04287e-06,0.000285699,0.00548027,0.0155349,4.12518e-06,0.000870355,2.68102e-07,6.763e-06,5.7263e-10,2.24888e-10,1.87112e-12,1.09635e-07,1.90393e-08,0.020536669966943942,5.674507747199149,110.24096366375103,304.60570319558434,0.08123537967284399,17.581661533869717,0.005461033081254387,0.13718864169737413,1.1712914740207833e-05,4.580962779645687e-06,3.8431495528042276e-08,0.001379631552648781,0.00021704801303478393,197577000000000.0,21388600000000.0,1144340000000000.0,87463500000.0,149054000000.0,56540500000000.0,258178000000000.0,616504000000000.0,27350800000000.0,51583400000.0,45794800000000.0,0.0
4,D003,uniform,0.70,0.04,0.05,0,1.0,26.315789473684212,1.29122,22553.86378773563,0.391649,0.000775432,0.111023,2.16579,5.98492,0.00208971,0.3426,0.000205181,0.00379671,6.41916e-07,2.49361e-07,3.11241e-09,3.53855e-05,4.25519e-06,2.00382e-06,0.00028445,0.00547886,0.0155325,5.40008e-06,0.000863056,5.12598e-07,9.52449e-06,1.59699e-09,6.2295e-10,7.71126e-12,1.43095e-07,1.89945e-08,0.03946009229150867,5.649725348554311,110.21246644970357,304.5599041015795,0.10634091636982812,17.43418845117414,0.010441226563340227,0.19320653133233326,3.2665745808009046e-05,1.2689453200155386e-05,1.5838395352398981e-07,0.0018006931565645726,0.00021653760757604112,198079000000000.0,21723000000000.0,1142440000000000.0,150088000000.0,430472000000.0,56879700000000.0,261294000000000.0,615995000000000.0,43579800000000.0,150296000000.0,45959100000000.0,0.0
5,D003,uniform,0.70,0.04,0.05,0,1.3,34.21052631578947,1.28142,21961.573878978008,0.400526,0.0012356,0.110535,2.16523,5.984,0.00249668,0.339714,0.000327112,0.0048704,1.35246e-06,5.22017e-07,8.72633e-09,4.10946e-05,4.2443e-06,3.19294e-06,0.0002832,0.00547744,0.0155302,6.45174e-06,0.000855785,8.17213e-07,1.2218e-05,3.36471e-09,1.30409e-09,2.16202e-11,1.66182e-07,1.89459e-08,0.06287706728041671,5.624892062027244,110.18396923565612,304.51308724993015,0.12705075779999256,17.287326023065305,0.01664603693123315,0.24784434160128008,6.88238251975335e-05,2.65643396168026e-05,4.440644533191315e-07,0.0020912171649901364,0.00021598343853858264,198079000000000.0,21723000000000.0,1142440000000000.0,150088000000.0,430472000000.0,56879700000000.0,261294000000000.0,615995000000000.0,43579800000000.0,150296000000.0,45959100000000.0,0.0
6,D003,uniform,0.70,0.04,0.05,0,1.6,42.10526315789474,1.27295,21442.31902274245,0.408229,0.00176762,0.110046,2.16466,5.98308,0.0028328,0.336838,0.000469387,0.00592011,2.42429e-06,9.29941e-07,1.95688e-08,4.50052e-05,4.23258e-06,4.56776e-06,0.000281949,0.00547601,0.0155278,7.3203e-06,0.000848541,1.17265e-06,1.48513e-05,6.03126e-09,2.32316e-09,4.84834e-11,1.81996e-07,1.88936e-08,0.08995043838314196,5.60000788761795,110.1549631427864,304.46627039828076,0.14415519277433192,17.14097247377874,0.023886110375164263,0.3012618604544091,0.00012336698400553696,4.732272808661218e-05,9.958147897353665e-07,0.002290219317229371,0.00021538703255887524,198224000000000.0,21917100000000.0,1140690000000000.0,214763000000.0,824240000000.0,57041000000000.0,264056000000000.0,615609000000000.0,57457700000000.0,284792000000.0,46102200000000.0,0.0
7,D003,uniform,0.70,0.04,0.05,0,2.00001,52.63184210526316,1.26295,20820.301674650622,0.417469,0.00256586,0.109395,2.1639,5.98184,0.00319206,0.333021,0.000686821,0.00728539,4.50688e-06,1.71533e-06,4.62463e-08,4.83527e-05,4.21392e-06,6.63051e-06,0.000280279,0.00547409,0.0155246,8.24869e-06,0.000838925,1.71586e-06,1.82763e-05,1.12124e-08,4.28522e-09,1.14579e-10,1.95533e-07,1.88103e-08,0.13057118149249763,5.566879876287786,110.11628835229341,304.40316942431855,0.16243717334341778,16.94673342731601,0.034950866159439216,0.3707380683021004,0.00022934557865390463,8.728951102146101e-05,2.353376267862039e-06,0.0024605665029862464,0.00021443746467650828,198224000000000.0,21917100000000.0,1140690000000000.0,214763000000.0,824240000000.0,57041000000000.0,264056000000000.0,615609000000000.0,57457700000000.0,284792000000.0,46102200000000.0,0.0
8,D003,uniform,0.70,0.04,0.05,0,2.50001,65.78973684210527,1.25249,20159.043185973547,0.427614,0.00367181,0.10858,2.16294,5.98029,0.00353198,0.328278,0.000996415,0.00894206,8.31933e-06,3.13636e-06,1.08491e-07,5.06851e-05,4.19145e-06,9.48843e-06,0.000278191,0.00547166,0.0155205,9.12708e-06,0.000826975,2.48931e-06,2.24322e-05,2.06972e-08,7.8352e-09,2.68795e-10,2.04965e-07,1.871e-08,0.18685063484210662,5.525406252272295,110.06743598535492,304.3242932068658,0.17973498227022197,16.70537220191052,0.05070544916980935,0.45504249615209064,0.0004233530852525003,0.00015960271830334072,5.5208772307540395e-06,0.002579257399493889,0.00021329401396285425,198446000000000.0,22088300000000.0,1138710000000000.0,278985000000.0,1313980000000.0,57148200000000.0,266212000000000.0,614704000000000.0,69546600000000.0,454466000000.0,46343200000000.0,0.0
9,D003,uniform,0.70,0.04,0.05,0,3.00001,78.94763157894737,1.24331,19569.536157515016,0.436426,0.00486378,0.107765,2.16198,5.97872,0.00378229,0.323566,0.0013407,0.010549,1.36538e-05,5.10037e-06,2.16462e-07,5.18461e-05,4.17068e-06,1.25686e-05,0.000276103,0.00546923,0.0155164,9.77392e-06,0.000815106,3.34942e-06,2.64633e-05,3.39686e-08,1.27417e-08,5.36302e-10,2.0966e-07,1.86173e-08,0.24750746382093333,5.483932628256805,110.01858361841643,304.24439923176845,0.19247272807061133,16.465588500854093,0.06822538370253699,0.5368162696189025,0.0006948129663591403,0.0002595470278771601,1.101529276274973e-05,0.0026383382307601276,0.00021223707264898708,198446000000000.0,22088300000000.0,1138710000000000.0,278985000000.0,1313980000000.0,57148200000000.0,266212000000000.0,614704000000000.0,69546600000000.0,454466000000.0,46343200000000.0,0.0
10,D003,uniform,0.70,0.04,0.05,0,4.00001,105.26342105263157,1.22768,18545.549328815334,0.452329,0.00740778,0.106136,2.16003,5.97555,0.00410708,0.314242,0.00211715,0.0136247,2.94832e-05,1.08202e-05,6.35712e-07,5.26362e-05,4.12009e-06,1.91427e-05,0.000271931,0.0054643,0.0155082,1.06132e-05,0.000791619,5.28922e-06,3.41791e-05,7.33496e-08,2.70309e-08,1.57503e-09,2.12855e-07,1.83915e-08,0.3769662362079358,5.401036268108053,109.91935224807263,304.08308464510696,0.209000603339312,15.991109886963995,0.10773727985815335,0.6933321289863174,0.001500337609292637,0.0005506170632790263,3.235003738666905e-05,0.0026785447465081506,0.00020966265468709303,198456000000000.0,22247300000000.0,1136330000000000.0,336748000000.0,1911860000000.0,57265500000000.0,268403000000000.0,613839000000000.0,80166100000000.0,656366000000.0,46419900000000.0,0.0
11,D003,uniform,0.70,0.04,0.05,0,5.00002,131.57947368421054,1.21433,17650.062174203053,0.465997,0.0100606,0.10451,2.15807,5.97234,0.00429693,0.305055,0.00297843,0.016541,5.3132e-05,1.91628e-05,1.45011e-06,5.26215e-05,4.07899e-06,2.5998e-05,0.000267764,0.00545933,0.0154999,1.11038e-05,0.000768473,7.44091e-06,4.1495e-05,1.32184e-07,4.78723e-08,3.59275e-09,2.12795e-07,1.8208e-08,0.511962627938945,5.318292571605983,109.81961199890654,303.9197345431564,0.21866166778022098,15.52360291293908,0.1515659950631366,0.8417364599266536,0.002703774958516592,0.0009751543095509628,7.379302689705819e-05,0.002677796694639405,0.00020757116272753886,198456000000000.0,22247300000000.0,1136330000000000.0,336748000000.0,1911860000000.0,57265500000000.0,268403000000000.0,613839000000000.0,80166100000000.0,656366000000.0,46419900000000.0,0.0
12,D003,uniform,0.70,0.04,0.05,0,6.00002,157.89526315789473,1.20237,16830.92558862912,0.478758,0.012753,0.102887,2.15608,5.96909,0.00441697,0.296008,0.00390364,0.0193125,8.54191e-05,3.02853e-05,2.82958e-06,5.23859e-05,4.03807e-06,3.29553e-05,0.000263607,0.00545431,0.0154915,1.1414e-05,0.000745683,9.75233e-06,4.84476e-05,2.1251e-07,7.56583e-08,7.01051e-09,2.11842e-07,1.80253e-08,0.6489731620485226,5.235701538750595,109.71834511327364,303.75434892591664,0.22477024916282154,15.063220242426024,0.19864797257893002,0.9827722255204339,0.004346797100787184,0.0015411547796273912,0.00014399133379355903,0.0026658075095865835,0.00020548883058678566,198617000000000.0,22364700000000.0,1133680000000000.0,422132000000.0,2815760000000.0,57309500000000.0,269899000000000.0,612505000000000.0,92667000000000.0,964586000000.0,46612100000000.0,0.0
13,D003,uniform,0.70,0.04,0.05,0,7.00002,184.21105263157895,1.19169,16085.559163876505,0.490084,0.0154487,0.101269,2.15408,5.96581,0.00450101,0.287108,0.00487851,0.0219471,0.000127032,4.42775e-05,4.95037e-06,5.20731e-05,3.99678e-06,3.99214e-05,0.000259461,0.00544924,0.015483,1.16312e-05,0.000723263,1.21878e-05,5.5057e-05,3.16037e-07,1.10613e-07,1.22649e-08,2.10578e-07,1.7841e-08,0.7861516261694511,5.153364945306346,109.61656934881843,303.5874366722102,0.22904686678522862,14.610318090600424,0.24825704232614584,1.1168414400372562,0.006464389455135884,0.0022531882053323494,0.00025191384554302084,0.002649889780025792,0.00020338766992960826,198617000000000.0,22364700000000.0,1133680000000000.0,422132000000.0,2815760000000.0,57309500000000.0,269899000000000.0,612505000000000.0,92667000000000.0,964586000000.0,46612100000000.0,0.0
14,D003,uniform,0.70,0.04,0.05,0,8.00003,210.52710526315792,1.18175,15379.73344616036,0.501136,0.0181287,0.0996558,2.15206,5.9625,0.00456546,0.278355,0.00588984,0.0244544,0.000178515,6.11764e-05,8.00253e-06,5.17304e-05,3.95574e-06,4.68469e-05,0.000255327,0.00544413,0.0154744,1.17977e-05,0.000701212,1.47144e-05,6.13467e-05,4.44118e-07,1.5283e-07,1.98269e-08,2.09192e-07,1.76579e-08,0.9225311505394066,5.07127261369679,109.5137758267187,303.41899778203685,0.23232659079479714,14.164896457462284,0.2997214842593798,1.244432627146506,0.00908425029585917,0.0031131374383082597,0.000407231804162798,0.0026324505027863947,0.00020129923124298776,198737000000000.0,22505700000000.0,1130120000000000.0,515846000000.0,4100870000000.0,57387400000000.0,271929000000000.0,611018000000000.0,106192000000000.0,1409510000000.0,46815700000000.0,0.0
15,D003,uniform,0.70,0.04,0.05,0,10.0,263.15789473684214,1.16386,14079.012939700644,0.521117,0.0234101,0.0964464,2.14798,5.95579,0.00466176,0.261303,0.00799543,0.0290984,0.000312585,0.000103586,1.76908e-05,5.09938e-05,3.85863e-06,6.04948e-05,0.000247105,0.00543381,0.0154569,1.20466e-05,0.000658256,1.99747e-05,7.29968e-05,7.77664e-07,2.58778e-07,4.38304e-08,2.06213e-07,1.72244e-08,1.1912904117362282,4.907953044475546,109.3061532672301,303.07754009228967,0.23722709385331456,13.29715628971733,0.4068705001989821,1.4807559522114584,0.015906788666112868,0.005271272168427684,0.0009002473469119425,0.002594966488737548,0.00019635750899986597,198737000000000.0,22505700000000.0,1130120000000000.0,515846000000.0,4100870000000.0,57387400000000.0,271929000000000.0,611018000000000.0,106192000000000.0,1409510000000.0,46815700000000.0,0.0
16,D003,uniform,0.70,0.04,0.05,0,12.0,315.7894736842105,1.14758,12860.105613552001,0.540139,0.0285475,0.0932624,2.14384,5.94895,0.00474922,0.24487,0.0101455,0.0332898,0.000490877,0.000157222,3.3475e-05,5.01141e-05,3.77613e-06,7.37705e-05,0.000238947,0.00542335,0.0154392,1.22726e-05,0.000616859,2.53461e-05,8.35113e-05,1.22123e-06,3.9277e-07,8.2937e-08,2.02656e-07,1.68561e-08,1.4527218178922763,4.745926027462882,109.09547743480785,302.7294669778529,0.24167774803294007,12.460915721071256,0.5162830091400679,1.6940474217802013,0.024979690964235288,0.008000694619586983,0.001703471857568752,0.0025502004187419325,0.00019215925871608937,198826000000000.0,22697100000000.0,1124960000000000.0,624374000000.0,5560970000000.0,57476300000000.0,274107000000000.0,608528000000000.0,118216000000000.0,1915390000000.0,47083600000000.0,0.0
17,D003,uniform,0.70,0.04,0.05,0,14.0,368.42105263157896,1.1327,11715.370354021368,0.557456,0.0335313,0.0901072,2.13966,5.942,0.00483327,0.229068,0.0122968,0.0370525,0.000715243,0.000221263,5.69393e-05,4.91911e-05,3.69465e-06,8.66493e-05,0.000230863,0.00541276,0.0154212,1.24898e-05,0.000577054,3.07206e-05,9.29506e-05,1.77942e-06,5.52755e-07,1.41072e-07,1.98923e-07,1.64924e-08,1.7063368453381653,4.585364581458373,108.88276608709651,302.37579619637114,0.24595487453416942,11.656785406110796,0.6257581101762936,1.885523256237974,0.03639720154811193,0.011259605485324413,0.002897520392521716,0.002503230903445862,0.00018801291407218487,198826000000000.0,22697100000000.0,1124960000000000.0,624374000000.0,5560970000000.0,57476300000000.0,274107000000000.0,608528000000000.0,118216000000000.0,1915390000000.0,47083600000000.0,0.0
18,D003,uniform,0.70,0.04,0.05,0,16.0001,421.05526315789473,1.11859,10601.739690145627,0.574812,0.038356,0.0869835,2.13542,5.93494,0.00491524,0.213913,0.0144133,0.0404054,0.000986622,0.000294624,8.96907e-05,4.81778e-05,3.6119e-06,9.91167e-05,0.00022286,0.00540205,0.0154028,1.27016e-05,0.000538876,3.60083e-05,0.000101362,2.45456e-06,7.36025e-07,2.22216e-07,1.94825e-07,1.6123e-08,1.9518556107216445,4.426406103744034,108.66700146645151,302.01652774784435,0.25012615424036544,10.885579550951588,0.733462312910999,2.0561452365588786,0.0502071041391545,0.014992791413423032,0.00456416977851058,0.0024516662123846397,0.0001838019418178514,198857000000000.0,22816500000000.0,1119710000000000.0,791733000000.0,8955430000000.0,57426800000000.0,275855000000000.0,605969000000000.0,138537000000000.0,3075190000000.0,47388700000000.0,0.0
19,D003,uniform,0.70,0.04,0.05,0,18.0001,473.68684210526317,1.10536,9531.736266917556,0.591041,0.0430178,0.0838942,2.13114,5.92776,0.00499657,0.199412,0.0164681,0.0433628,0.00130559,0.000376041,0.000133198,4.7131e-05,3.52997e-06,0.000111164,0.000214945,0.00539122,0.0153842,1.29118e-05,0.000502346,4.11419e-05,0.000108781,3.24812e-06,9.39421e-07,3.30009e-07,1.90592e-07,1.57572e-08,2.189084740090248,4.269198169178324,108.44920133051738,301.6511527534502,0.25426486570193574,10.14765437076923,0.8380267333122617,2.2066410594587684,0.06643871015752612,0.019135930120747154,0.0067781641369512365,0.002398396777268793,0.0001796326976269445,198857000000000.0,22816500000000.0,1119710000000000.0,791733000000.0,8955430000000.0,57426800000000.0,275855000000000.0,605969000000000.0,138537000000000.0,3075190000000.0,47388700000000.0,0.0
20,D003,uniform,0.70,0.04,0.05,0,20.0001,526.3184210526316,1.09263,8477.709746208688,0.607686,0.0475155,0.0808418,2.12682,5.92046,0.00507903,0.185575,0.0184347,0.0459419,0.00167222,0.00046411,0.000188765,4.60573e-05,3.44834e-06,0.000122786,0.000207124,0.00538027,0.0153652,1.31248e-05,0.000467489,4.60547e-05,0.000115251,4.16022e-06,1.15943e-06,4.67679e-07,1.8625e-07,1.53929e-08,2.4179631679853038,4.113867997466812,108.22936567929418,301.27967121318875,0.2584610804704232,9.443518744385992,0.9381028425010506,2.3378859965119596,0.08509573441862937,0.023617575020649244,0.009605851088692023,0.0023437584581210242,0.0001754787198007059,198737000000000.0,23114800000000.0,1108210000000000.0,974083000000.0,12787900000000.0,57321600000000.0,279042000000000.0,599962000000000.0,155492000000000.0,4403590000000.0,47814600000000.0,0.0
