isotope,case,family,th_fraction,burnup,adens
U235,mox43,M43,0.0,1.3,5.15332e-05
U235,mox43,M43,0.0,1.6,5.12311e-05
U235,mox43,M43,0.0,2.0,5.08295e-05
U235,mox43,M43,0.0,2.5,5.03294e-05
U235,mox43,M43,0.0,3.0,4.98314e-05
U235,mox43,M43,0.0,4.0,4.88416e-05
U235,mox43,M43,0.0,5.0,4.78604e-05
U235,mox43,M43,0.0,6.0,4.68879e-05
U235,mox43,M43,0.0,7.0,4.59244e-05
U235,mox43,M43,0.0,8.0,4.49697e-05
U235,mox43,M43,0.0,10.0,4.30878e-05
U235,mox43,M43,0.0,12.0,4.12435e-05
U235,mox43,M43,0.0,14.0,3.94381e-05
U235,mox43,M43,0.0,16.0,3.76725e-05
U235,mox43,M43,0.0,18.0,3.59477e-05
U235,mox43,M43,0.0,20.0,3.42652e-05
U235,mox43,M43,0.0,24.0,3.10302e-05
U235,mox43,M43,0.0,28.0,2.79753e-05
U235,mox43,M43,0.0,34.0,2.37454e-05
U235,mox43,M43,0.0,42.0,1.87802e-05
U235,mox43,M43,0.0,50.0,1.45898e-05
U236,M43-10,M43,10.0,0.0,0.0
U236,M43-10,M43,10.0,0.1,1.96684e-08
U236,M43-10,M43,10.0,0.4,7.86725e-08
U236,M43-10,M43,10.0,0.7,1.37469e-07
U236,M43-10,M43,10.0,1.0,1.96058e-07
U236,M43-10,M43,10.0,1.3,2.54351e-07
U236,M43-10,M43,10.0,1.6,3.12359e-07
U236,M43-10,M43,10.0,2.0,3.89324e-07
U236,M43-10,M43,10.0,2.5,4.84826e-07
U236,M43-10,M43,10.0,3.0,5.79727e-07
U236,M43-10,M43,10.0,4.0,7.67046e-07
U236,M43-10,M43,10.0,5.0,9.51387e-07
U236,M43-10,M43,10.0,6.0,1.13281e-06
U236,M43-10,M43,10.0,7.0,1.31124e-06
U236,M43-10,M43,10.0,8.0,1.48676e-06
U236,M43-10,M43,10.0,10.0,1.82872e-06
U236,M43-10,M43,10.0,12.0,2.15908e-06
U236,M43-10,M43,10.0,14.0,2.47832e-06
U236,M43-10,M43,10.0,16.0,2.78641e-06
U236,M43-10,M43,10.0,18.0,3.08319e-06
U236,M43-10,M43,10.0,20.0,3.36917e-06
U236,M43-10,M43,10.0,24.0,3.90901e-06
U236,M43-10,M43,10.0,28.0,4.40809e-06
U236,M43-10,M43,10.0,34.0,5.08467e-06
U236,M43-10,M43,10.0,42.0,5.85947e-06
U236,M43-10,M43,10.0,50.0,6.50525e-06
U236,M43-15,M43,15.0,0.0,0.0
U236,M43-15,M43,15.0,0.1,1.9642e-08
U236,M43-15,M43,15.0,0.4,7.85256e-08
U236,M43-15,M43,15.0,0.7,1.37236e-07
U236,M43-15,M43,15.0,1.0,1.9565e-07
U236,M43-15,M43,15.0,1.3,2.53813e-07
U236,M43-15,M43,15.0,1.6,3.11724e-07
U236,M43-15,M43,15.0,2.0,3.88588e-07
U236,M43-15,M43,15.0,2.5,4.83966e-07
U236,M43-15,M43,15.0,3.0,5.78573e-07
U236,M43-15,M43,15.0,4.0,7.65526e-07
U236,M43-15,M43,15.0,5.0,9.49599e-07
U236,M43-15,M43,15.0,6.0,1.13055e-06
U236,M43-15,M43,15.0,7.0,1.30859e-06
U236,M43-15,M43,15.0,8.0,1.48353e-06
U236,M43-15,M43,15.0,10.0,1.82456e-06
U236,M43-15,M43,15.0,12.0,2.15422e-06
U236,M43-15,M43,15.0,14.0,2.4725e-06
U236,M43-15,M43,15.0,16.0,2.77959e-06
U236,M43-15,M43,15.0,18.0,3.07575e-06
U236,M43-15,M43,15.0,20.0,3.36156e-06
U236,M43-15,M43,15.0,24.0,3.90143e-06
U236,M43-15,M43,15.0,28.0,4.40109e-06
U236,M43-15,M43,15.0,34.0,5.07994e-06
U236,M43-15,M43,15.0,42.0,5.86258e-06
U236,M43-15,M43,15.0,50.0,6.52309e-06
U236,M43-20,M43,20.0,0.0,0.0
U236,M43-20,M43,20.0,0.1,1.96015e-08
U236,M43-20,M43,20.0,0.4,7.84568e-08
U236,M43-20,M43,20.0,0.7,1.37082e-07
U236,M43-20,M43,20.0,1.0,1.95436e-07
U236,M43-20,M43,20.0,1.3,2.53549e-07
U236,M43-20,M43,20.0,1.6,3.11433e-07
U236,M43-20,M43,20.0,2.0,3.88221e-07
U236,M43-20,M43,20.0,2.5,4.83508e-07
U236,M43-20,M43,20.0,3.0,5.78113e-07
U236,M43-20,M43,20.0,4.0,7.65016e-07
U236,M43-20,M43,20.0,5.0,9.48696e-07
U236,M43-20,M43,20.0,6.0,1.12938e-06
U236,M43-20,M43,20.0,7.0,1.30721e-06
U236,M43-20,M43,20.0,8.0,1.48197e-06
U236,M43-20,M43,20.0,10.0,1.82273e-06
U236,M43-20,M43,20.0,12.0,2.15218e-06
U236,M43-20,M43,20.0,14.0,2.47008e-06
U236,M43-20,M43,20.0,16.0,2.77675e-06
U236,M43-20,M43,20.0,18.0,3.07273e-06
U236,M43-20,M43,20.0,20.0,3.35832e-06
U236,M43-20,M43,20.0,24.0,3.89848e-06
U236,M43-20,M43,20.0,28.0,4.39945e-06
U236,M43-20,M43,20.0,34.0,5.08148e-06
U236,M43-20,M43,20.0,42.0,5.87241e-06
U236,M43-20,M43,20.0,50.0,6.54411e-06
U236,M43-25,M43,25.0,0.0,0.0
U236,M43-25,M43,25.0,0.1,1.95848e-08
U236,M43-25,M43,25.0,0.4,7.84474e-08
U236,M43-25,M43,25.0,0.7,1.3707e-07
U236,M43-25,M43,25.0,1.0,1.95426e-07
U236,M43-25,M43,25.0,1.3,2.53536e-07
U236,M43-25,M43,25.0,1.6,3.11391e-07
U236,M43-25,M43,25.0,2.0,3.88083e-07
U236,M43-25,M43,25.0,2.5,4.83395e-07
U236,M43-25,M43,25.0,3.0,5.77867e-07
U236,M43-25,M43,25.0,4.0,7.64698e-07
U236,M43-25,M43,25.0,5.0,9.48552e-07
U236,M43-25,M43,25.0,6.0,1.1293e-06
U236,M43-25,M43,25.0,7.0,1.30703e-06
U236,M43-25,M43,25.0,8.0,1.48177e-06
U236,M43-25,M43,25.0,10.0,1.82253e-06
U236,M43-25,M43,25.0,12.0,2.15153e-06
U236,M43-25,M43,25.0,14.0,2.46942e-06
U236,M43-25,M43,25.0,16.0,2.77637e-06
U236,M43-25,M43,25.0,18.0,3.07231e-06
U236,M43-25,M43,25.0,20.0,3.3581e-06
U236,M43-25,M43,25.0,24.0,3.89917e-06
U236,M43-25,M43,25.0,28.0,4.40106e-06
U236,M43-25,M43,25.0,34.0,5.08556e-06
U236,M43-25,M43,25.0,42.0,5.88355e-06
U236,M43-25,M43,25.0,50.0,6.56801e-06
U236,M43-30,M43,30.0,0.0,0.0
U236,M43-30,M43,30.0,0.1,1.96082e-08
U236,M43-30,M43,30.0,0.4,7.84237e-08
U236,M43-30,M43,30.0,0.7,1.37034e-07
U236,M43-30,M43,30.0,1.0,1.95398e-07
U236,M43-30,M43,30.0,1.3,2.53527e-07
U236,M43-30,M43,30.0,1.6,3.1142e-07
U236,M43-30,M43,30.0,2.0,3.88143e-07
U236,M43-30,M43,30.0,2.5,4.83416e-07
U236,M43-30,M43,30.0,3.0,5.77962e-07
U236,M43-30,M43,30.0,4.0,7.64733e-07
U236,M43-30,M43,30.0,5.0,9.48687e-07
U236,M43-30,M43,30.0,6.0,1.12955e-06
U236,M43-30,M43,30.0,7.0,1.30746e-06
U236,M43-30,M43,30.0,8.0,1.48226e-06
U236,M43-30,M43,30.0,10.0,1.82299e-06
U236,M43-30,M43,30.0,12.0,2.15226e-06
U236,M43-30,M43,30.0,14.0,2.47024e-06
U236,M43-30,M43,30.0,16.0,2.77716e-06
U236,M43-30,M43,30.0,18.0,3.07361e-06
U236,M43-30,M43,30.0,20.0,3.3597e-06
U236,M43-30,M43,30.0,24.0,3.90105e-06
U236,M43-30,M43,30.0,28.0,4.40465e-06
U236,M43-30,M43,30.0,34.0,5.09252e-06
U236,M43-30,M43,30.0,42.0,5.89706e-06
U236,M43-30,M43,30.0,50.0,6.59369e-06
U236,M43-5,M43,5.0,0.0,0.0
U236,M43-5,M43,5.0,0.1,1.97548e-08
U236,M43-5,M43,5.0,0.4,7.90457e-08
U236,M43-5,M43,5.0,0.7,1.38097e-07
U236,M43-5,M43,5.0,1.0,1.9691e-07
U236,M43-5,M43,5.0,1.3,2.55447e-07
U236,M43-5,M43,5.0,1.6,3.13725e-07
U236,M43-5,M43,5.0,2.0,3.91041e-07
U236,M43-5,M43,5.0,2.5,4.86916e-07
U236,M43-5,M43,5.0,3.0,5.82094e-07
U236,M43-5,M43,5.0,4.0,7.70247e-07
U236,M43-5,M43,5.0,5.0,9.55353e-07
U236,M43-5,M43,5.0,6.0,1.13737e-06
U236,M43-5,M43,5.0,7.0,1.31651e-06
U236,M43-5,M43,5.0,8.0,1.49267e-06
U236,M43-5,M43,5.0,10.0,1.83599e-06
U236,M43-5,M43,5.0,12.0,2.16791e-06
U236,M43-5,M43,5.0,14.0,2.48814e-06
U236,M43-5,M43,5.0,16.0,2.79723e-06
U236,M43-5,M43,5.0,18.0,3.09477e-06
U236,M43-5,M43,5.0,20.0,3.3814e-06
U236,M43-5,M43,5.0,24.0,3.92248e-06
U236,M43-5,M43,5.0,28.0,4.42186e-06
U236,M43-5,M43,5.0,34.0,5.09445e-06
U236,M43-5,M43,5.0,42.0,5.86031e-06
U236,M43-5,M43,5.0,50.0,6.48696e-06
U236,M70-10,M70,10.0,0.0,0.0
U236,M70-10,M70,10.0,0.1,1.84794e-08
U236,M70-10,M70,10.0,0.4,7.39819e-08
U236,M70-10,M70,10.0,0.7,1.29328e-07
U236,M70-10,M70,10.0,1.0,1.84461e-07
U236,M70-10,M70,10.0,1.3,2.3942e-07
U236,M70-10,M70,10.0,1.6,2.94179e-07
U236,M70-10,M70,10.0,2.0,3.66806e-07
U236,M70-10,M70,10.0,2.5,4.57071e-07
U236,M70-10,M70,10.0,3.0,5.46742e-07
U236,M70-10,M70,10.0,4.0,7.24202e-07
U236,M70-10,M70,10.0,5.0,8.99189e-07
U236,M70-10,M70,10.0,6.0,1.07173e-06
U236,M70-10,M70,10.0,7.0,1.2418e-06
U236,M70-10,M70,10.0,8.0,1.40932e-06
U236,M70-10,M70,10.0,10.0,1.73726e-06
U236,M70-10,M70,10.0,12.0,2.05549e-06
U236,M70-10,M70,10.0,14.0,2.36393e-06
U236,M70-10,M70,10.0,16.0,2.6631e-06
U236,M70-10,M70,10.0,18.0,2.95315e-06
U236,M70-10,M70,10.0,20.0,3.23394e-06
U236,M70-10,M70,10.0,24.0,3.7687e-06
U236,M70-10,M70,10.0,28.0,4.26805e-06
U236,M70-10,M70,10.0,34.0,4.95403e-06
U236,M70-10,M70,10.0,42.0,5.75641e-06
U236,M70-10,M70,10.0,50.0,6.43948e-06
U236,M70-15,M70,15.0,0.0,0.0
U236,M70-15,M70,15.0,0.1,1.84817e-08
U236,M70-15,M70,15.0,0.4,7.40129e-08
U236,M70-15,M70,15.0,0.7,1.29366e-07
U236,M70-15,M70,15.0,1.0,1.84522e-07
U236,M70-15,M70,15.0,1.3,2.3948e-07
U236,M70-15,M70,15.0,1.6,2.94254e-07
U236,M70-15,M70,15.0,2.0,3.66907e-07
U236,M70-15,M70,15.0,2.5,4.5721e-07
U236,M70-15,M70,15.0,3.0,5.4685e-07
U236,M70-15,M70,15.0,4.0,7.2431e-07
U236,M70-15,M70,15.0,5.0,8.99208e-07
U236,M70-15,M70,15.0,6.0,1.07163e-06
U236,M70-15,M70,15.0,7.0,1.24157e-06
U236,M70-15,M70,15.0,8.0,1.40908e-06
U236,M70-15,M70,15.0,10.0,1.73647e-06
U236,M70-15,M70,15.0,12.0,2.05445e-06
U236,M70-15,M70,15.0,14.0,2.36261e-06
U236,M70-15,M70,15.0,16.0,2.66147e-06
U236,M70-15,M70,15.0,18.0,2.95111e-06
U236,M70-15,M70,15.0,20.0,3.23169e-06
U236,M70-15,M70,15.0,24.0,3.76601e-06
U236,M70-15,M70,15.0,28.0,4.26594e-06
U236,M70-15,M70,15.0,34.0,4.95389e-06
U236,M70-15,M70,15.0,42.0,5.76254e-06
U236,M70-15,M70,15.0,50.0,6.4586e-06
U236,M70-20,M70,20.0,0.0,0.0
U236,M70-20,M70,20.0,0.1,1.84913e-08
U236,M70-20,M70,20.0,0.4,7.40908e-08
U236,M70-20,M70,20.0,0.7,1.29476e-07
U236,M70-20,M70,20.0,1.0,1.84711e-07
U236,M70-20,M70,20.0,1.3,2.39733e-07
U236,M70-20,M70,20.0,1.6,2.94555e-07
U236,M70-20,M70,20.0,2.0,3.67271e-07
U236,M70-20,M70,20.0,2.5,4.57691e-07
U236,M70-20,M70,20.0,3.0,5.47456e-07
U236,M70-20,M70,20.0,4.0,7.25029e-07
U236,M70-20,M70,20.0,5.0,9.00145e-07
U236,M70-20,M70,20.0,6.0,1.07265e-06
U236,M70-20,M70,20.0,7.0,1.24269e-06
U236,M70-20,M70,20.0,8.0,1.41019e-06
U236,M70-20,M70,20.0,10.0,1.73784e-06
U236,M70-20,M70,20.0,12.0,2.05568e-06
U236,M70-20,M70,20.0,14.0,2.36416e-06
U236,M70-20,M70,20.0,16.0,2.66295e-06
U236,M70-20,M70,20.0,18.0,2.9527e-06
U236,M70-20,M70,20.0,20.0,3.23336e-06
U236,M70-20,M70,20.0,24.0,3.7677e-06
U236,M70-20,M70,20.0,28.0,4.26841e-06
U236,M70-20,M70,20.0,34.0,4.95819e-06
U236,M70-20,M70,20.0,42.0,5.77329e-06
U236,M70-20,M70,20.0,50.0,6.48004e-06
U236,M70-25,M70,25.0,0.0,0.0
U236,M70-25,M70,25.0,0.1,1.85254e-08
U236,M70-25,M70,25.0,0.4,7.41415e-08
U236,M70-25,M70,25.0,0.7,1.29614e-07
U236,M70-25,M70,25.0,1.0,1.84889e-07
U236,M70-25,M70,25.0,1.3,2.39965e-07
U236,M70-25,M70,25.0,1.6,2.94839e-07
U236,M70-25,M70,25.0,2.0,3.67683e-07
U236,M70-25,M70,25.0,2.5,4.58183e-07
U236,M70-25,M70,25.0,3.0,5.48027e-07
U236,M70-25,M70,25.0,4.0,7.25811e-07
U236,M70-25,M70,25.0,5.0,9.01105e-07
U236,M70-25,M70,25.0,6.0,1.07382e-06
U236,M70-25,M70,25.0,7.0,1.24393e-06
U236,M70-25,M70,25.0,8.0,1.4116e-06
U236,M70-25,M70,25.0,10.0,1.73942e-06
U236,M70-25,M70,25.0,12.0,2.05729e-06
U236,M70-25,M70,25.0,14.0,2.36567e-06
U236,M70-25,M70,25.0,16.0,2.66489e-06
U236,M70-25,M70,25.0,18.0,2.95483e-06
U236,M70-25,M70,25.0,20.0,3.23565e-06
U236,M70-25,M70,25.0,24.0,3.77107e-06
U236,M70-25,M70,25.0,28.0,4.27229e-06
U236,M70-25,M70,25.0,34.0,4.96499e-06
U236,M70-25,M70,25.0,42.0,5.78471e-06
U236,M70-25,M70,25.0,50.0,6.50166e-06
U236,M70-30,M70,30.0,0.0,0.0
U236,M70-30,M70,30.0,0.1,1.85423e-08
U236,M70-30,M70,30.0,0.4,7.43021e-08
U236,M70-30,M70,30.0,0.7,1.29864e-07
U236,M70-30,M70,30.0,1.0,1.85241e-07
U236,M70-30,M70,30.0,1.3,2.40423e-07
U236,M70-30,M70,30.0,1.6,2.95382e-07
U236,M70-30,M70,30.0,2.0,3.68363e-07
U236,M70-30,M70,30.0,2.5,4.59053e-07
U236,M70-30,M70,30.0,3.0,5.49056e-07
U236,M70-30,M70,30.0,4.0,7.27089e-07
U236,M70-30,M70,30.0,5.0,9.02681e-07
U236,M70-30,M70,30.0,6.0,1.07558e-06
U236,M70-30,M70,30.0,7.0,1.24602e-06
U236,M70-30,M70,30.0,8.0,1.41392e-06
U236,M70-30,M70,30.0,10.0,1.74214e-06
U236,M70-30,M70,30.0,12.0,2.06059e-06
U236,M70-30,M70,30.0,14.0,2.36935e-06
U236,M70-30,M70,30.0,16.0,2.66884e-06
U236,M70-30,M70,30.0,18.0,2.95916e-06
U236,M70-30,M70,30.0,20.0,3.24034e-06
U236,M70-30,M70,30.0,24.0,3.77648e-06
U236,M70-30,M70,30.0,28.0,4.27921e-06
U236,M70-30,M70,30.0,34.0,4.97469e-06
U236,M70-30,M70,30.0,42.0,5.80103e-06
U236,M70-30,M70,30.0,50.0,6.52783e-06
U236,M70-5,M70,5.0,0.0,0.0
U236,M70-5,M70,5.0,0.1,1.85029e-08
U236,M70-5,M70,5.0,0.4,7.41006e-08
U236,M70-5,M70,5.0,0.7,1.29496e-07
U236,M70-5,M70,5.0,1.0,1.84745e-07
U236,M70-5,M70,5.0,1.3,2.39749e-07
U236,M70-5,M70,5.0,1.6,2.94557e-07
U236,M70-5,M70,5.0,2.0,3.67321e-07
U236,M70-5,M70,5.0,2.5,4.57669e-07
U236,M70-5,M70,5.0,3.0,5.47484e-07
U236,M70-5,M70,5.0,4.0,7.25232e-07
U236,M70-5,M70,5.0,5.0,9.00642e-07
U236,M70-5,M70,5.0,6.0,1.07355e-06
U236,M70-5,M70,5.0,7.0,1.24393e-06
U236,M70-5,M70,5.0,8.0,1.41184e-06
U236,M70-5,M70,5.0,10.0,1.74057e-06
U236,M70-5,M70,5.0,12.0,2.05964e-06
U236,M70-5,M70,5.0,14.0,2.36915e-06
U236,M70-5,M70,5.0,16.0,2.66922e-06
U236,M70-5,M70,5.0,18.0,2.96013e-06
U236,M70-5,M70,5.0,20.0,3.24156e-06
U236,M70-5,M70,5.0,24.0,3.77714e-06
U236,M70-5,M70,5.0,28.0,4.2771e-06
U236,M70-5,M70,5.0,34.0,4.96163e-06
U236,M70-5,M70,5.0,42.0,5.75638e-06
U236,M70-5,M70,5.0,50.0,6.42381e-06
U236,M87-10,M87,10.0,0.0,0.0
U236,M87-10,M87,10.0,0.1,1.70735e-08
U236,M87-10,M87,10.0,0.4,6.84324e-08
U236,M87-10,M87,10.0,0.7,1.19623e-07
U236,M87-10,M87,10.0,1.0,1.70655e-07
U236,M87-10,M87,10.0,1.3,2.21545e-07
U236,M87-10,M87,10.0,1.6,2.72266e-07
U236,M87-10,M87,10.0,2.0,3.39649e-07
U236,M87-10,M87,10.0,2.5,4.2342e-07
U236,M87-10,M87,10.0,3.0,5.06652e-07
U236,M87-10,M87,10.0,4.0,6.7157e-07
U236,M87-10,M87,10.0,5.0,8.34571e-07
U236,M87-10,M87,10.0,6.0,9.95513e-07
U236,M87-10,M87,10.0,7.0,1.15438e-06
U236,M87-10,M87,10.0,8.0,1.31126e-06
U236,M87-10,M87,10.0,10.0,1.61908e-06
U236,M87-10,M87,10.0,12.0,1.91922e-06
U236,M87-10,M87,10.0,14.0,2.21125e-06
U236,M87-10,M87,10.0,16.0,2.49589e-06
U236,M87-10,M87,10.0,18.0,2.77312e-06
U236,M87-10,M87,10.0,20.0,3.04263e-06
U236,M87-10,M87,10.0,24.0,3.55933e-06
U236,M87-10,M87,10.0,28.0,4.0468e-06
U236,M87-10,M87,10.0,34.0,4.72535e-06
U236,M87-10,M87,10.0,42.0,5.53485e-06
U236,M87-10,M87,10.0,50.0,6.24252e-06
U236,M87-15,M87,15.0,0.0,0.0
U236,M87-15,M87,15.0,0.1,1.7021e-08
U236,M87-15,M87,15.0,0.4,6.82183e-08
U236,M87-15,M87,15.0,0.7,1.19319e-07
U236,M87-15,M87,15.0,1.0,1.70258e-07
U236,M87-15,M87,15.0,1.3,2.21042e-07
U236,M87-15,M87,15.0,1.6,2.71614e-07
U236,M87-15,M87,15.0,2.0,3.38789e-07
U236,M87-15,M87,15.0,2.5,4.2232e-07
U236,M87-15,M87,15.0,3.0,5.05383e-07
U236,M87-15,M87,15.0,4.0,6.6996e-07
U236,M87-15,M87,15.0,5.0,8.32581e-07
U236,M87-15,M87,15.0,6.0,9.93158e-07
U236,M87-15,M87,15.0,7.0,1.15159e-06
U236,M87-15,M87,15.0,8.0,1.3081e-06
U236,M87-15,M87,15.0,10.0,1.61537e-06
U236,M87-15,M87,15.0,12.0,1.91464e-06
U236,M87-15,M87,15.0,14.0,2.20612e-06
U236,M87-15,M87,15.0,16.0,2.49006e-06
U236,M87-15,M87,15.0,18.0,2.76659e-06
U236,M87-15,M87,15.0,20.0,3.03556e-06
U236,M87-15,M87,15.0,24.0,3.55136e-06
U236,M87-15,M87,15.0,28.0,4.03884e-06
U236,M87-15,M87,15.0,34.0,4.71885e-06
U236,M87-15,M87,15.0,42.0,5.53392e-06
U236,M87-15,M87,15.0,50.0,6.25199e-06
U236,M87-20,M87,20.0,0.0,0.0
U236,M87-20,M87,20.0,0.1,1.70094e-08
U236,M87-20,M87,20.0,0.4,6.81794e-08
U236,M87-20,M87,20.0,0.7,1.19208e-07
U236,M87-20,M87,20.0,1.0,1.7005e-07
U236,M87-20,M87,20.0,1.3,2.20772e-07
U236,M87-20,M87,20.0,1.6,2.71323e-07
U236,M87-20,M87,20.0,2.0,3.38469e-07
U236,M87-20,M87,20.0,2.5,4.21949e-07
U236,M87-20,M87,20.0,3.0,5.04926e-07
U236,M87-20,M87,20.0,4.0,6.6945e-07
U236,M87-20,M87,20.0,5.0,8.31823e-07
U236,M87-20,M87,20.0,6.0,9.92236e-07
U236,M87-20,M87,20.0,7.0,1.15064e-06
U236,M87-20,M87,20.0,8.0,1.30697e-06
U236,M87-20,M87,20.0,10.0,1.61379e-06
U236,M87-20,M87,20.0,12.0,1.91271e-06
U236,M87-20,M87,20.0,14.0,2.20396e-06
U236,M87-20,M87,20.0,16.0,2.48791e-06
U236,M87-20,M87,20.0,18.0,2.76386e-06
U236,M87-20,M87,20.0,20.0,3.03265e-06
U236,M87-20,M87,20.0,24.0,3.54827e-06
U236,M87-20,M87,20.0,28.0,4.0367e-06
U236,M87-20,M87,20.0,34.0,4.71741e-06
U236,M87-20,M87,20.0,42.0,5.53804e-06
U236,M87-20,M87,20.0,50.0,6.26426e-06
U236,M87-25,M87,25.0,0.0,0.0
U236,M87-25,M87,25.0,0.1,1.7009e-08
U236,M87-25,M87,25.0,0.4,6.81495e-08
U236,M87-25,M87,25.0,0.7,1.19179e-07
U236,M87-25,M87,25.0,1.0,1.70026e-07
U236,M87-25,M87,25.0,1.3,2.20727e-07
U236,M87-25,M87,25.0,1.6,2.71258e-07
U236,M87-25,M87,25.0,2.0,3.38359e-07
U236,M87-25,M87,25.0,2.5,4.21827e-07
U236,M87-25,M87,25.0,3.0,5.04801e-07
U236,M87-25,M87,25.0,4.0,6.69038e-07
U236,M87-25,M87,25.0,5.0,8.31574e-07
U236,M87-25,M87,25.0,6.0,9.91974e-07
U236,M87-25,M87,25.0,7.0,1.15025e-06
U236,M87-25,M87,25.0,8.0,1.30655e-06
U236,M87-25,M87,25.0,10.0,1.61322e-06
U236,M87-25,M87,25.0,12.0,1.91194e-06
U236,M87-25,M87,25.0,14.0,2.20302e-06
U236,M87-25,M87,25.0,16.0,2.48687e-06
U236,M87-25,M87,25.0,18.0,2.76302e-06
U236,M87-25,M87,25.0,20.0,3.03198e-06
U236,M87-25,M87,25.0,24.0,3.54854e-06
U236,M87-25,M87,25.0,28.0,4.03672e-06
U236,M87-25,M87,25.0,34.0,4.71971e-06
U236,M87-25,M87,25.0,42.0,5.54352e-06
U236,M87-25,M87,25.0,50.0,6.28007e-06
U236,M87-30,M87,30.0,0.0,0.0
U236,M87-30,M87,30.0,0.1,1.7019e-08
U236,M87-30,M87,30.0,0.4,6.82083e-08
U236,M87-30,M87,30.0,0.7,1.19217e-07
U236,M87-30,M87,30.0,1.0,1.70086e-07
U236,M87-30,M87,30.0,1.3,2.20807e-07
U236,M87-30,M87,30.0,1.6,2.71353e-07
U236,M87-30,M87,30.0,2.0,3.38504e-07
U236,M87-30,M87,30.0,2.5,4.21977e-07
U236,M87-30,M87,30.0,3.0,5.04936e-07
U236,M87-30,M87,30.0,4.0,6.69302e-07
U236,M87-30,M87,30.0,5.0,8.31692e-07
U236,M87-30,M87,30.0,6.0,9.91978e-07
U236,M87-30,M87,30.0,7.0,1.15045e-06
U236,M87-30,M87,30.0,8.0,1.30685e-06
U236,M87-30,M87,30.0,10.0,1.61357e-06
U236,M87-30,M87,30.0,12.0,1.91264e-06
U236,M87-30,M87,30.0,14.0,2.20369e-06
U236,M87-30,M87,30.0,16.0,2.48703e-06
U236,M87-30,M87,30.0,18.0,2.76322e-06
U236,M87-30,M87,30.0,20.0,3.03198e-06
U236,M87-30,M87,30.0,24.0,3.54858e-06
U236,M87-30,M87,30.0,28.0,4.03759e-06
U236,M87-30,M87,30.0,34.0,4.72331e-06
U236,M87-30,M87,30.0,42.0,5.55232e-06
U236,M87-30,M87,30.0,50.0,6.29661e-06
U236,M87-5,M87,5.0,0.0,0.0
U236,M87-5,M87,5.0,0.1,1.71289e-08
U236,M87-5,M87,5.0,0.4,6.86646e-08
U236,M87-5,M87,5.0,0.7,1.20107e-07
U236,M87-5,M87,5.0,1.0,1.71379e-07
U236,M87-5,M87,5.0,1.3,2.22512e-07
U236,M87-5,M87,5.0,1.6,2.73485e-07
U236,M87-5,M87,5.0,2.0,3.4117e-07
U236,M87-5,M87,5.0,2.5,4.25211e-07
U236,M87-5,M87,5.0,3.0,5.08867e-07
U236,M87-5,M87,5.0,4.0,6.74592e-07
U236,M87-5,M87,5.0,5.0,8.38285e-07
U236,M87-5,M87,5.0,6.0,9.99956e-07
U236,M87-5,M87,5.0,7.0,1.15962e-06
U236,M87-5,M87,5.0,8.0,1.31727e-06
U236,M87-5,M87,5.0,10.0,1.6268e-06
U236,M87-5,M87,5.0,12.0,1.9282e-06
U236,M87-5,M87,5.0,14.0,2.22194e-06
U236,M87-5,M87,5.0,16.0,2.50783e-06
U236,M87-5,M87,5.0,18.0,2.78597e-06
U236,M87-5,M87,5.0,20.0,3.05655e-06
U236,M87-5,M87,5.0,24.0,3.57472e-06
U236,M87-5,M87,5.0,28.0,4.06329e-06
U236,M87-5,M87,5.0,34.0,4.74132e-06
U236,M87-5,M87,5.0,42.0,5.54549e-06
U236,M87-5,M87,5.0,50.0,6.24001e-06
U236,mox1,mox,0.0,0.0,0.0
U236,mox1,mox,0.0,0.1,1.99442e-08
U236,mox1,mox,0.0,0.4,7.9833e-08
U236,mox1,mox,0.0,0.7,1.39475e-07
U236,mox1,mox,0.0,1.0,1.98864e-07
U236,mox1,mox,0.0,1.3,2.57982e-07
U236,mox1,mox,0.0,1.6,3.16876e-07
U236,mox1,mox,0.0,2.0,3.94955e-07
U236,mox1,mox,0.0,2.5,4.91886e-07
U236,mox1,mox,0.0,3.0,5.88142e-07
U236,mox1,mox,0.0,4.0,7.78384e-07
U236,mox1,mox,0.0,5.0,9.65448e-07
U236,mox1,mox,0.0,6.0,1.14939e-06
U236,mox1,mox,0.0,7.0,1.33045e-06
U236,mox1,mox,0.0,8.0,1.50844e-06
U236,mox1,mox,0.0,10.0,1.85574e-06
U236,mox1,mox,0.0,12.0,2.19117e-06
U236,mox1,mox,0.0,14.0,2.51487e-06
U236,mox1,mox,0.0,16.0,2.82697e-06
U236,mox1,mox,0.0,18.0,3.12759e-06
U236,mox1,mox,0.0,20.0,3.41657e-06
U236,mox1,mox,0.0,24.0,3.96091e-06
U236,mox1,mox,0.0,28.0,4.46163e-06
U236,mox1,mox,0.0,34.0,5.13338e-06
U236,mox1,mox,0.0,42.0,5.88447e-06
U236,mox1,mox,0.0,50.0,6.47957e-06
U236,mox43,M43,0.0,0.0,0.0
U236,mox43,M43,0.0,0.1,2.31485e-08
U236,mox43,M43,0.0,0.4,9.26839e-08
U236,mox43,M43,0.0,0.7,1.61946e-07
U236,mox43,M43,0.0,1.0,2.30911e-07
U236,mox43,M43,0.0,1.3,2.99555e-07
U236,mox43,M43,0.0,1.6,3.67851e-07
